cons,averageTTL,life,Domain Name,active
2,47,8.0,boolberry.com,7.003422313483915
1,56,4.999315537303217,cloudflare-ipfs.com,3.756331279945243
1,51,2.9979466119096507,easyfreshhome.com,1.9767282683093772
1,46,5.9986310746064335,hmohamadi.com,4.919917864476386
1,56,0.999315537303217,hairextensionstapein.net,0.0027378507871321013
1,229,20.999315537303218,vk2zay.net,19.90965092402464
1,56,4.999315537303217,scr888.pw,3.893223819301848
1,50,16.999315537303218,avexis.com,15.33744010951403
1,56,0.999315537303217,butiksokagi.com,0.2053388090349076
1,56,8.999315537303216,globalflare.com,8.002737850787133
1,119,22.001368925393567,gnomonschool.com,20.00273785078713
1,51,24.0,inconstantmoon.com,22.981519507186857
1,57,32.99657768651608,stoneclinic.com,23.071868583162217
2,56,12.0,toolsqa.com,7.520876112251882
1,44,20.999315537303218,xmabr.com,19.62217659137577
1,48,13.998631074606434,foller.me,12.668035592060233
1,54,20.999315537303218,precisiondoor.net,20.00273785078713
1,48,20.999315537303218,emptybottle.org,19.975359342915812
1,50,13.998631074606434,checkvist.com,12.002737850787133
1,46,17.998631074606433,thebamboozle.com,9.566050650239562
1,116,1.998631074606434,verbosenfrances.com,0.8459958932238193
1,56,16.999315537303218,cubecraft.net,9.169062286105408
1,47,21.998631074606433,legaciesofwar.org,17.440109514031484
1,119,1.998631074606434,3movs.pro,1.002053388090349
1,52,0.999315537303217,baobabfilms.co.uk,0.27652292950034224
1,116,8.0,leninology.co.uk,7.000684462696783
1,45,4.999315537303217,humanity-inclusion.org.uk,3.9534565366187544
1,52,9.995893223819301,supertop.co,8.996577686516085
1,45,17.00205338809035,autoemali.com,14.412046543463381
1,47,9.388090349075975,dahuawiki.com,6.3901437371663246
1,107,0.999315537303217,evameade.com,0.0
1,103,26.99794661190965,midstatefair.com,24.54483230663929
1,116,0.999315537303217,runfsstrength.com,0.0
1,56,13.998631074606434,pandorafms.org,11.9233401779603
1,56,7.000684462696783,shiftnrg.org,6.16290212183436
1,56,12.0,airliftperformance.com,10.004106776180699
1,50,12.0,bitfalls.com,10.989733059548255
1,53,23.994524298425734,dirtyrottenimbeciles.com,22.99794661190965
1,56,23.99726214921287,fanball.com,23.000684462696782
1,49,19.000684462696782,harlemonestop.com,18.0041067761807
2,53,23.994524298425734,hppromotions.com,22.99794661190965
2,42,13.998631074606434,mrrsoftware.com,12.958247775496236
1,119,4.999315537303217,raffledog.com,4.114989733059549
1,56,24.0,rinktime.com,22.98425735797399
1,45,18.99794661190965,progettoarte.info,17.872689938398356
1,242,20.0,businessculture.org,13.973990417522245
1,47,3.997262149212868,automotivewish.com,3.7207392197125255
1,244,8.999315537303216,darwinex.com,7.906913073237509
1,49,12.0,gsmchoice.com,10.99794661190965
1,49,20.999315537303218,guitarpartsresource.com,19.071868583162217
1,49,28.996577686516083,icem.org,24.84599589322382
1,51,1.998631074606434,criptomoneda.space,1.0075290896646132
1,116,1.998631074606434,cheapnationalsjersey.com,0.917180013689254
1,116,1.998631074606434,cheaproyalsjersey.com,0.917180013689254
1,56,5.9986310746064335,cheapnflsalejerseys14.com,4.985626283367557
1,48,22.001368925393567,discoazul.com,12.183436002737851
1,44,7.000684462696783,dninews.com,6.242299794661191
1,48,16.0,easyhdr.com,14.91854893908282
2,47,0.999315537303217,goodnewschurchonline.com,0.28473648186173856
1,45,12.999315537303216,plagiarismcheckerx.com,7.819301848049282
1,51,22.99794661190965,dreadnoughtproject.org,20.249144421629023
1,57,5.9958932238193015,alphazadvisors.com,4.999315537303217
1,56,18.99794661190965,jrtstudio.com,12.11772758384668
1,53,16.0,markem-imaje.com,14.017796030116358
1,56,14.99794661190965,thelashop.com,10.001368925393566
1,50,15.000684462696784,toyotaadria.com,13.924709103353868
1,50,0.999315537303217,trustedcheapjerseys.com,0.010951403148528405
1,54,15.000684462696784,openfarmtech.org,14.379192334017796
1,119,21.998631074606433,otispregnancy.org,21.36892539356605
1,116,4.999315537303217,crack4activator.com,5.032169746748802
1,48,21.998631074606433,htmlite.com,21.00205338809035
1,51,1.002053388090349,jtpppg.com,0.0054757015742642025
1,51,0.999315537303217,katieirene.com,0.0
1,54,21.998631074606433,kenanmalik.com,20.83504449007529
1,56,20.999315537303218,mspot.com,20.00273785078713
1,29,26.001368925393567,parapundit.com,18.94866529774127
1,56,14.99794661190965,massovki.net,5.412731006160164
1,50,23.99726214921287,atarn.org,23.000684462696782
1,56,21.998631074606433,isls.org,20.843258042436688
1,56,19.24435318275154,bluesbrotherscentral.com,18.24229979466119
1,51,20.999315537303218,ezgenerator.com,19.994524298425734
1,48,19.000684462696782,freealarmclocksoftware.com,11.318275154004107
1,39,12.999315537303216,jiayuanba.com,11.958932238193018
1,51,16.0,moviefancentral.com,14.984257357973991
1,42,9.998631074606434,pindaoge.com,8.999315537303216
1,43,27.000684462696782,rsracing.com,25.00479123887748
1,49,5.9986310746064335,sampasite.com,4.933607118412047
1,56,17.998631074606433,tosavealife.com,16.917180013689254
2,234,16.0,aactechnologies.com,13.475701574264203
1,26,21.998631074606433,cjvlang.com,20.958247775496236
1,49,0.999315537303217,djrahulkushwah.com,0.0
1,49,31.003422313483917,bossanova.com,25.982203969883642
1,53,1.998631074606434,airmaxdaycollection.com,0.9418206707734429
1,47,0.999315537303217,buyyeastrolonline.net,0.0
1,51,24.0,3gpp2.org,21.987679671457904
1,46,21.998631074606433,saynotogmos.org,20.958247775496236
1,56,21.998631074606433,cncnz.com,20.92539356605065
1,53,24.0,germaniainternational.com,21.919233401779604
1,56,23.99726214921287,tritontools.com,22.87748117727584
1,43,24.999315537303218,flying-pig.co.uk,24.024640657084188
1,40,0.999315537303217,momentofsolace.com,0.12594113620807665
1,52,14.99794661190965,ageofgames.net,12.999315537303216
1,54,26.001368925393567,lemko.org,20.607802874743328
1,46,17.998631074606433,radio-code.co.uk,15.997262149212867
1,46,16.999315537303218,popgo.org,16.00273785078713
1,49,20.999315537303218,aloaha.com,15.794661190965092
2,119,12.996577686516085,ellescoop.com,11.003422313483915
1,50,9.998631074606434,spencersmill.com,9.00205338809035
1,40,12.999315537303216,yj325.com,11.969883641341546
1,56,5.9986310746064335,writepaperfor.me,4.97741273100616
1,49,8.0,xsmn.me,5.541409993155373
1,53,5.9986310746064335,madebyfrog.com,5.002053388090349
1,103,21.998631074606433,4-all.org,21.00205338809035
1,50,9.998631074606434,dicomstandard.org,8.646132785763175
1,46,26.99520876112252,jrox.com,23.89322381930185
1,45,4.999315537303217,robotattack.org,4.002737850787132
2,50,17.998631074606433,csstutorial.net,17.00205338809035
1,107,0.999315537303217,theta-software.com,0.0
1,115,1.998631074606434,bjyytc.com,1.212867898699521
1,49,4.999315537303217,airoluggage.com,3.0034223134839153
1,113,0.999315537303217,cdsfybio.com,0.0
1,111,23.874058863791923,shopintampabay.com,22.87748117727584
1,220,0.999315537303217,homspot.com,0.2108145106091718
1,52,16.0,bustys.net,14.929500342231348
1,56,4.0,paginaswebinc.com,3.0088980150581794
1,47,21.9958932238193,skullknight.net,20.999315537303218
1,56,8.0,norcoathletics.com,7.003422313483915
1,53,15.000684462696784,buduemo.com,13.943874058863791
1,238,12.999315537303216,troglo.net,12.002737850787133
1,51,8.999315537303216,motor-sports-data.com,7.8959616700889805
1,40,5.9986310746064335,imydl.com,3.920602327173169
1,45,20.0,venicehotel.org,18.94866529774127
1,56,8.0,youca.org,6.91854893908282
1,53,16.0,nakupuju.cz,11.728952772073923
1,49,16.999315537303218,ps-scripts.com,16.00273785078713
1,44,16.999315537303218,hagewasi.com,15.764544832306639
1,119,7.997262149212868,islamawayoflife.com,7.000684462696783
1,119,5.9958932238193015,islamcauses.com,4.999315537303217
1,119,4.999315537303217,thenewsexperts.com,4.002737850787132
1,51,21.998631074606433,vyplnto.cz,4.687200547570157
1,56,4.999315537303217,detusama.com,3.997262149212868
1,50,0.999315537303217,chinomorales.com,0.0
1,40,8.999315537303216,socialero.com,8.134154688569472
1,110,1.998631074606434,skwi.net,0.999315537303217
1,119,4.0,uyghurnorwegian.org,3.351129363449692
1,40,14.056125941136209,cabin.jp,13.530458590006845
1,54,13.998631074606434,disgraced18.com,12.999315537303216
1,46,0.999315537303217,ketsuban.us,0.31485284052019163
2,50,4.0,addjerseyshop.com,2.9596167008898013
1,234,8.999315537303216,chatnoir-company.com,7.956194387405886
1,56,16.0,sometimesdaily.com,14.127310061601642
2,40,25.018480492813143,ell.co.jp,24.021902806297057
1,103,13.998631074606434,merpanigeria.com,13.00479123887748
1,56,0.999315537303217,oksunglasses.site,0.013689253935660506
1,56,4.0,pngfly.com,2.74880219028063
2,49,0.999315537303217,http12.com,0.0
1,56,6.997946611909651,downace.com,5.963039014373717
1,56,15.000684462696784,theenergylibrary.com,13.990417522245037
1,44,22.001368925393567,profimedia.cz,21.00752908966461
1,40,11.000684462696784,bigcat-live.com,9.94113620807666
1,38,9.998631074606434,gmo-ps.com,7.882272416153319
1,56,23.000684462696782,barleyarts.com,22.39561943874059
1,87,4.0,wycompositehose.com,4.002737850787132
1,52,13.998631074606434,photographytribe.com,13.00205338809035
1,53,3.0006844626967832,misacor.org,1.9630390143737166
1,47,5.9986310746064335,themesvila.com,4.922655715263518
1,42,9.998631074606434,bricobistro.com,9.00205338809035
1,42,17.998631074606433,china-hifi-audio.com,9.514031485284052
1,44,25.06776180698152,ebc.co.jp,24.071184120465436
1,39,17.062286105407257,nosmoke55.jp,16.06570841889117
1,45,13.998631074606434,techfacts.net,12.996577686516085
1,119,11.997262149212867,pbsoldier.com,9.790554414784394
1,46,20.0,audiolith.net,19.003422313483917
1,42,9.998631074606434,cozycountryliving.com,8.873374401095141
1,57,8.358658453114305,webinargeek.com,8.002737850787133
1,56,6.997946611909651,begindot.com,5.138945927446954
1,45,25.568788501026695,elektrika.cz,23.37303216974675
1,119,0.999315537303217,longchampbags-outlet.us,0.013689253935660506
1,56,1.998631074606434,conversecanada.ca,0.917180013689254
1,56,1.998631074606434,goyardcanada.ca,0.9691991786447639
1,56,0.999315537303217,pandoracanadarings.ca,0.16427104722792607
1,114,11.000684462696784,youngmanbrown.com,10.130047912388775
1,51,25.086926762491444,cbf.cz,17.27857631759069
1,50,11.000684462696784,stickyjs.com,9.998631074606434
1,56,9.998631074606434,epcdepo.com,9.138945927446954
1,56,13.998631074606434,fuelyourcoding.com,13.00479123887748
1,50,12.0,yogafest.info,10.992470910335387
1,48,18.001368925393567,derbylive.co.uk,13.856262833675565
1,56,10.43668720054757,sundaysuppermovement.com,9.440109514031485
1,53,12.999315537303216,jcosplay.com,11.885010266940451
1,56,7.000684462696783,cheats4game.net,5.990417522245037
1,51,8.999315537303216,gamesweekberlin.com,8.002737850787133
1,48,12.999315537303216,persnicketyprints.com,11.958932238193018
1,43,4.0,aftablifecoach.com,3.143052703627652
1,56,16.0,l-zzz.com,14.223134839151266
1,56,4.999315537303217,igratnadengi.net,3.9507186858316223
1,49,1.998631074606434,popomundo.org,1.6837782340862424
1,56,4.999315537303217,paratamoto.com,4.010951403148528
1,51,16.999315537303218,intothedarkroom.com,15.997262149212867
1,116,4.999315537303217,portable-fitness.com,4.114989733059549
1,50,0.999315537303217,afif.me,0.0
1,119,12.158795345653662,itcoastal.com,10.08624229979466
1,51,13.998631074606434,respectmag.com,12.28747433264887
1,56,7.38672142368241,jlm2017.fr,6.620123203285421
1,103,12.0,mud001.com,9.464750171115675
1,50,25.295003422313485,bigmat.fr,24.2217659137577
1,40,23.04722792607803,nikko-pb.co.jp,22.050650239561943
1,53,4.999315537303217,avalonhomecarellc.com,3.9589322381930185
1,45,24.0,gigamesh.com,23.000684462696782
1,56,13.735797399041752,hvacbeginners.com,11.93429158110883
1,119,6.0013689253935665,thecpataxproblemsolver.com,3.0143737166324436
1,56,12.999315537303216,thinkswap.com,10.888432580424366
1,119,3.0006844626967832,cheapmlbshop.us,3.0006844626967832
1,49,14.001368925393566,revoluciondecuba.com,9.423682409308693
1,119,18.99794661190965,imgis.com,17.94387405886379
1,46,12.999315537303216,adacan.net,13.00205338809035
1,220,0.999315537303217,morenews.net,0.0
2,56,20.0,aanzee.com,19.531827515400412
1,39,15.378507871321013,qikanw.com,14.231348391512663
1,56,0.999315537303217,theprivilegeclub.org,0.16700889801505817
1,45,5.9986310746064335,aplushomecareca.com,5.002053388090349
1,56,5.9958932238193015,qmpwgzj.com,5.144421629021219
1,48,24.996577686516083,rsw.net,23.928815879534564
1,38,9.998631074606434,aokihagane.com,8.966461327857632
1,51,10.781656399726215,lorangebleue.fr,10.38466803559206
1,42,0.999315537303217,mindspeakdallas.com,0.0
1,46,10.99794661190965,shovabd.com,9.470225872689939
1,51,21.013004791238878,villeneuvedascq.fr,20.01368925393566
1,56,0.999315537303217,omega-center.org,0.030116358658453114
1,116,16.0,indigo-nails.com,10.86652977412731
1,50,15.173169062286105,indiebookawards.com,14.726899383983573
1,45,24.993839835728952,maxfisch.com,22.99247091033539
1,116,11.997262149212867,plastiandina.com.co,9.037645448323067
2,55,0.999315537303217,googlefontsapi.com,0.0
1,49,12.0,traceysculinaryadventures.com,10.962354551676933
2,43,5.9958932238193015,uggs-onsale.net.co,4.971937029431896
1,47,12.996577686516085,islandsofpuertorico.com,11.9233401779603
1,113,18.888432580424368,cegid.fr,17.87816563997262
1,38,0.999315537303217,toshiya.info,0.3258042436687201
1,56,15.000684462696784,teryxforums.net,14.004106776180699
1,49,20.0,lameredefamille.com,18.926762491444215
1,56,28.0,brick-anew.com,19.567419575633128
1,50,20.0,lelogicielgratuit.com,18.97056810403833
1,42,1.998631074606434,loudi110.com,0.5037645448323066
1,43,5.9986310746064335,drankurprakash.com,5.002053388090349
1,52,26.99794661190965,guysen.com,23.51813826146475
1,51,9.998631074606434,gratefulprayerthankfulheart.com,8.980150581793293
1,38,12.999315537303216,bilgigumus.com,12.021902806297057
1,47,16.999315537303218,piano-keyboard-guide.com,12.010951403148528
1,119,1.998631074606434,tresmariasicecream.com,0.8952772073921971
1,56,9.998631074606434,5ebo.com,9.089664613278575
1,107,14.99794661190965,logodesignconsultant.com,13.021218343600275
1,50,20.0,geo2.fr,18.031485284052017
1,44,11.000684462696784,aptsolide.com,9.872689938398358
1,57,12.996577686516085,indiansimmer.com,12.0
1,50,21.998631074606433,planetenumerique.com,19.874058863791923
1,56,8.999315537303216,stowawaycosmetics.com,7.649555099247091
1,56,0.999315537303217,kreditbeantragung.info,0.06297056810403832
1,47,4.999315537303217,cointaxcpa.com,3.9835728952772076
1,49,5.9986310746064335,etaxjournal.com,4.917180013689254
1,78,14.76249144421629,laoyuegou.com,6.55441478439425
1,34,12.999315537303216,tributeslides.com,11.904175222450377
1,56,10.99794661190965,thehonoursystem.com,9.232032854209445
1,50,4.0,honorsinthehumanities.com,2.915811088295688
1,45,19.000684462696782,simba-dickie-group.com,18.0041067761807
1,235,26.001368925393567,sinomatech.com,16.536618754277892
1,39,9.00205338809035,trustlockusa.com,6.242299794661191
1,42,7.000684462696783,buildyourownracecar.com,6.0041067761806985
1,45,11.000684462696784,cdmxtravel.com,5.993155373032169
1,52,7.997262149212868,escorts2.com,5.927446954141
1,42,5.9986310746064335,financialbestlife.com,5.549623545516769
1,47,25.99315537303217,sanjuanpuertorico.com,23.665982203969882
1,48,0.999315537303217,kingsparkjewishcenter.org,0.16700889801505817
1,113,14.99520876112252,elida.cc,13.982203969883642
1,56,23.99726214921287,healthylivingmarket.com,22.72416153319644
1,50,6.997946611909651,genforwardsurvey.com,5.002053388090349
1,52,23.000684462696782,koch-amps.com,22.0041067761807
1,57,10.99794661190965,lemonstripes.com,9.00205338809035
1,56,7.000684462696783,termpapers-for-sale.com,5.982203969883641
1,49,15.000684462696784,heroturko.org,13.979466119096509
1,244,5.9986310746064335,iotecglobal.com,4.903490759753593
1,49,16.0,rentittoday.com,14.004106776180699
1,56,16.0,farmhouseculture.com,13.938398357289527
1,239,16.999315537303218,porsche-clubs.com,16.00273785078713
1,40,6.997946611909651,ocetisakowincamp.org,5.546885694729637
2,50,9.998631074606434,ceesys.com,8.980150581793293
1,107,8.999315537303216,atibib.com,7.994524298425736
1,116,4.996577686516085,equipmentandtrucks.com,2.967830253251198
1,47,6.995208761122519,irs-tax-cpa.com,5.973990417522245
1,33,17.998631074606433,majestickl.com,17.00479123887748
1,50,5.9986310746064335,michaelkorsoutlet70off.org,4.974674880219028
1,52,8.999315537303216,angpoo.com,7.989048596851472
1,47,11.000684462696784,natalme.com,10.004106776180699
1,50,10.99794661190965,sailormoonnews.com,9.938398357289527
1,47,23.000684462696782,cessnaowner.org,22.0041067761807
1,46,35.997262149212865,crec.org,25.998631074606433
1,50,24.0,fileforum.com,18.924024640657084
1,56,12.999315537303216,justopenedlondon.com,3.978097193702943
1,56,12.999315537303216,slingshotforums.com,12.002737850787133
1,51,24.996577686516083,canolainfo.org,23.904175222450377
1,116,4.999315537303217,dietingsteps.com,4.114989733059549
1,229,9.998631074606434,schoolfoodplan.com,8.906228610540726
1,57,19.000684462696782,beadsofcourage.org,12.229979466119097
1,47,25.9958932238193,kusp.org,24.31211498973306
1,119,26.001368925393567,billetech.com,22.973305954825463
1,56,33.998631074606436,herrealtors.com,26.001368925393567
1,57,18.001368925393567,onofficemagazine.com,15.132101300479125
1,47,10.99520876112252,tixuw.com,10.075290896646132
1,56,12.0,yellowbustours.com,10.346338124572211
1,56,29.00205338809035,iskconbangalore.org,21.418206707734427
1,49,12.0,topmusclesupplements.org,10.94592744695414
1,56,8.0,techykeeday.com,5.919233401779603
1,109,12.0,worldwhiskyday.com,10.806297056810404
1,48,0.999315537303217,systemmontessori.org,0.16700889801505817
1,219,16.999315537303218,yesyesyes.org,15.917864476386036
1,51,12.999315537303216,baddaddysburgerbar.com,12.002737850787133
1,49,17.998631074606433,blogstpot.com,16.996577686516083
1,49,8.0,gy-maya.com,6.209445585215605
1,56,8.0,piesiecreativity.com,6.836413415468857
1,232,13.998631074606434,revjet.com,13.00205338809035
1,44,0.999315537303217,stoneislandoutlet2018.com,0.3723477070499658
1,50,9.998631074606434,dcmj.org,9.00205338809035
1,56,10.99794661190965,healthrising.org,8.167008898015059
1,51,15.000684462696784,lifesongfororphans.org,14.004106776180699
1,116,4.999315537303217,africanhealthcareportal.com,4.027378507871321
1,45,24.996577686516083,cafeeinstein.com,23.915126625598905
1,53,12.0,theoutdoorstrader.com,10.989733059548255
1,54,19.000684462696782,freewb.org,16.00273785078713
1,22,20.0,museum-marseille.org,18.973305954825463
