averageTTL,cons,life,Domain Name,active
119,1,9.998631074606434,islamistoday.com,9.00205338809035
41,1,4.0,bj6700.com,1.9794661190965093
47,1,4.0,taiwanseos.com,3.052703627652293
44,1,23.000684462696782,dekiru.net,21.984941820670773
56,1,3.0006844626967832,silkiconfinder.com,2.0917180013689256
38,1,15.000684462696784,ganqi.net,11.90965092402464
116,1,6.069815195071868,bizocean.jp,5.073237508555784
232,1,23.000684462696782,pinkun.com,21.905544147843944
119,2,8.0,affordablerealtygroup.com,6.8172484599589325
40,1,11.000684462696784,bsuc.cc,6.193018480492813
241,1,16.999315537303218,agiftforemma.org,14.836413415468858
119,1,20.0,harbourlightsrestaurant.com,18.954140999315538
116,1,23.000684462696782,cameroncharlton.com,17.765913757700204
119,1,15.000684462696784,pkgseriampang.org,14.778918548939084
49,1,17.998631074606433,montecarlolasvegas.com,17.82614647501711
50,2,16.0,googli.com.ua,14.3709787816564
119,2,8.0,ccam-free.com,7.0746064339493495
47,1,16.0,dhlsmallbusiness.com,14.986995208761122
52,1,15.000684462696784,sbilanciamoci.info,14.124572210814511
40,1,20.999315537303218,hamamatsu-daisuki.net,17.8507871321013
38,1,18.028747433264886,jiqoo.jp,17.032169746748803
56,1,24.996577686516083,seancody.com,20.870636550308006
48,1,12.999315537303216,itsybitsyfun.com,7.96167008898015
45,1,9.995893223819301,abriscrystal.com,8.999315537303216
56,1,16.0,legaltemplates.net,6.836413415468857
113,1,0.999315537303217,ywjgdan.com,0.0027378507871321013
48,1,8.0,theorycircuit.com,6.995208761122519
46,1,17.998631074606433,electrical101.com,16.92539356605065
56,1,25.976728268309376,swiss-architects.com,25.00479123887748
115,1,1.998631074606434,jgtbd.com,0.9801505817932923
109,1,12.0,bnlongting.com,10.811772758384668
239,1,20.0,govpaynow.com,11.121149897330595
45,1,4.999315537303217,hradkarlstejn.cz,0.75564681724846
54,1,11.000684462696784,njpwworld.com,6.910335386721424
50,1,23.236139630390145,trans-2000.fr,22.236824093086927
56,2,15.997262149212867,poolsupplyworld.com,15.000684462696784
103,1,8.0,scgcbz.com,6.874743326488707
41,1,13.998631074606434,tauernspakaprun.com,13.00205338809035
56,1,6.997946611909651,drivinglife.net,5.938398357289528
47,1,4.999315537303217,tarama-h2o.com.ua,3.9863107460643397
56,1,0.999315537303217,chicagobearsjerseys.us,0.013689253935660506
47,1,5.9986310746064335,rstminihall.com,4.988364134154689
49,1,13.998631074606434,fiverows.com,13.00205338809035
78,1,12.999315537303216,wuage.com,11.989048596851472
47,1,1.998631074606434,canadaviagraonlinex.com,0.9774127310061602
103,1,16.0,sonobi.com,15.003422313483915
115,1,0.999315537303217,txcff.com,0.02190280629705681
103,1,4.0,drmiski.com,4.002737850787132
56,1,20.0,cupcakeroyale.com,17.623545516769337
222,1,21.998631074606433,sekkisei.com,20.993839835728952
50,1,22.99794661190965,uzine.net,21.023956194387406
47,1,4.999315537303217,thietbikimthai.com,3.917864476386037
49,1,12.996577686516085,aimingcentermass.com,8.0
52,1,14.99520876112252,worldgn.com,13.880903490759753
47,1,3.0006844626967832,highlandavenuewristwatch.com,2.004106776180698
43,1,21.998631074606433,moriyamadaido.com,20.928131416837783
104,1,12.0,muchid.com,6.5571526351813825
50,1,24.999315537303218,weblettres.net,18.902121834360027
106,1,23.000684462696782,groundkontrol.com,21.960301163586585
52,1,18.99794661190965,migreurop.org,17.77138945927447
47,1,7.000684462696783,flydsa.co.uk,5.678302532511978
47,1,20.279260780287473,musictechteacher.com,19.28268309377139
38,1,13.998631074606434,huanxia.com,11.7015742642026
38,1,12.999315537303216,ynxzy.com,11.863107460643395
56,1,14.99794661190965,amlul.com,13.35523613963039
87,1,20.0,talentsmag.com,19.00889801505818
56,1,26.001368925393567,babyshop.com,20.008213552361397
47,1,8.0,djsjgs.com,6.839151266255989
39,1,25.9958932238193,dmcityview.com,21.998631074606433
113,2,12.996577686516085,99xcs.com,12.629705681040383
47,1,24.996577686516083,gandia.org,23.958932238193018
56,1,14.99794661190965,aetherapparel.com,14.001368925393566
56,1,24.646132785763175,skinnycow.com,23.21971252566735
42,1,9.00205338809035,santaparkarcticworld.com,5.661875427789186
116,1,23.000684462696782,statetheatrenj.org,22.1492128678987
56,1,12.0,thebluegrasssituation.com,10.004106776180699
56,1,23.000684462696782,acnuk.org,21.919233401779604
236,1,20.281998631074607,farfesh.com,18.255989048596852
116,1,23.99726214921287,praisecharts.com,22.518822724161534
37,1,12.0,omoideno.info,11.214236824093087
114,1,12.0,vouchercodespro.co.uk,7.652292950034223
50,1,4.0,baylinkferry.com,2.088980150581793
56,1,5.9986310746064335,0123movies.com,4.9664613278576315
56,1,19.000684462696782,gasmonkeygarage.com,17.976728268309376
53,1,17.998631074606433,legion-etrangere.com,17.00205338809035
57,1,9.998631074606434,schoolofrockthemusical.com,8.988364134154688
42,1,26.036960985626283,wako-chem.co.jp,25.0403832991102
47,1,9.998631074606434,tattoolove.org,8.980150581793293
56,1,12.999315537303216,missesdressy.com,11.003422313483915
57,1,24.0,pasenategop.com,20.933607118412045
57,1,14.99794661190965,raptorsrepublic.com,13.00205338809035
50,1,20.0,guitarguitar.co.uk,18.91854893908282
54,1,9.998631074606434,securityassistance.org,9.00205338809035
47,1,24.0,ihrc.org.uk,14.001368925393566
241,1,21.998631074606433,check-a-check.com,17.374401095140314
46,1,20.0,modeselektor.com,19.307323750855577
56,1,27.003422313483917,blocquebecois.org,24.993839835728952
56,1,8.0,newsader.com,6.006844626967831
47,1,26.001368925393567,standupforkids.org,25.00479123887748
119,1,15.000684462696784,dudeperfect.com,13.00205338809035
56,2,24.996577686516083,teex.org,21.900068446269678
56,1,24.0,mx6.com,23.003422313483917
51,1,24.996577686516083,cawrecycles.org,23.956194387405887
52,1,23.99726214921287,carhenge.com,22.151950718685832
104,1,16.0,gz0797.com,14.94592744695414
57,1,24.999315537303218,wiredrive.com,22.067077344284737
49,1,8.999315537303216,crisisconnections.org,3.0061601642710474
54,1,16.0,canolacouncil.org,15.003422313483915
46,1,8.0,flywayfareva.com,6.959616700889802
51,1,28.996577686516083,sterngrove.org,24.98836413415469
119,1,23.000684462696782,samsonite.co.uk,21.9958932238193
57,1,26.99794661190965,shankerinstitute.org,18.140999315537304
50,1,0.999315537303217,recipes4us.co.uk,0.13689253935660506
54,1,10.99794661190965,parttimeaudiophile.com,9.919233401779604
116,1,8.999315537303216,squawkbarn.com,8.032854209445585
116,1,17.998631074606433,beautybridge.com,17.00205338809035
244,1,8.0,doihaveprediabetes.org,5.229295003422314
25,1,26.99520876112252,ymcadallas.org,23.718001368925393
56,1,4.999315537303217,achatcia1isgeneriquepascher.com,4.0
116,1,17.188227241615333,chesskid.com,16.191649555099247
56,1,17.998631074606433,marinetechnologynews.com,16.00273785078713
48,1,24.0,amarahotels.com,19.967145790554415
56,1,16.0,newsrescue.com,14.91854893908282
41,1,16.0,dothegreenthing.com,15.490759753593428
50,1,19.99726214921287,himtorg.com,19.863107460643395
56,1,12.999315537303216,bitclave.com,6.965092402464066
87,1,0.999315537303217,cjcasteel.com,1.002053388090349
47,1,5.9986310746064335,san-escobar.com,4.876112251882272
38,1,0.999315537303217,lovmer.com,0.0
48,1,20.0,succeedsocially.com,11.34839151266256
57,1,17.00205338809035,washingtonexec.com,7.8494182067077345
57,1,19.000684462696782,techstars.org,14.116358658453114
56,1,14.99794661190965,oslofreedomforum.com,13.00205338809035
56,1,26.001368925393567,nichq.org,21.867214236824093
57,1,29.00205338809035,overlakehospital.org,23.838466803559207
46,1,23.000684462696782,alternativementalhealth.com,21.960301163586585
50,1,5.9958932238193015,canadapharmacy24hourdrugstore.com,5.253935660506502
220,1,20.0,naiglobal.com,17.880903490759753
46,1,11.000684462696784,pngmini.com,9.91649555099247
236,1,23.353867214236825,academie-goncourt.fr,22.31895961670089
43,1,12.0,chaduo.com,6.962354551676934
234,1,24.0,lawoffice.com,22.913073237508556
56,1,34.001368925393564,mrappliance.com,24.826830937713893
103,1,23.000684462696782,gam-anon.org,22.21218343600274
117,1,0.999315537303217,2018airmaxsale.com,0.0027378507871321013
43,1,13.998631074606434,grungejohn.com,12.876112251882272
111,1,1.995893223819302,moviezluv.com,0.9117043121149897
48,2,0.999315537303217,deepjoymedia.com,0.0
111,1,1.995893223819302,jellyville.com,0.9117043121149897
106,1,21.00205338809035,marketswiki.com,11.986310746064339
57,1,17.998631074606433,dealeron.com,16.91170431211499
49,1,12.999315537303216,festivalscope.com,11.838466803559205
103,1,13.998631074606434,hdwx.com,12.958247775496236
56,1,15.997262149212867,nandahome.com,15.000684462696784
244,1,24.996577686516083,galluppoll.com,22.986995208761122
41,1,11.000684462696784,sobashunju.com,9.91649555099247
56,1,13.00205338809035,windingtree.com,10.86652977412731
45,1,13.998631074606434,zbutsam.net,12.97741273100616
50,1,11.000684462696784,coderetreat.org,10.168377823408624
116,1,1.002053388090349,tatamivip.com,0.057494866529774126
45,1,4.999315537303217,epcsoftware.org,3.920602327173169
50,2,14.99794661190965,eccevino.com,13.91649555099247
48,1,20.999315537303218,lochlomondangling.com,19.958932238193018
49,1,23.99726214921287,greengrants.org,22.836413415468858
51,1,27.99726214921287,photomodeler.com,26.91854893908282
104,1,19.000684462696782,premierpet.com,17.99041752224504
116,1,1.002053388090349,pornocw.com,0.0
231,1,23.42505133470226,cellphones.ca,21.5523613963039
45,1,18.001368925393567,ericlafforgue.com,11.586584531143053
42,1,13.998631074606434,lereefbahrain.com,11.980835044490075
51,1,33.002053388090346,wright.com,28.511978097193705
56,1,16.0,energy-daily.com,14.132785763175907
47,1,16.996577686516083,londonchinese.ca,15.89596167008898
116,1,0.999315537303217,buccaneerscheapshops.com,0.0
57,1,23.000684462696782,iast.net,22.0041067761807
49,1,25.998631074606433,conqueronline.com,18.822724161533195
56,1,21.998631074606433,alfaowner.com,21.00205338809035
56,1,11.000684462696784,cncnet.org,9.919233401779604
241,1,4.0,gamebrink.com,2.9596167008898013
50,1,12.999315537303216,inchincloser.com,12.128678986995208
52,1,4.999315537303217,star-techcentral.com,3.1293634496919918
49,1,4.0,aibjx.org,2.97056810403833
23,1,24.0,visualparadox.com,23.000684462696782
54,1,11.433264887063656,ismile-tx.com,4.577686516084873
45,1,24.0,trap17.com,17.935660506502394
56,1,20.0,icefishingnetwork.com,18.92950034223135
56,1,5.9986310746064335,lolamora.org,5.002053388090349
56,1,17.998631074606433,islamicboard.com,16.32854209445585
48,1,23.000684462696782,uniworkers.com,22.0041067761807
241,1,20.996577686516083,champagne-roederer.us,19.928815879534564
107,1,15.000684462696784,greatdealsindia.com,9.404517453798768
241,1,27.000684462696782,forbraces.org,21.83709787816564
47,1,5.9986310746064335,news-range.com,5.568788501026694
56,1,5.9986310746064335,savoryspin.com,4.919917864476386
40,1,0.999315537303217,mxdzjc.com,0.0027378507871321013
56,1,9.998631074606434,gistreel.com,7.953456536618754
43,1,9.998631074606434,alfaton.me,7.734428473648186
53,1,12.996577686516085,housewifeeclectic.com,11.980835044490075
46,1,4.999315537303217,gatherconnectempower.com,4.016427104722792
56,1,8.0,frostsnow.com,6.93223819301848
119,1,5.9986310746064335,farpop.com,4.432580424366872
38,1,23.080082135523615,hakuhinkan.co.jp,22.472279260780287
50,1,12.0,linelab.org,10.99520876112252
48,1,12.0,oxbridge-uk.org,11.003422313483915
51,1,7.000684462696783,circuitglobe.com,5.919233401779603
47,1,11.000684462696784,sweetphi.com,9.963039014373717
56,1,4.996577686516085,newslistes.net,4.002737850787132
101,1,13.998631074606434,bjxhly.com,12.930869267624914
56,1,12.0,grainlinestudio.com,10.017796030116358
49,1,0.999315537303217,porno-go.online,0.12046543463381246
49,1,8.999315537303216,btcmiami.com,8.002737850787133
56,1,1.998631074606434,coldrill.com,0.999315537303217
56,1,13.998631074606434,bacc1688.com,13.119780971937029
46,1,4.0,washingtonredskinsjersey.com,3.0855578370978782
56,1,11.000684462696784,raynatours.com,10.004106776180699
219,1,17.998631074606433,bzjx.net,16.736481861738536
234,1,30.99794661190965,hpec.com,22.184804928131417
56,1,16.0,crophungerwalk.org,13.949349760438055
56,1,15.000684462696784,banker.ua,13.867214236824093
108,1,11.000684462696784,2500city.com,9.973990417522245
57,1,21.998631074606433,passim.org,12.0
48,1,22.99794661190965,gismeteo.com,21.65366187542779
64,1,16.0,hengannet.com,14.904859685147159
47,1,0.999315537303217,oakley-sunglasses.co,0.013689253935660506
56,1,19.000684462696782,outofthesandbox.com,16.813141683778234
47,1,11.000684462696784,buildcircuit.com,10.368240930869268
56,1,25.9958932238193,emersonecologics.com,18.855578370978783
42,2,22.46132785763176,immigrant.ca,21.420944558521562
49,1,0.999315537303217,coachwalletsforwomen.com,0.0
57,1,16.0,danddlondon.com,14.981519507186858
57,1,19.000684462696782,nspt4kids.com,18.0041067761807
45,1,29.998631074606433,critters.org,20.10130047912389
43,1,27.000684462696782,campertrailers.org,18.83915126625599
56,1,19.000684462696782,coloradofans.com,18.0041067761807
56,1,16.999315537303218,nialler9.com,14.469541409993155
52,1,16.999315537303218,ebooksbrasil.org,15.983572895277208
51,1,20.0,freestufftimes.com,19.003422313483917
56,1,20.999315537303218,primalpetfoods.com,20.00273785078713
111,1,5.9986310746064335,hbleiqing.com,2.00684462696783
47,1,23.000684462696782,dlubal.com,22.22861054072553
46,1,13.998631074606434,sibac.info,12.785763175906913
54,1,19.000684462696782,houston-alphaphi.org,18.034223134839152
48,1,12.0,rozariatrust.net,11.003422313483915
116,1,10.99794661190965,thinkinghumanity.com,8.002737850787133
41,1,27.06365503080082,daido.co.jp,26.206707734428473
57,1,30.99794661190965,kidville.com,23.241615331964407
40,1,12.999315537303216,intimina.com,7.84394250513347
119,1,0.999315537303217,neworleanssaintsjerseys.net,0.0
50,1,28.00273785078713,portdiscovery.org,24.83778234086242
114,1,1.998631074606434,luoyxiasm.com,1.0650239561943875
51,1,7.000684462696783,mylifeinsuranceguide.net,5.9958932238193015
110,1,2.9979466119096507,ramsjersey.net,1.995893223819302
56,1,3.0006844626967832,adidasshoesdiscountos.us,2.0150581793292264
56,1,1.998631074606434,lahorabella.com,1.002053388090349
56,1,12.0,collegegreenlight.com,10.001368925393566
51,1,8.999315537303216,openbiome.org,7.794661190965092
105,1,21.00205338809035,0898job.com,17.908281998631075
119,2,6.997946611909651,applianceus.com,5.993155373032169
56,1,6.997946611909651,returnman3game.com,6.0013689253935665
56,1,16.0,thebrownandwhite.com,10.713210130047912
103,1,22.99794661190965,crosbyhuffmancc.org,22.001368925393567
56,1,11.997262149212867,homezada.com,11.000684462696784
103,1,20.0,tiltwall.ca,18.206707734428473
40,1,16.019164955509925,nikkeisansyo.jp,15.02258726899384
44,1,8.0,hindukupang.com,7.019849418206708
48,1,20.999315537303218,ktm-parts.com,18.910335386721425
56,1,12.0,floridageorgialine.com,5.960301163586585
51,1,21.998631074606433,sitmeanssit.com,21.00205338809035
56,2,29.00205338809035,annenberg.org,25.88637919233402
57,1,19.000684462696782,experienceperth.com,17.776865160848732
43,1,28.999315537303218,hellotravel.com,19.975359342915812
46,1,8.0,remascompany.org,7.096509240246407
212,1,9.998631074606434,3lift.com,8.906228610540726
49,1,27.99726214921287,fanimation.com,21.911019849418206
49,1,4.999315537303217,sevnews.info,4.03832991101985
44,1,10.001368925393566,unimd.org,0.16700889801505817
49,1,22.99794661190965,wannabegirl.org,21.9958932238193
51,1,12.999315537303216,postolia.com,11.997262149212867
56,1,4.0,recklesspk.org,2.91854893908282
111,1,27.003422313483917,actec.org,25.982203969883642
49,1,0.999315537303217,tenforwardlounge.net,0.0
42,1,22.99794661190965,blackaids.org,22.001368925393567
45,1,8.0,indiaelderconnect.com,4.963723477070499
221,1,11.997262149212867,myatlascms.com,11.000684462696784
51,1,17.998631074606433,janvonholleben.com,17.00205338809035
43,1,8.999315537303216,loadthegame.com,7.96167008898015
56,1,15.000684462696784,corehandf.com,9.924709103353868
46,1,8.999315537303216,younghorsesgames.com,7.997262149212868
45,1,27.99726214921287,arso.org,23.096509240246405
51,1,12.999315537303216,ceginnova.com,11.953456536618754
56,1,16.999315537303218,picture2life.com,16.298425735797398
51,1,22.99794661190965,hoegaarden.com,21.987679671457904
41,1,24.0,ftsfund.com,14.13826146475017
51,1,16.0,bigtitsnews.net,15.003422313483915
56,1,25.998631074606433,adams12.org,21.078713210130047
48,1,8.999315537303216,africafootballshop.com,7.9808350444900755
56,1,15.000684462696784,idexpertscorp.com,13.919233401779604
111,1,1.995893223819302,cakemilitia.com,0.9117043121149897
49,1,26.001368925393567,foxstudios.com,24.88158795345654
56,1,24.996577686516083,drunvalo.net,24.0
47,1,25.998631074606433,schoeller-textiles.com,23.40041067761807
47,1,13.998631074606434,uran.ua,12.91170431211499
46,1,8.0,chothuemayphotocopyhaiphong.com,7.02258726899384
47,1,13.998631074606434,teapartynation.com,13.00205338809035
43,1,24.996577686516083,backdoorjobs.com,23.82751540041068
107,1,0.999315537303217,ramsauthorizedshops.com,0.0
47,1,31.000684462696782,arij.org,25.921971252566735
56,1,23.99726214921287,lorealparis.com,22.986995208761122
231,1,26.819986310746064,sapien.com,24.824093086926762
119,2,0.999315537303217,immediatefinancial.co.uk,0.0027378507871321013
20,1,9.998631074606434,raptmedia.com,8.005475701574264
53,1,19.411362080766597,silverspringnet.com,18.324435318275153
56,1,12.999315537303216,myhomesecurity.org,11.457905544147843
50,1,21.998631074606433,sobe.com,19.98904859685147
49,1,15.000684462696784,scoap3.org,14.513347022587268
56,1,20.0,101bestandbrightest.com,15.000684462696784
42,1,20.0,painreliefnetwork.org,19.093771389459274
44,1,20.999315537303218,todaynic.com,20.591375770020534
42,1,25.9958932238193,dynapac.com,24.98836413415469
50,1,12.0,casinoautorizzationline.com,10.004106776180699
236,1,13.998631074606434,soundslikebranding.com,12.903490759753593
49,1,15.436002737850787,webwatchtower.com,14.464065708418891
45,1,4.999315537303217,marycoin.org,4.005475701574264
44,1,25.9958932238193,aci-europe.org,24.999315537303218
56,1,5.9986310746064335,masada2000.org,4.999315537303217
49,1,12.999315537303216,apextoolgroup.com,12.002737850787133
52,1,19.000684462696782,insuranceinsider.com,17.99041752224504
43,1,13.995893223819301,fontke.com,12.53388090349076
110,1,1.002053388090349,pornovl.com,0.0
51,1,22.82546201232033,rosecitysoftware.com,21.828884325804243
231,1,21.998631074606433,raml.org,18.82546201232033
46,1,14.99794661190965,shop-vine.com,14.028747433264886
52,1,0.999315537303217,usualsex.com,0.0
57,1,21.998631074606433,tballiance.org,21.00205338809035
42,1,22.99794661190965,lafcpug.org,19.000684462696782
51,1,15.997262149212867,besportier.com,14.99794661190965
47,1,25.998631074606433,zuggsoft.com,25.00205338809035
47,1,7.000684462696783,quickensupporthelpnumber.com,3.6084873374401094
53,3,5.9986310746064335,cccoer.org,3.863107460643395
57,1,7.000684462696783,xavierleroy.org,4.75564681724846
56,1,4.0,swimsuitsforshop.com,2.9623545516769334
43,1,23.058179329226558,j-anshin.co.jp,22.06160164271047
119,1,4.0,alekskarlatos.org,2.3381245722108144
50,1,21.9958932238193,mancildavis.com,20.999315537303218
40,1,16.999315537303218,toremaga.com,15.956194387405887
41,1,20.0,adultblogranking.com,11.912388774811772
40,1,8.005475701574264,padi.co.jp,7.008898015058179
50,1,25.10609171800137,muzikus.cz,19.449691991786448
52,1,17.998631074606433,bravovids.com,16.917180013689254
41,1,16.0,erocg.info,14.844626967830253
119,1,0.999315537303217,energyactionnh.org,0.0
52,1,21.998631074606433,financninoviny.cz,10.198494182067078
51,1,9.995893223819301,epribor.com,8.922655715263518
47,1,8.0,vista-mar.com,7.238877481177276
241,1,19.000684462696782,pro-district.com,19.003422313483917
119,1,18.99794661190965,wausaudoors.com,17.976728268309376
241,1,22.001368925393567,lblawoffices.org,18.817248459958932
242,1,12.999315537303216,nicehomedecor.com,11.835728952772074
52,1,17.998631074606433,adulthomevideoclips.com,17.00205338809035
241,1,15.000684462696784,ozindia.info,12.394250513347023
56,1,4.999315537303217,pingpdf.com,3.9479808350444903
47,1,15.000684462696784,goangelo.com,14.173853524982889
50,1,21.998631074606433,griffinshockey.com,20.00273785078713
107,1,1.002053388090349,fairylandtattoos.com,0.5229295003422314
241,2,8.0,foodcreate.com,6.160164271047228
49,1,6.997946611909651,funtvbox.com,5.861738535249829
119,1,24.996577686516083,twysted-pair.com,24.42984257357974
49,1,3.0006844626967832,debraschultz.com,0.0027378507871321013
49,1,4.999315537303217,tomsrivercardiology.com,3.277207392197125
46,1,1.998631074606434,takehana.tv,1.0732375085557837
47,1,9.998631074606434,servingsforsix.com,8.996577686516085
57,1,11.000684462696784,brianneadamsphotography.com,10.004106776180699
56,1,12.038329911019849,atmc.jp,11.041752224503764
56,1,24.0,cadpro.com,21.869952087611225
110,1,25.744010951403148,arsvivendi.com,24.0
46,1,24.996577686516083,limora.com,24.0
50,1,13.998631074606434,weonea.com,12.97741273100616
50,1,19.000684462696782,giftsforyounow.com,13.467488021902806
220,1,0.999315537303217,programaeb5.com,0.2737850787132101
50,1,23.72347707049966,naturalia.fr,22.713210130047912
50,1,16.999315537303218,produkte24.com,10.69678302532512
51,1,9.998631074606434,sporticos.com,7.915126625598905
54,1,24.996577686516083,bluekangaroo.com,23.364818617385353
56,1,9.998631074606434,scratchmommy.com,8.960985626283367
48,1,8.999315537303216,shadoev.com,6.921286789869952
