Domain Name,averageTTL,life,cons,active
girltalkhq.com,51,9.998631074606434,1,8.002737850787133
p3tips.com,50,8.0,1,6.231348391512663
transcribeme.com,57,13.998631074606434,1,12.999315537303216
kiwifarms.net,56,7.000684462696783,1,5.44558521560575
nimboerp.com,50,5.9986310746064335,1,5.002053388090349
kitchenhomecreations.com,40,16.999315537303218,1,15.956194387405887
digizen.org,56,16.0,1,14.992470910335387
trademotors.pro,50,8.999315537303216,1,8.243668720054757
shiyanlou.com,78,8.999315537303216,1,6.349075975359343
motoblouz.com,51,17.998631074606433,1,16.933607118412045
cardelmar.com,232,17.998631074606433,1,16.98836413415469
dvd-ppt-slideshow.com,42,16.0,1,14.951403148528405
europeanmoving.co.uk,56,13.00205338809035,1,7.835728952772074
cpsbeijing.org,48,21.998631074606433,1,18.00684462696783
zk5u.com,39,16.0,1,13.1854893908282
projecthealingwaters.org,57,17.998631074606433,1,8.917180013689254
ttanzi.com,119,0.999315537303217,2,0.0
turkish-football.com,56,12.0,1,11.003422313483915
madeinamericafest.com,51,10.99794661190965,1,10.001368925393566
annovatravel.com,50,4.999315537303217,2,3.997262149212868
edgewaterhotel.com,56,25.9958932238193,1,22.23134839151266
radiosawa.com,54,20.999315537303218,1,19.923340177960302
eko-uklid.com,53,5.9986310746064335,1,4.982888432580425
allbrands.com,50,35.00068446269678,2,25.065023956194388
aclu-nj.org,57,24.0,1,23.00889801505818
thecooperreview.com,51,8.0,1,7.003422313483915
nationalnewswatch.com,25,15.997262149212867,1,15.003422313483915
newhistorian.com,46,8.999315537303216,1,8.002737850787133
nike--outlet.com,56,4.0,1,2.976043805612594
vietnam-visa.com,56,19.000684462696782,1,17.738535249828885
zakkwylde.com,47,26.99520876112252,1,19.222450376454482
publishers.org.uk,57,26.99794661190965,1,24.917180013689254
issaonline.com,56,31.994524298425734,2,23.93429158110883
simontupper.co.uk,41,18.001368925393567,1,15.980835044490075
hkfilm.com,43,4.0,1,2.839151266255989
converseshoesuk.co.uk,44,1.998631074606434,1,0.0
oceanfutures.org,44,23.000684462696782,1,22.00958247775496
saferoutespartnership.org,51,16.999315537303218,1,15.011635865845312
typenetwork.com,56,12.999315537303216,1,11.917864476386036
helmsecurity.com,46,8.0,1,7.011635865845311
serratto.com,56,22.99794661190965,1,22.001368925393567
xmwpower.com,45,1.998631074606434,1,1.596167008898015
designessentiamagazine.com,47,5.9986310746064335,1,4.2217659137577
pet-abuse.com,49,20.999315537303218,1,20.00273785078713
airborne-discovery.org,56,11.000684462696784,1,10.004106776180699
cheapauthenticjerseyscollege.com,116,0.999315537303217,1,1.0321697467488022
treehousetv.com,244,25.998631074606433,1,23.915126625598905
visinhxulynuocthaivn.com,46,4.999315537303217,1,3.9671457905544147
alm.com,56,28.00273785078713,1,26.99247091033539
icer-review.org,57,17.00205338809035,1,14.20123203285421
mesopotamiaheritage.org,37,5.9986310746064335,1,4.97741273100616
digitalbrandgroup.com,119,16.0,1,14.986995208761122
wholesalejerseyschinavip.com,56,5.9986310746064335,1,5.0130047912388775
syscoin.org,56,8.999315537303216,1,7.917864476386037
supremeasuppliers.com,56,0.999315537303217,1,0.0
russia.com,56,30.65845311430527,1,25.136208076659823
feedicons.com,49,16.648870636550306,2,15.652292950034223
islamawareness.net,50,24.999315537303218,1,15.912388774811772
analy.co,54,4.996577686516085,1,4.334017796030117
mrinetwork.com,56,21.9958932238193,1,20.999315537303218
asbestosstar.com,51,5.9986310746064335,1,5.002053388090349
internetmarketinginc.com,57,16.0,1,15.003422313483915
edrive.co.uk,51,9.998631074606434,1,8.0
namecoin.info,49,12.0,1,10.841889117043122
chinahvacr.com,40,23.994524298425734,1,22.60369609856263
pactera.com,36,14.99794661190965,1,9.620807665982204
eaaforums.org,45,13.00205338809035,2,9.273100616016427
warpig.com,43,26.99794661190965,1,26.001368925393567
themeihotel.com,42,0.999315537303217,1,0.0
luxrender.net,56,15.000684462696784,1,14.004106776180699
attra.org,52,24.996577686516083,2,23.964407939767284
bluemars.org,50,30.001368925393567,1,20.791238877481177
cheapjerseysgos.com,56,3.997262149212868,1,3.1129363449691994
girlsheaven-job.net,51,15.000684462696784,1,13.86173853524983
md-365.com,49,0.999315537303217,1,0.25735797399041754
yubin-nenga.jp,244,15.06091718001369,1,14.064339493497604
tuzikaze.com,44,16.999315537303218,1,15.764544832306639
givemepink.com,51,17.998631074606433,1,17.00205338809035
crvenazvezdafk.com,45,17.00205338809035,1,11.967145790554415
jaydayinc.com,116,1.998631074606434,1,0.840520191649555
chooseabrunette.com,51,18.99794661190965,1,18.001368925393567
xiamp4.org,40,7.000684462696783,1,6.176591375770021
missguided.com,244,16.999315537303218,1,15.989048596851472
zuiyouxi.com,38,15.000684462696784,1,9.927446954140999
hcjd1688.com,51,1.998631074606434,1,1.2375085557837098
annubel.com,48,20.999315537303218,2,19.98631074606434
archanaskitchen.com,116,17.00205338809035,1,11.92060232717317
aiaigame.com,40,15.000684462696784,1,13.897330595482547
theorderofmychal.org,53,12.0,1,11.003422313483915
reviews.org,57,25.998631074606433,1,21.08145106091718
landof10.com,56,8.999315537303216,1,5.94113620807666
buildabear.co.uk,55,20.999315537303218,1,19.991786447638603
tellymix.co.uk,56,16.0,1,13.00479123887748
corporette.com,56,16.999315537303218,1,9.656399726214921
thereal.com,244,25.99315537303217,1,23.90965092402464
healthyessentials.com,56,21.998631074606433,1,20.91170431211499
bestwt.net,52,5.9986310746064335,1,4.993839835728953
hydraru.net,45,0.999315537303217,1,0.0
greenvillejournal.com,51,27.529089664613277,1,22.546201232032853
camerahainam.net,56,4.999315537303217,1,3.3976728268309375
biologydictionary.net,56,5.9986310746064335,1,4.999315537303217
blinksale.com,119,17.998631074606433,1,16.908966461327857
mobilityworks.com,56,24.999315537303218,1,16.583162217659137
bowhunting.com,56,30.99794661190965,1,21.00205338809035
nativeappropriations.com,46,12.0,1,10.959616700889802
xxxmaduras.me,50,0.999315537303217,3,0.16427104722792607
orissapost.com,56,12.999315537303216,1,11.994524298425736
shareourstrength.org,57,23.000684462696782,1,21.921971252566735
davidk.cc,42,5.9986310746064335,1,5.002053388090349
thereader.org.uk,57,14.99794661190965,1,13.95482546201232
achieve3000.com,232,21.385352498288842,1,18.781656399726216
foodiggity.com,54,12.999315537303216,2,12.002737850787133
pixodeo.fr,43,7.73990417522245,1,5.7440109514031485
korovskiy.com.ua,45,4.999315537303217,1,4.0
dentistinlosangelesusa.com,47,3.997262149212868,1,3.0006844626967832
showu.co.technology,49,6.997946611909651,1,6.121834360027378
dorieclark.com,56,20.0,1,14.464065708418891
gardenrant.com,103,16.0,1,15.433264887063656
razdesignstudio.com,236,1.998631074606434,1,1.002053388090349
bajajsports.com,51,20.0,1,19.003422313483917
veduca.org,56,8.999315537303216,1,8.114989733059549
digitalchalk.com,57,19.156741957563312,1,18.064339493497606
alexameade.com,51,13.998631074606434,1,10.611909650924025
readyplayertoo.com,108,1.002053388090349,1,0.9911019849418207
sidsavara.com,49,21.998631074606433,1,12.947296372347708
ihopkc.org,231,20.0,1,13.891854893908283
lfcalbarka.org,109,0.999315537303217,1,0.16700889801505817
addisonlee.com,229,24.0,2,22.075290896646134
truebluela.com,57,16.999315537303218,1,15.989048596851472
lyjjzd.com,42,4.996577686516085,1,4.008213552361396
bctv.org,52,24.0,1,19.619438740588638
ronpaullibertyreport.com,51,8.0,1,7.003422313483915
souma.com,241,24.996577686516083,1,23.99726214921287
democratsabroad.org,212,28.996577686516083,1,24.520191649555098
anacondaweb.com,47,20.999315537303218,1,17.919233401779604
jssgallery.org,243,20.999315537303218,2,20.00273785078713
kaoyanren.com,41,24.0,1,15.132101300479125
rmsc.org,50,25.9958932238193,1,23.38945927446954
3qdigital.com,57,9.555099247091034,1,8.558521560574949
connectmidmissouri.com,119,13.998631074606434,1,13.431895961670088
securetrading.com,56,24.993839835728952,1,23.734428473648187
xdehalbro.com,56,4.999315537303217,1,4.057494866529774
jacobandco.com,56,29.998631074606433,1,20.016427104722794
britishspiders.org.uk,51,21.998631074606433,1,20.999315537303218
lindamoodbell.com,32,24.0,1,22.981519507186857
visitcorpuschristitx.org,103,14.99794661190965,1,13.259411362080767
goodwholesalejerseysstore.com,56,4.999315537303217,2,3.9561943874058865
justusers.net,43,17.998631074606433,1,16.996577686516083
zab.tv,49,10.99794661190965,1,9.883641341546886
qinqinhe.com,52,5.9986310746064335,1,5.070499657768652
wellspan.org,235,22.99794661190965,1,20.005475701574266
ack.net,47,25.998631074606433,1,23.8466803559206
bb98.cc,116,0.999315537303217,2,0.0027378507871321013
tvdici.fr,47,5.963039014373717,1,4.963723477070499
widescreenmuseum.com,51,25.998631074606433,1,21.00205338809035
paydayonl.com,119,0.999315537303217,1,0.0
zztzsps.com,42,8.999315537303216,2,7.9780971937029435
curledup.com,49,25.00205338809035,1,20.928131416837783
shmoocon.org,57,19.000684462696782,1,17.31690622861054
quartermaester.info,56,10.99794661190965,1,9.259411362080767
superutils.com,51,16.0,1,15.082819986310746
wiego.org,57,23.99726214921287,1,22.001368925393567
foxrentacar.com,51,24.993839835728952,1,23.876796714579054
resalliance.org,52,26.001368925393567,1,22.146475017111566
fusionentertainment.com,56,21.00205338809035,1,18.915811088295687
football.com,52,28.996577686516083,2,27.16769336071184
castpost.com,104,17.998631074606433,1,16.917180013689254
theshoppe.com,239,24.0,1,22.989733059548254
oneline.cc,48,11.997262149212867,1,10.929500342231348
maritime-connector.com,56,15.000684462696784,1,14.004106776180699
parenfant.com,52,20.999315537303218,1,19.003422313483917
printfreegraphpaper.com,50,17.998631074606433,1,16.903490759753595
wtrns.fr,51,7.066392881587953,1,5.946611909650924
wall.org,45,28.00273785078713,1,21.867214236824093
3us.com,39,25.998631074606433,1,20.98836413415469
spoonyexperiment.com,49,18.001368925393567,1,12.09034907597536
planescort.com,56,8.999315537303216,1,2.1683778234086244
cowon.com,42,27.99726214921287,1,23.51813826146475
principiadiscordia.com,46,21.998631074606433,1,21.00205338809035
sma.org,56,33.998631074606436,1,25.464750171115675
aeonity.com,56,17.472963723477072,1,15.493497604380561
gitref.org,50,14.001368925393566,1,11.912388774811772
legionhardware.com,47,21.998631074606433,1,16.999315537303218
msmobiles.com,49,20.0,1,19.227926078028748
cheapjerseysofchinas.com,56,3.997262149212868,1,3.1129363449691994
gx-xust.com,45,15.997262149212867,1,14.888432580424366
gunzblazing.com,49,20.0,1,19.000684462696782
teveg.com,56,5.9986310746064335,1,4.892539356605065
sportstimebd.com,119,10.99794661190965,1,10.116358658453114
gigafootball.net,56,14.001368925393566,1,11.175906913073238
thepaintedhive.net,49,9.998631074606434,1,9.00205338809035
endometriosis-uk.org,50,16.0,1,14.99520876112252
1software-store.com,56,5.9986310746064335,1,4.933607118412047
ventedz.com,48,8.0,1,6.7734428473648185
docstoccdn.com,245,12.999315537303216,1,7.7207392197125255
binbin95.com,47,4.996577686516085,1,3.898699520876112
emmabridgewater.co.uk,56,24.0,2,21.919233401779604
leedonwatch.com,56,8.999315537303216,2,7.975359342915811
ticsyformacion.com,54,11.000684462696784,1,9.919233401779604
digitaladvertisingalliance.org,103,8.999315537303216,1,6.036960985626283
mdtanesh.com,46,5.9986310746064335,1,4.980150581793292
oldholden.com,49,22.99794661190965,1,21.880903490759753
shruiyinet.com,42,8.0,1,7.003422313483915
zik.com.ua,56,3.0006844626967832,1,0.07392197125256673
paperturn-view.com,232,5.9986310746064335,1,4.903490759753593
wholesalejerseysfans.com,56,6.997946611909651,1,6.020533880903491
chassenature.org,50,23.000684462696782,1,21.90280629705681
malleco.info,50,0.999315537303217,1,0.013689253935660506
rufoeventos.com,111,0.999315537303217,1,0.0
maswrestlingpak.com,51,4.0,1,2.976043805612594
rachelspiveygallery.co.uk,119,0.999315537303217,1,0.0
btechinfo.com,54,7.211498973305955,1,6.2121834360027375
coolhouseplans.com,56,23.994524298425734,2,22.99794661190965
nationformarriage.org,46,15.000684462696784,1,14.004106776180699
ranchoeyedoctor.com,103,9.995893223819301,1,9.010266940451745
jiaoyu.me,47,11.000684462696784,1,8.966461327857632
bestamericanpoetry.com,48,26.001368925393567,1,21.911019849418206
sevenly.org,116,12.0,1,11.003422313483915
ewrestlingnews.com,56,27.000684462696782,1,21.245722108145106
wikisuckhoe.org,45,1.998631074606434,1,0.9965776865160849
seenthis.net,51,12.999315537303216,2,12.678986995208762
frvr.com,56,15.000684462696784,1,9.982203969883642
petakids.com,56,22.99794661190965,1,21.987679671457904
lionwap.org,119,22.99794661190965,1,21.568788501026695
kothamangalamclub.com,56,9.998631074606434,1,9.00205338809035
cleantechplc.com,43,4.999315537303217,1,4.079397672826831
nationalbuildersrisk.com,115,0.999315537303217,1,0.0
blogmetrics.org,51,12.0,1,10.825462012320328
sirirajlaser.com,111,2.001368925393566,1,1.0184804928131417
frontiertouring.com,45,22.001368925393567,1,18.48870636550308
jobuy.com,42,21.00205338809035,1,18.184804928131417
boxofficeprophets.com,108,24.0,1,20.7419575633128
wgrh.net,119,8.0,1,7.359342915811088
wholesalenbajerseysforcheap.com,49,0.999315537303217,1,1.002053388090349
copyrightalliance.org,57,17.00205338809035,1,11.75359342915811
desveda.info,47,12.999315537303216,1,11.994524298425736
varlamov.me,43,14.99794661190965,1,13.262149212867898
foreigninternational.com,48,16.999315537303218,1,15.003422313483915
maxim9.com,48,8.999315537303216,1,6.625598904859685
regalbeloit.com,56,20.999315537303218,1,20.295687885010267
bonyan-ce.com,46,20.999315537303218,1,20.473648186173854
hnrain.com,52,13.998631074606434,1,12.24914442162902
mypearsonstore.com,239,16.0,1,14.989733059548255
ellsberg.net,42,21.998631074606433,2,20.960985626283367
sras.org,52,21.998631074606433,1,16.922655715263517
pei.org,57,24.996577686516083,1,22.98425735797399
goldjournal.net,242,20.0,1,19.000684462696782
raven1.net,49,23.000684462696782,1,21.87816563997262
controlunion.com,243,26.910335386721425,1,25.913757700205338
intersecexpo.com,113,22.001368925393567,1,16.71731690622861
tuneupmedia.com,119,17.023956194387406,1,15.028062970568104
papersowl.com,56,11.000684462696784,1,5.418206707734429
military-quotes.com,50,20.999315537303218,1,18.94592744695414
fantasyanime.com,49,24.0,1,23.000684462696782
tdinsurance.com,56,25.9958932238193,1,23.98631074606434
hluce.org,56,29.998631074606433,1,26.083504449007528
sourceforge.com,46,24.999315537303218,1,21.585215605749486
slacksite.com,51,21.998631074606433,1,21.00205338809035
lftwjxdj.com,46,6.997946611909651,1,5.856262833675565
hhgdsm.com,114,0.999315537303217,2,0.0
jiubaitang.com,48,5.002053388090349,1,4.167008898015058
kakuyomu.jp,231,7.080082135523614,1,6.083504449007529
hellocreativefamily.com,56,8.999315537303216,1,7.003422313483915
anybeats.jp,40,11.052703627652292,1,10.611909650924025
katherinescorner.com,47,12.996577686516085,1,12.0
midlandmotorinn-richmondhotel.com,119,21.998631074606433,1,20.736481861738536
svettisku.cz,52,22.99794661190965,1,20.851471594798085
dasgehirn.info,51,15.000684462696784,1,13.782340862422998
7fan8.net,40,12.999315537303216,1,9.757700205338809
daydreamwed.com,52,1.002053388090349,1,0.019164955509924708
designwizard.com,232,21.998631074606433,1,20.99110198494182
jigneshchudasama.com,225,5.9986310746064335,1,4.988364134154689
gpunitycoalition.org,46,1.998631074606434,1,0.9801505817932923
bet-bk.site,116,0.999315537303217,1,0.013689253935660506
forumprawne.org,45,20.999315537303218,1,16.996577686516083
eco-joom.com,46,11.000684462696784,1,9.817932922655714
goetheanum.org,44,21.998631074606433,1,20.996577686516083
soldierscharity.org,240,20.0,1,9.998631074606434
habervitrini.com,56,24.0,1,20.191649555099247
omnicom-dev.com,47,12.999315537303216,1,9.451060917180014
theshelterpetproject.org,231,13.998631074606434,1,12.457221081451062
lengyanwd.com,42,4.999315537303217,1,3.679671457905544
thedrinknation.com,51,12.0,1,11.003422313483915
vieclamjapan.com,46,16.999315537303218,1,15.917864476386036
rubyzdayspa.com,236,12.0,1,11.003422313483915
newswars.com,56,12.999315537303216,1,12.046543463381246
obecnidum.cz,47,22.99794661190965,1,12.594113620807667
air-cosmos.com,56,26.001368925393567,1,24.999315537303218
sikatunabeachhotel.com,50,12.999315537303216,1,12.010951403148528
whspjyzx.com,42,5.9986310746064335,1,4.7967145790554415
prowriterstime.com,51,5.9986310746064335,1,4.97741273100616
bdr130.net,56,23.000684462696782,1,20.23271731690623
libertynation.com,56,20.999315537303218,1,20.00273785078713
hoosieragtoday.com,51,16.999315537303218,2,16.00273785078713
bernesq.com,114,0.999315537303217,1,0.0
printeron.net,231,23.000684462696782,1,21.913757700205338
semiconjapan.org,56,24.0,1,19.783709787816566
bestcoffee-beans.com,41,4.999315537303217,1,4.0657084188911705
damnyankee.net,116,1.995893223819302,1,0.9062286105407256
defensa.com,50,32.0,1,22.691307323750856
exito-e.com,43,15.997262149212867,1,9.749486652977414
srilankans-online.com,56,15.997262149212867,1,15.000684462696784
180-degree.com,52,4.0,1,3.0116358658453115
authenticwashingtonnationalshops.com,49,0.999315537303217,1,0.0
camerussia.com,50,12.999315537303216,1,12.002737850787133
ultraeurope.com,56,11.000684462696784,1,10.004106776180699
nacdnet.org,51,25.9958932238193,1,25.22108145106092
altitudetickets.com,244,12.999315537303216,1,8.202600958247775
phrozen-ent.net,45,7.000684462696783,1,6.0041067761806985
drkusumgaur.com,43,4.999315537303217,1,4.002737850787132
burberrypurse.com,56,4.0,1,2.91854893908282
johnsonweld.com,56,8.996577686516085,1,5.861738535249829
orwellfoundation.com,48,5.9986310746064335,1,5.018480492813142
ekonomikasyariah.com,47,3.0006844626967832,1,2.0123203285420943
jeasyui.com,47,12.0,1,10.825462012320328
apiservices.pro,51,6.997946611909651,1,5.968514715947981
elamalh.com,111,1.998631074606434,1,0.9774127310061602
versacebagsoutlet.com,56,3.0006844626967832,1,2.001368925393566
algonquinhotel.com,50,23.000684462696782,1,21.99041752224504
disabledsportsusa.org,119,20.0,1,18.0041067761807
gutmicrobiotaforhealth.com,45,11.000684462696784,1,9.352498288843258
cityofjerseycity.com,56,32.993839835728956,1,23.906913073237508
carryology.com,56,13.998631074606434,1,10.89390828199863
halfofus.com,119,16.0,1,14.913073237508556
machealthmanagement.com,56,1.998631074606434,1,0.8815879534565366
luxurytraveladvisor.com,56,19.277207392197127,1,16.347707049965777
sen360.fr,50,8.0,1,7.000684462696783
quivervision.com,103,8.0,1,7.657768651608487
diagnose-me.com,51,20.0,1,19.003422313483917
philbrook.org,50,26.001368925393567,1,16.941820670773442
ipob.site,49,0.999315537303217,1,0.1697467488021903
okidatatonercartridges.com,51,1.998631074606434,1,0.9965776865160849
amnation.com,47,23.000684462696782,1,21.00752908966461
warbirdsnews.com,57,9.998631074606434,1,8.002737850787133
ceyee.com,42,8.0,1,6.973305954825462
sharkrobot.com,56,16.999315537303218,1,16.00273785078713
bullyjunkies.com,116,0.9965776865160849,1,0.0
itvina.co,48,14.99794661190965,1,11.080082135523615
engine-codes.com,56,12.71731690622861,1,11.63586584531143
mercyhousing.org,57,27.003422313483917,1,21.88911704312115
americanmobile.com,235,24.996577686516083,1,24.38877481177276
scriptpie.com,56,9.998631074606434,1,8.733744010951403
sketchtoy.com,56,9.998631074606434,1,8.93908281998631
theiphoneblog.com,56,16.28747433264887,1,15.206023271731691
interlat.co,52,11.997262149212867,1,11.030800821355236
floodlist.com,53,17.998631074606433,1,12.878850102669405
alchemyapi.com,44,13.998631074606434,1,12.988364134154688
enjoydiy.com,40,19.99726214921287,1,10.028747433264886
aggsoft.com,54,24.0,2,18.748802190280628
woophy.com,116,17.998631074606433,2,17.032169746748803
lofty.com,56,27.99726214921287,1,26.913073237508556
gigigherzi.org,46,12.0,1,10.986995208761122
prep4sure.com,50,14.001368925393566,1,4.438056125941136
livehelperchat.com,51,12.999315537303216,1,12.002737850787133
ieeecss.org,32,32.0,3,22.001368925393567
shangchaohotel.com,49,4.999315537303217,1,3.2306639288158796
cuggw.com,103,12.999315537303216,1,11.082819986310746
bluediamondturbineservices.com,110,1.998631074606434,1,0.9582477754962354
kitunebi.com,44,16.999315537303218,1,15.764544832306639
murzilka.org,236,17.998631074606433,1,16.996577686516083
zheqq.com,87,5.9986310746064335,1,5.002053388090349
myamateurwebsite.com,52,12.999315537303216,1,12.002737850787133
ftvnubiles.com,56,15.000684462696784,1,14.286105407255304
juniqe.com,244,8.999315537303216,1,7.904175222450377
mydome.jp,236,22.017796030116358,1,21.021218343600275
madefrompinterest.net,56,9.998631074606434,1,8.999315537303216
ufotable.com,56,21.998631074606433,1,20.673511293634498
shaamidjaya.com,119,0.999315537303217,1,1.002053388090349
zuowenwang.net,40,20.999315537303218,1,13.897330595482547
kelidianzi.com,113,8.0,1,6.959616700889802
yourbestdigs.com,56,7.000684462696783,1,5.987679671457905
jinlisting.com,56,5.9986310746064335,1,4.002737850787132
chinacements.com,40,22.99794661190965,1,21.921971252566735
uboot.com,43,23.000684462696782,1,21.177275838466805
medicbaclieu.com,41,13.00205338809035,1,9.908281998631075
over.net,56,28.996577686516083,1,26.90759753593429
xiejifood.com,106,9.998631074606434,1,7.972621492128679
vancouvertutorpro.com,116,13.00205338809035,1,8.114989733059549
nownovel.com,56,14.001368925393566,1,8.900752908966462
dailycaring.com,56,9.998631074606434,1,8.947296372347708
zippypixels.com,56,8.999315537303216,1,8.002737850787133
hdvietnam.com,56,20.999315537303218,1,13.144421629021219
thedharalive.com,116,4.999315537303217,1,0.0
pdqc.org,48,0.999315537303217,1,0.0
al-kanz.org,50,16.0,1,14.951403148528405
screenagersmovie.com,119,8.0,1,5.683778234086242
fixingwindows8.com,44,1.998631074606434,1,0.3258042436687201
html5gallery.com,50,13.998631074606434,1,12.917180013689254
3rodhcity.com,51,10.99794661190965,1,10.001368925393566
sangimignano.com,116,24.996577686516083,1,24.0
societedugrandparis.fr,50,12.999315537303216,1,10.001368925393566
gamingintel.com,56,6.997946611909651,1,4.1943874058863795
saferbrand.com,57,23.000684462696782,1,17.796030116358658
oxiclean.com,53,23.99726214921287,1,22.910335386721425
okna-k.com.ua,56,4.0,1,3.6358658453114305
gilera.com,238,26.001368925393567,1,25.00479123887748
rochesterbasementandroofing.com,103,10.001368925393566,1,0.6981519507186859
learningpool.com,56,21.00205338809035,1,16.257357973990416
fsbox.net,107,4.996577686516085,1,3.885010266940452
potapeniolomouc.cz,46,8.999315537303216,1,2.31895961670089
vonmaur.com,54,28.996577686516083,1,19.572895277207394
sharonsalzberg.com,57,20.999315537303218,1,19.99726214921287
contactairlines.com,56,7.000684462696783,1,5.004791238877481
afrobella.com,51,16.996577686516083,1,8.678986995208762
michiganchronicle.com,57,26.99794661190965,1,23.000684462696782
888cryptopoker.com,46,4.999315537303217,3,4.0219028062970565
dailynorseman.com,57,16.0,1,14.989733059548255
pandiheberge.fr,48,4.0,1,3.0006844626967832
klichko.org,56,15.000684462696784,1,13.990417522245037
atcbahrain.com,46,4.999315537303217,1,3.583846680355921
diyaudioandvideo.com,56,16.0,1,14.001368925393566
speedyturtle.com,49,19.000684462696782,1,18.250513347022586
langwitches.org,47,16.999315537303218,1,16.032854209445585
veritas.org,119,28.996577686516083,1,23.926078028747433
practical-home-theater-guide.com,54,19.000684462696782,1,17.83983572895277
zbroya.info,46,12.999315537303216,1,12.016427104722792
darkosvitic.com,54,9.998631074606434,1,9.037645448323067
andhrarecipe.com,42,13.995893223819301,1,10.954140999315538
gogigantic.com,54,8.999315537303216,1,8.002737850787133
comprarviagragenerico.com,56,0.999315537303217,1,0.0027378507871321013
younghollywood.com,56,25.9958932238193,1,23.99726214921287
billsfootballofficialprostore.com,56,4.0,1,0.4928131416837782
castrotheatre.com,43,20.999315537303218,1,19.003422313483917
360qc.com,40,16.0,1,11.006160164271048
wir-machen.info,42,7.000684462696783,1,6.075290896646133
gdpreu.org,56,1.998631074606434,1,0.9609856262833676
wholesaleelitejerseyschina.com,56,5.9986310746064335,1,5.0130047912388775
prhwy.com,46,12.999315537303216,1,11.945242984257359
vinaioimports.com,29,17.00205338809035,1,14.154688569472963
bobatl.com,56,16.999315537303218,1,15.236139630390143
achaten-suisse.com,56,5.9986310746064335,1,4.810403832991102
spaceanswers.com,57,16.999315537303218,1,15.917864476386036
abqun.com,40,3.997262149212868,1,3.0006844626967832
blogupdate.org,47,16.999315537303218,1,16.142368240930868
zpscn.com,87,5.9986310746064335,1,5.002053388090349
organize.com,56,35.00068446269678,1,25.00479123887748
audiotreasure.com,47,23.000684462696782,1,22.0041067761807
offstagejobs.com,50,10.99794661190965,2,9.768651608487337
nasbo.org,239,36.002737850787135,1,26.001368925393567
betterworks.com,56,23.000684462696782,1,13.015742642026009
pagetraffic.com,49,23.000684462696782,1,17.48665297741273
tecocraft.com,50,6.997946611909651,1,4.930869267624915
behavior.org,50,30.001368925393567,1,24.83778234086242
