Domain Name,life,averageTTL,cons,active
trinityorgod.com,12.0,119,1,11.003422313483915
ladderlog.co.uk,16.999315537303218,56,1,15.980835044490075
islamideology.com,13.998631074606434,119,1,13.00205338809035
anglers-net.com,24.996577686516083,43,1,23.82751540041068
good-measure.com,21.9958932238193,114,2,19.95071868583162
atlasskolstvi.cz,19.99726214921287,108,1,16.72826830937714
peterfever.com,16.999315537303218,50,1,11.874058863791923
ccvimaging.com,15.000684462696784,116,2,15.033538672142368
xn--12cfl6cjlcb0gxa9jd7bb96a.com,9.998631074606434,108,1,6.915811088295688
hammerandhand.co.uk,4.0,41,1,2.924024640657084
latete.co.uk,4.999315537303217,51,1,4.027378507871321
andeverona.org,12.999315537303216,49,1,11.958932238193018
zamekloucen.cz,19.99726214921287,46,1,9.867214236824093
bosquesdesantaanita.com,15.000684462696784,48,1,14.004106776180699
sivasotocilingir.com,0.999315537303217,42,1,0.04380561259411362
jakflo.com,16.999315537303218,118,1,16.0
nejathoca.com,8.0,43,1,7.011635865845311
necatiakinet.com,9.998631074606434,106,1,9.700205338809035
ssdhi.com,20.999315537303218,110,2,19.89322381930185
tezsanyapi.com,12.999315537303216,107,1,11.97535934291581
niccollegeassan.com,1.998631074606434,107,1,0.999315537303217
parkplacemankato.com,10.99794661190965,50,1,8.919917864476385
scaj.org,20.0,39,1,18.915811088295687
dollshowthailand.com,0.999315537303217,56,1,0.0
urltemporal.com,9.998631074606434,48,1,8.854209445585216
polyeeplast.com,17.998631074606433,56,1,13.204654346338124
sivascimnastik.com,4.999315537303217,47,1,3.4989733059548254
attivismo.info,4.999315537303217,42,2,4.944558521560575
uclachoralmusic.com,0.999315537303217,111,1,0.0
teradas.net,20.999315537303218,40,1,11.66050650239562
breathofdragons.com,8.0,119,1,6.0041067761806985
paradisetan.ca,14.001368925393566,103,1,11.97535934291581
penneyfields.co.uk,5.9986310746064335,236,1,4.1971252566735116
grandioseparlor.com,4.999315537303217,56,1,3.572895277207392
desdeperu.com,21.998631074606433,50,1,20.93634496919918
geekendesign.com,12.999315537303216,50,2,11.994524298425736
getukdigital.com,4.999315537303217,43,1,3.997262149212868
79118a.com,4.999315537303217,50,1,5.007529089664613
respe.cz,19.000684462696782,49,1,13.782340862422998
flc-samson.info,0.999315537303217,40,1,0.09582477754962354
carinsuranceonline24.us,3.0006844626967832,224,1,1.9767282683093772
sebastianruder.com,10.001368925393566,119,1,5.002053388090349
english2fun.com,12.999315537303216,54,1,10.97056810403833
onestoploans.info,1.998631074606434,49,1,1.08145106091718
peoplewho.us,0.999315537303217,52,1,0.31211498973305957
planetclimax.com,21.9958932238193,56,1,20.62696783025325
isecularbuddhist.com,4.996577686516085,119,1,4.0
remap-cemac.info,0.999315537303217,37,1,0.38329911019849416
lagreencantine.fr,4.0,51,1,3.132101300479124
atlanticlubesjamaica.com,11.000684462696784,56,1,6.2149212867898695
yts.co.jp,25.034907597535934,40,1,24.03832991101985
farmfreshvintagefinds.com,9.995893223819301,42,1,8.999315537303216
ququabc.com,6.997946611909651,40,1,6.0013689253935665
tna-construction.com,14.99794661190965,239,1,13.995893223819301
jingangshishalun.net,7.997262149212868,108,1,6.954140999315538
scurveandbuttfitness.com,1.998631074606434,49,1,0.783025325119781
dsnextgen.com,4.0,49,1,2.839151266255989
snsdays.com,5.9986310746064335,40,1,4.917180013689254
britishpolio.org.uk,22.99794661190965,236,1,15.92060232717317
louyue.com,18.001368925393567,43,1,12.449007529089664
universal-lighting.co.uk,18.99794661190965,51,1,17.322381930184804
dkomaison.com,15.000684462696784,51,1,13.99315537303217
nationalguitaracademy.com,8.0,56,1,7.006160164271047
pass-education.fr,12.999315537303216,50,1,12.0
artlogic.com,28.00273785078713,57,1,26.910335386721425
withacitydream.com,8.999315537303216,52,1,8.15605749486653
camerocket.com,8.0,46,1,6.0041067761806985
kaetsunou.co.jp,21.00752908966461,40,1,20.01095140314853
tm-modus.com.ua,8.999315537303216,48,1,7.972621492128679
emifull.jp,15.019849418206707,44,1,14.023271731690622
hotelnikkoniigata.jp,21.023956194387406,39,1,20.027378507871322
chopchat.com,9.998631074606434,52,1,7.797399041752224
imprints-tshirt.com,9.995893223819301,56,1,8.97741273100616
xeditinh.com,0.999315537303217,45,1,0.0
frapna.org,23.000684462696782,56,1,22.220396988364133
insightsonline.org,3.0006844626967832,48,1,2.0150581793292264
hengyirong.com,10.001368925393566,40,1,5.462012320328542
etude-wagram.com,21.998631074606433,50,1,20.93908281998631
samuraiblue.jp,17.00752908966461,232,1,16.01095140314853
thailandholidayhomes.co.uk,16.0,38,1,8.188911704312115
picketfenceblogs.com,12.996577686516085,56,1,11.983572895277208
summeradams.com,5.9986310746064335,50,1,4.002737850787132
ahk-balt.org,19.000684462696782,47,1,18.0041067761807
majalesalamat.com,5.9986310746064335,46,1,3.972621492128679
umamanualidades.com,5.9986310746064335,45,1,4.974674880219028
officetopper.com,16.999315537303218,56,2,16.0
taszk.com,12.999315537303216,40,1,7.906913073237509
nouvellesecoutes.fr,7.000684462696783,51,1,6.146475017111568
carrotcreative.com,15.997262149212867,116,1,15.030800821355236
dosmallishthings.com,0.999315537303217,52,1,0.11498973305954825
atualizaboleto.com,0.999315537303217,116,1,0.0
unitedhosting.co.uk,23.000684462696782,51,1,20.917180013689254
s9y-bulletproof.com,4.999315537303217,47,1,4.002737850787132
sonrisasdebombay.org,16.999315537303218,51,1,16.00273785078713
ciburbanity.com,9.998631074606434,52,1,8.958247775496236
daocloud.com,8.999315537303216,56,1,8.002737850787133
elternforen.com,20.0,46,1,19.003422313483917
lafermedesbouillons.fr,8.0,44,1,7.545516769336071
whirlpool.co.jp,11.058179329226558,41,1,10.061601642710473
buggypartsnw.com,17.998631074606433,231,1,12.843258042436688
reseau-e2c.fr,15.008898015058179,50,1,13.924709103353868
amode.co.uk,18.001368925393567,51,1,15.997262149212867
santabarbaracakes.com,24.0,116,1,16.005475701574266
downloadrockalternative.info,4.0,49,1,2.945927446954141
modnaya.org,11.000684462696784,54,1,9.95482546201232
maison.fr,24.84873374401095,104,1,22.099931553730322
qderzhong.net,23.99726214921287,39,1,19.40041067761807
comptoir.org,8.0,54,1,6.915811088295688
geoffreyrush.org,1.998631074606434,52,1,0.9609856262833676
leffatykki.com,21.998631074606433,50,1,20.917180013689254
businessservicedelaware.info,0.999315537303217,56,1,0.04106776180698152
first-impression.net,4.999315537303217,50,1,0.02190280629705681
movequickinc.com,7.000684462696783,103,1,6.0041067761806985
newluxhomes.com,5.9986310746064335,116,1,5.002053388090349
walsingham.org.uk,26.001368925393567,109,1,23.972621492128678
wikiduh.com,4.0,46,1,3.512662559890486
clement.ca,14.001368925393566,57,1,11.312799452429843
brownbagteacher.com,6.995208761122519,53,1,1.9411362080766599
frompdxwithlove.com,12.0,46,1,11.003422313483915
woodwardenglish.com,15.000684462696784,47,2,9.891854893908283
adingo.jp,14.05886379192334,232,1,13.062286105407255
keysandchords.com,20.999315537303218,56,1,19.411362080766597
mashaheerelarabvip.com,8.0,49,1,5.9986310746064335
sabrangholidays.com,6.997946611909651,54,1,6.039698836413415
vicentiaspapalladio.com,5.9986310746064335,106,1,5.002053388090349
euronomade.info,8.999315537303216,45,1,7.975359342915811
newsone.tv,10.99794661190965,43,1,10.020533880903491
skgvlodge.com,8.999315537303216,47,1,8.002737850787133
vozesonline.com,4.0,43,1,2.9349760438056127
buildwithacadia.com,8.0,47,1,6.0041067761806985
jobpersonality.com,12.0,49,1,10.830937713894592
theprudenthomemaker.com,13.998631074606434,83,1,13.00205338809035
ydn-wadi.org,4.0,48,1,2.0424366872005475
michalschein.com,4.996577686516085,49,1,4.005475701574264
metroid.jp,22.012320328542096,59,1,21.01574264202601
socialjusticebooks.org,5.9986310746064335,30,1,4.8350444900752905
adzly.com,12.0,47,1,10.986995208761122
bypumpcn.com,8.0,49,1,7.030800821355236
prsignal.com,5.9986310746064335,105,1,4.941820670773443
lunchticket.org,15.000684462696784,56,1,10.127310061601642
247customwriting.com,10.99794661190965,49,1,8.394250513347023
bluebellgray.com,15.000684462696784,56,1,10.855578370978781
ranaf.com,11.000684462696784,48,1,10.60643394934976
panipanchayat.org,16.0,241,1,15.003422313483915
abountifulkitchen.com,12.999315537303216,56,1,12.002737850787133
goldbroker.fr,11.085557837097879,53,1,10.08624229979466
390yen.jp,19.028062970568104,40,1,18.031485284052017
harperfarmstn.com,7.000684462696783,47,1,4.963723477070499
stiebel-eltron.com,25.49760438056126,47,1,24.999315537303218
y-adagio.com,26.001368925393567,46,1,24.895277207392198
einklich.net,20.999315537303218,44,1,20.00273785078713
vincemus.org,13.998631074606434,45,1,13.00205338809035
camlog.com,21.83709787816564,45,1,20.00273785078713
synergyhealthco.com,6.997946611909651,51,1,6.0013689253935665
canamo.net,24.0,33,1,22.94866529774127
drevo-poznaniya.org,4.999315537303217,56,1,3.9534565366187544
predictmma.com,5.9986310746064335,116,1,4.002737850787132
lavolte.net,17.998631074606433,43,1,16.9637234770705
jardinsjardin.com,18.99794661190965,47,1,18.001368925393567
mostlovelythings.com,12.0,50,1,10.004106776180699
worldscholarshipforum.com,8.996577686516085,49,1,7.000684462696783
cdt-dance.org,25.998631074606433,49,1,23.367556468172484
artcop21.com,8.999315537303216,51,1,7.920602327173169
deniseisrundmt.com,12.999315537303216,47,1,12.008213552361397
gebuhrenfrei.com,21.998631074606433,47,1,20.914442162902123
jifoncr.com,4.996577686516085,47,1,4.010951403148528
r-pharm.com,14.99794661190965,47,1,13.051334702258726
ternelia.com,14.99794661190965,49,1,12.985626283367557
thedewberrycharleston.com,13.998631074606434,56,1,12.0
lner.info,20.999315537303218,51,1,16.09034907597536
cyclingscotland.org,19.000684462696782,49,1,17.87816563997262
decor-walther.com,20.999315537303218,42,1,20.0
shgzs.com,19.99726214921287,36,1,19.184120465434635
underthecoversbookblog.com,10.99794661190965,103,1,10.001368925393566
whatshouldimakefor.com,7.000684462696783,49,1,5.004791238877481
boulangerie.org,24.996577686516083,51,1,22.924024640657084
nelsonbright.com,0.999315537303217,51,1,0.9691991786447639
ryxeo.com,20.0,51,1,18.379192334017795
tabloidjubi.com,13.998631074606434,56,1,12.966461327857632
altra.org,20.999315537303218,56,1,15.520876112251882
beginagainhomes.com,10.001368925393566,116,1,7.003422313483915
fabtasticeats.com,11.000684462696784,49,1,9.957563312799453
idhc.org,17.998631074606433,51,1,16.996577686516083
dailylifesolution.com,5.9986310746064335,43,1,5.002053388090349
metrotoyotapartsnow.com,18.99794661190965,42,1,18.083504449007528
bastelideen.info,19.000684462696782,47,1,18.12457221081451
jorshs.org,10.99794661190965,48,1,9.998631074606434
leti.com,23.994524298425734,51,1,22.976043805612594
uiueux.com,12.0,107,1,11.003422313483915
sfcardio.fr,20.763860369609855,50,1,19.392197125256672
predkov.net,19.000684462696782,50,1,17.782340862423
sunwaybd.net,9.998631074606434,113,1,8.996577686516085
westway.org,26.001368925393567,50,1,19.299110198494184
beyondships.com,16.0,53,1,14.921286789869953
imstilljosh.com,11.000684462696784,57,1,10.015058179329227
india-tourism.com,25.533196440793976,46,1,25.00479123887748
lionsbloodbankerode.com,5.9986310746064335,47,1,5.0102669404517455
mypremiumeurope.com,11.000684462696784,39,1,10.004106776180699
roguevalleydoor.com,21.998631074606433,56,1,19.93429158110883
jpg.fr,26.84188911704312,242,1,26.04243668720055
beaugrenelle-paris.com,13.00205338809035,45,1,8.720054757015742
consistentlinks.com,2.9979466119096507,116,1,2.0506502395619437
lastloveyachting.com,0.999315537303217,111,1,0.11498973305954825
rembrandtcharms.com,25.998631074606433,103,1,23.520876112251884
torontoism.com,13.998631074606434,56,1,12.002737850787133
pandorajewelryoutlet.net,0.999315537303217,42,1,0.0
videodisc.tv,4.0,51,1,2.5708418891170433
boatliftwarehouse.com,19.000684462696782,51,1,18.0041067761807
flightclubdarts.com,9.998631074606434,56,1,7.8932238193018485
hbwuhuapenzui.com,8.999315537303216,39,1,7.958932238193018
rcisranchi.com,6.997946611909651,47,1,4.996577686516085
salonbizsoftware.com,18.0041067761807,56,1,12.46817248459959
traderadiators.com,19.000684462696782,57,1,13.919233401779604
vintagecb750.com,16.0,51,1,11.690622861054072
kapitalist.tv,0.999315537303217,49,1,0.008213552361396304
akshaycompany.com,4.999315537303217,48,1,3.0034223134839153
moretickets.com,21.998631074606433,78,1,19.405886379192335
sztianzhixin.com,4.999315537303217,40,1,3.6440793976728267
understandingthethreat.com,9.998631074606434,52,1,6.997946611909651
youzign.com,9.998631074606434,51,1,8.002737850787133
extra-breast.info,8.0,45,1,7.008898015058179
katelynjames.com,16.996577686516083,57,1,16.0
montpeliernevis.com,24.996577686516083,47,1,24.0
pinoysoverseas.com,3.0006844626967832,116,1,3.033538672142368
powerlong.com,28.993839835728952,40,1,22.76249144421629
hecubadesign.cz,9.998631074606434,47,1,4.936344969199179
fashioncity.jp,14.00684462696783,40,1,13.757700205338809
doubleupfoodbucks.org,12.0,57,1,11.003422313483915
cre8tioncrochet.com,9.995893223819301,56,1,8.999315537303216
dailuopan.com,7.000684462696783,36,1,6.217659137577002
readingandwritingproject.com,17.998631074606433,107,1,12.971937029431896
thomasvillecabinetry.com,25.00205338809035,50,1,22.915811088295687
air-max2015.org,0.999315537303217,49,1,0.16700889801505817
world-voice-day.org,10.99794661190965,235,1,9.82340862422998
carpe-travel.com,12.999315537303216,47,1,7.575633127994524
frontierinternet.com,20.0,232,1,18.924024640657084
mountainjournal.org,5.9986310746064335,38,1,5.002053388090349
newmediafest.org,20.0,49,1,19.003422313483917
zolotoyvek.ua,9.998631074606434,47,1,6.9431895961670085
abnehmen-forum.com,18.76249144421629,45,1,18.001368925393567
aquarianradio.com,9.998631074606434,50,1,8.941820670773442
cbo-boxoffice.com,20.999315537303218,47,1,19.915126625598905
dogearedbooks.com,24.996577686516083,51,1,23.99726214921287
glutenfreesingles.com,9.998631074606434,116,1,8.991101984941821
nationaldailyng.com,12.999315537303216,56,1,8.013689253935661
onegreatgeorgestreet.com,23.000684462696782,56,1,21.99041752224504
sogobags.com,5.9986310746064335,42,1,5.188227241615332
smlounge.co.kr,7.000684462696783,235,1,5.590691307323751
customer-support-desk.com,4.999315537303217,56,1,4.4490075290896645
joomlaez.com,15.000684462696784,46,2,13.711156741957563
notaballerina.com,12.0,48,1,11.154004106776181
zonghengnews.com,5.9986310746064335,43,1,4.947296372347707
svietimotaryba.org,21.998631074606433,47,1,19.953456536618756
freejoomlatemplates.us,13.995893223819301,47,1,13.013004791238878
gristmillrestaurant.com,24.993839835728952,51,1,23.745379876796715
henrikvibskovboutique.com,13.998631074606434,56,1,13.00205338809035
tabletbindertdp.com,8.0,53,1,5.327857631759069
thig.com,30.11088295687885,119,1,23.67693360711841
superdollfie.net,19.000684462696782,40,1,17.95756331279945
naas.org,25.9958932238193,42,2,24.996577686516083
openqbo.org,1.998631074606434,119,1,1.002053388090349
scalawagmagazine.org,8.0,54,1,7.041752224503765
theinfluencers.org,16.0,50,1,14.99520876112252
ealanajames.com,15.000684462696784,45,1,10.004106776180699
goodnightsleepsite.com,11.000684462696784,39,2,9.845311430527037
jinglumeishou.com,7.000684462696783,113,1,5.431895961670089
katkoantiques.com,1.998631074606434,119,1,1.1170431211498972
titansauthenticsofficial.com,3.0006844626967832,56,1,2.004106776180698
aljumhuriya.net,8.999315537303216,56,1,6.926762491444216
sbing.net,0.999315537303217,42,1,0.14784394250513347
hundi.online,4.999315537303217,116,1,4.188911704312115
pro-vincia.com.ua,16.0,56,1,15.082819986310746
visionyenfoque.co,7.997262149212868,47,1,6.899383983572895
alaskafishon.com,24.0,42,1,20.960985626283367
boardmasters.com,17.998631074606433,52,1,16.320328542094455
cialistb.com,0.999315537303217,56,1,0.0
deeriver.com,4.999315537303217,43,2,4.002737850787132
leuchtturm1917.com,16.999315537303218,46,1,16.00273785078713
taiwantravelmap.com,16.0,111,1,10.94592744695414
countylive.ca,12.999315537303216,57,1,11.917864476386036
victoriasymphony.ca,20.999315537303218,56,1,18.874743326488705
alleducationschools.com,20.0,54,2,19.003422313483917
bstnstore.com,8.999315537303216,43,1,8.290212183436003
ingroupe.com,4.999315537303217,52,1,3.9288158795345653
newsdemocrat.com,24.993839835728952,30,1,24.555783709787818
onceametro.com,12.999315537303216,57,1,11.989048596851472
perfectessaysonline.com,8.0,56,1,7.003422313483915
threads4thought.com,14.99794661190965,56,1,14.001368925393566
wukappaalphaorder.com,0.999315537303217,108,1,0.0
bswa.org,20.0,102,1,18.99247091033539
thinlizzy.org,18.99794661190965,242,1,15.641341546885695
elcomentario.tv,17.998631074606433,116,1,16.985626283367555
dentalshout.com,9.998631074606434,116,1,9.00205338809035
dieudosphere.com,9.998631074606434,56,1,7.000684462696783
pakistanpoint.com,28.999315537303218,56,1,19.42505133470226
veygo.com,12.0,244,1,10.904859685147159
qariya.info,8.999315537303216,56,1,7.931553730321697
dayi.net,20.0,36,1,19.071868583162217
cityoflosalamitos.org,11.000684462696784,115,1,10.004106776180699
applicationiphone.com,13.998631074606434,49,2,12.914442162902121
linlin.com,20.0,49,1,19.93429158110883
peelander-z.com,23.000684462696782,57,2,21.960301163586585
restaurant-ingthroughhistory.com,11.000684462696784,54,1,9.91649555099247
thehealthpursuit.com,5.9958932238193015,119,1,4.999315537303217
chorusvenezia.org,19.000684462696782,106,1,17.982203969883642
wecprotects.org,28.999315537303218,57,1,19.64681724845996
greenmama.ua,4.999315537303217,56,1,3.9425051334702257
bestcoast.us,10.99794661190965,45,1,10.130047912388775
1861.ca,15.000684462696784,56,1,9.752224503764545
craterlakeinstitute.com,17.998631074606433,43,1,16.958247775496236
ilikeforum.com,0.999315537303217,56,1,0.676249144421629
laminatecountertops.com,19.67693360711841,51,1,14.535249828884325
viagraonlinewithoutprescriptionusa.com,1.998631074606434,111,1,0.8788501026694046
eliu.info,1.998631074606434,51,1,0.9582477754962354
arabspc.net,16.0,47,1,13.987679671457906
railcolor.net,17.998631074606433,52,1,17.155373032169745
bjscivid.org,11.000684462696784,56,1,10.757015742642025
jingshu.org,11.000684462696784,45,1,10.105407255304586
oregontrailcenter.org,27.99726214921287,116,1,22.833675564681723
railwayvillage.org,24.0,56,1,22.921286789869953
thegreenlife.ca,8.0,51,1,7.123887748117728
golaem.com,13.998631074606434,51,1,12.955509924709103
leakycon.com,15.997262149212867,56,1,14.001368925393566
live-ins.com,1.998631074606434,115,1,0.917180013689254
makimedikal.com,0.999315537303217,56,1,0.0054757015742642025
miamiagentmagazine.com,17.8507871321013,32,1,15.854893908282
modelismonaval.com,1.998631074606434,56,1,0.9938398357289527
moeblieren.com,8.999315537303216,51,1,8.013689253935661
resumewritinglab.com,9.998631074606434,56,1,7.430527036276523
noscript.info,4.999315537303217,56,1,4.123203285420945
pillsstore.org,1.998631074606434,56,1,0.9691991786447639
thephil.org,21.998631074606433,46,1,20.583162217659137
ekniga.com.ua,21.08145106091718,50,1,20.076659822039698
clipartreview.com,22.99794661190965,47,1,22.001368925393567
gogowwv.com,25.998631074606433,25,1,25.00205338809035
gs-group.com,16.999315537303218,51,1,16.0
kickers.com,24.996577686516083,49,1,23.871321013004792
nazimssalon.com,0.999315537303217,49,1,0.0
olympic-co-ltd.jp,15.017111567419576,39,1,14.020533880903491
eskisehirescortlar.net,0.999315537303217,56,1,0.008213552361396304
kcstudio.org,15.000684462696784,111,1,13.431895961670088
robertstavinsblog.org,15.000684462696784,45,1,10.674880219028063
asherlight.com,7.000684462696783,48,1,4.851471594798084
carolinarebellion.com,11.997262149212867,104,1,10.33264887063655
