cons,active,life,averageTTL,Domain Name
1,9.911019849418206,11.000684462696784,51,hoyestado.com
1,21.17180013689254,30.99794661190965,50,mtprinceton.com
2,13.891854893908283,15.000684462696784,45,seepmode.com
1,15.003422313483915,16.999315537303218,56,slingshotsports.com
2,16.996577686516083,17.998631074606433,41,access-space.org
1,10.004106776180699,10.99794661190965,56,linkcollider.com
1,16.358658453114305,17.998631074606433,108,one101.com
1,5.002053388090349,5.9986310746064335,44,chinevisa.org
1,23.003422313483917,24.0,119,mtwashingtonvalley.org
1,22.001368925393567,23.000684462696782,43,kinderdijk.com
1,11.989048596851472,12.999315537303216,43,laohost.net
1,25.38261464750171,30.0041067761807,56,greenvillechamber.org
1,9.848049281314168,14.001368925393566,49,checkiday.com
2,0.23545516769336072,1.998631074606434,49,goodttsure.com
1,20.851471594798085,22.99794661190965,57,lcsnw.org
1,13.867214236824093,14.99794661190965,41,arcokiyosu.com
1,0.0,0.999315537303217,108,swqpgw.com
1,20.98836413415469,22.99794661190965,47,videogamedc.com
1,12.05201916495551,18.99794661190965,42,rsdevelopment.cz
1,26.001368925393567,26.99794661190965,48,rhine.org
1,23.140314852840522,24.996577686516083,51,bijorhca.com
1,5.7850787132101305,7.997262149212868,46,descarteslabs.com
1,18.0041067761807,19.000684462696782,52,morningsiderecovery.com
1,18.910335386721425,20.0,51,tourismcares.org
1,0.16427104722792607,0.999315537303217,49,torontoweekend.ca
1,4.788501026694045,5.9986310746064335,49,idealmomsecrets.com
1,5.018480492813142,5.9986310746064335,51,sonamdesai.com
1,0.0027378507871321013,0.999315537303217,222,ankarasirinbebe.com
1,13.78507871321013,19.000684462696782,56,minwt.com
1,14.962354551676933,16.0,48,neoneocon.com
1,17.00205338809035,17.998631074606433,237,rfxcom.com
1,14.932238193018481,16.0,49,fantastic.com.ua
1,8.002737850787133,8.996577686516085,47,smsvk.net
1,22.806297056810404,27.000684462696782,48,statenislandzoo.org
1,10.888432580424366,12.0,45,malls.ua
2,14.001368925393566,15.997262149212867,42,geekscape.net
1,25.83436002737851,27.99726214921287,53,liguori.org
1,7.5044490075290895,8.996577686516085,56,visualhierarchy.co
1,8.139630390143736,13.1088295687885,119,arcadego.com
1,11.003422313483915,12.0,51,emailvendorselection.com
1,5.798767967145791,7.000684462696783,52,medxr.com
1,16.980150581793293,18.99794661190965,50,sqore.com
1,7.9808350444900755,11.000684462696784,51,steuerberatermallorca.com
1,0.0,0.999315537303217,43,myfoodtrucklife.com
1,15.876796714579056,16.999315537303218,49,shearwatermusic.com
1,13.91375770020534,16.0,56,tesco-careers.com
1,22.075290896646134,22.99794661190965,46,bikewalk.org
1,23.956194387405887,24.996577686516083,103,lifering.org
1,0.2299794661190965,0.999315537303217,54,cheapjerseys4.us
1,11.091033538672143,12.0,103,dalianpinpai.com
1,13.960301163586584,15.000684462696784,236,extreme-band.com
1,0.0054757015742642025,0.9965776865160849,49,xct-cbits.com
1,24.999315537303218,25.9958932238193,56,grandrapids.org
1,25.963039014373717,27.003422313483917,43,kagyu.org
1,14.03148528405202,16.030116358658454,51,lfa-trets.fr
2,14.91854893908282,15.997262149212867,49,zooproblem.net
1,19.94524298425736,24.999315537303218,57,b-e-f.org
1,10.004106776180699,10.99794661190965,56,mtrep.org
1,1.1471594798083504,2.078028747433265,54,wakinglife.fr
1,5.960301163586585,7.000684462696783,241,globalpage.org
1,21.00205338809035,21.998631074606433,43,fretnotguitarrepair.com
1,6.954140999315538,12.0,45,sim-unlock.net
1,20.61601642710472,24.999315537303218,241,cancertrialshelp.org
1,10.981519507186858,12.0,47,thearcticinstitute.org
1,0.11498973305954825,0.999315537303217,47,goldengooseshoesit.com
1,2.861054072553046,4.0,49,supersmartbitcoin.com
1,17.880903490759753,26.99794661190965,57,hjta.org
1,21.694729637234772,23.99726214921287,57,provlib.org
1,16.060232717316907,26.001368925393567,51,dizzeerascal.co.uk
1,4.016427104722792,4.999315537303217,56,cheapjerseys1.us
1,21.54688569472964,22.5927446954141,56,columbiacollege.ca
1,11.863107460643395,12.999315537303216,45,eiresa.com
1,20.722792607802873,22.99794661190965,56,rosamondgiffordzoo.org
1,4.016427104722792,4.999315537303217,116,cheapjerseys2.us
1,22.754277891854894,27.99726214921287,49,animeigo.com
1,0.07392197125256673,0.999315537303217,46,hamraheavaltel.com
1,17.097878165639973,17.51403148528405,56,tigermuaythai.com
1,13.095140314852841,16.0,57,climateworks.org
1,1.002053388090349,1.998631074606434,116,bagsbeat.com
1,16.227241615331966,21.998631074606433,56,naturaleyecare.com
1,21.00205338809035,21.998631074606433,50,studiodumbar.com
1,6.9048596851471595,8.0,15,war-on-ice.com
1,0.30116358658453113,0.999315537303217,49,tesogi.info
1,26.001368925393567,26.99794661190965,53,catalinainfo.com
1,0.29842573579739906,0.999315537303217,56,poluscompany.com
1,21.99041752224504,23.000684462696782,57,yalelock.com
1,7.96167008898015,8.999315537303216,45,babarsari.org
1,10.028747433264886,11.997262149212867,50,aes.org.co
1,0.917180013689254,1.998631074606434,115,cheapviagra100mg1.com
1,2.9897330595482545,4.0,105,fanfenx.com
1,10.001368925393566,20.0,119,readbyqxmd.com
1,6.135523613963039,6.997946611909651,51,rostcom.com
1,18.989733059548254,20.0,49,bactra.org
1,1.0047912388774811,2.001368925393566,116,buyingzed.com
1,21.99041752224504,23.000684462696782,39,bystronic.com
1,5.002053388090349,5.9986310746064335,49,email-technical-support.com
1,6.0041067761806985,7.000684462696783,53,earthsummit2012.org
1,22.833675564681723,25.998631074606433,47,planetree.org
1,14.004106776180699,15.000684462696784,46,unscn.org
1,0.2026009582477755,0.999315537303217,48,cavestt.com
1,18.0041067761807,19.000684462696782,56,makeuptalk.com
2,6.38466803559206,7.000684462696783,42,allesoffline.net
1,3.0992470910335386,4.0,119,4kplex.com
1,0.28199863107460643,0.999315537303217,52,aiwapedia.com
1,20.98836413415469,21.998631074606433,53,cigames.com
1,0.9911019849418207,1.998631074606434,56,conniesegal.com
1,10.921286789869953,13.00205338809035,56,iheartraves.com
1,11.003422313483915,12.0,119,lifepulp.com
1,23.915126625598905,24.996577686516083,56,smooch.com
1,9.013004791238878,10.99794661190965,56,ministryofhappiness.org
1,8.982888432580424,9.998631074606434,56,marmelab.com
1,3.805612594113621,3.997262149212868,47,shoppingkiss.com
1,18.56810403832991,20.0,44,viazenetti.com
1,10.80082135523614,12.999315537303216,51,ascenaretail.com
1,9.00205338809035,9.998631074606434,57,startupsafari.com
1,12.002737850787133,12.999315537303216,50,gamersmint.com
1,0.6598220396988365,0.999315537303217,46,cshipagent.com
1,6.91854893908282,8.0,42,best-uk-dissertation.com
1,6.9486652977412735,8.0,236,nodusfactory.com
1,16.00273785078713,16.999315537303218,52,docsociety.org
1,6.91854893908282,8.0,51,grumpy1260suzukispares.co.uk
1,17.93839835728953,19.000684462696782,51,dutchgrammar.com
1,8.002737850787133,8.999315537303216,47,kunkalabs.com
1,20.79671457905544,28.840520191649556,56,supercross.com
1,11.003422313483915,11.997262149212867,21,makingmoneywithandroid.com
1,15.84394250513347,16.999315537303218,49,emofaces.com
1,17.349760438056126,18.99794661190965,46,hebeimuseum.org
1,6.0013689253935665,6.997946611909651,53,polit-center.org
1,20.91170431211499,21.78781656399726,48,cheminst.ca
1,1.8699520876112252,2.9979466119096507,116,bellalunaa.com
1,25.905544147843944,26.99794661190965,116,tasco.com
1,11.876796714579056,12.999315537303216,40,tipask.com
1,20.889801505817932,24.999315537303218,110,irpa.net
1,25.831622176591377,28.0,46,tcsn.net
1,17.686516084873375,18.99794661190965,50,amarasoftware.com
1,11.003422313483915,12.0,43,creativebrainweb.com
1,1.8754277891854894,3.0006844626967832,52,zhaoxmlab.com
1,16.0,16.999315537303218,56,quakeone.com
1,3.991786447638604,4.999315537303217,52,mauvetree.com
1,27.488021902806295,28.996577686516083,48,cyclic.com
1,22.9596167008898,24.0,51,choyokan-kendo.org
1,10.713210130047912,20.0,56,theholisticsanctuary.com
1,19.956194387405887,20.999315537303218,56,infohound.net
1,15.655030800821356,16.999315537303218,50,vistabootpro.org
1,19.912388774811774,24.999315537303218,50,inverse.ca
1,19.003422313483917,20.0,87,mp3towav.org
1,0.999315537303217,1.998631074606434,111,hb365sh.com
1,0.9144421629021219,1.998631074606434,107,ncmlhk.com
1,9.508555783709788,9.998631074606434,56,spike.cc
1,16.00273785078713,16.999315537303218,119,prophetofallah.com
1,16.0,17.9958932238193,119,childrenofadam.com
1,0.019164955509924708,0.999315537303217,51,8a2m.com
1,0.0,0.999315537303217,116,foundationlayers.com
1,3.052703627652293,4.0,106,palmbeachseos.com
1,0.0,1.998631074606434,116,pwfenix.com
1,9.00205338809035,9.998631074606434,56,usaidlearninglab.org
2,16.0,16.996577686516083,119,goodbyeislam.com
1,6.924024640657084,8.0,47,projectkopeg.com
1,7.2498288843258045,8.0,119,teambetaffiliates.com
1,15.044490075290897,20.0,241,fujone.org
1,13.546885694729637,19.000684462696782,241,nchresourcecenter.org
1,14.877481177275838,16.0,53,juggshunter.com
1,0.10403832991101986,0.999315537303217,217,dp94.com
1,19.603011635865844,20.427104722792606,47,mypayrecords.com
1,10.921286789869953,12.0,56,4downtownshoes.com
1,11.014373716632443,12.010951403148528,37,hirosakipark.jp
1,22.034223134839152,23.030800821355236,40,asaikikaku.co.jp
1,0.0,0.999315537303217,56,amsafallconference.org
1,18.0041067761807,19.000684462696782,49,gloryhole-initiations.com
1,5.0102669404517455,7.000684462696783,35,gztxts.com
1,24.00273785078713,24.996577686516083,55,wsftp.com
1,18.93223819301848,20.0,45,aliria.org
1,1.9630390143737166,2.9623545516769334,51,jamet-espaces-verts.fr
2,14.406570841889117,17.998631074606433,46,zoo-ostrava.cz
1,7.003422313483915,8.0,56,topinspirations.com
1,5.062286105407256,6.05886379192334,41,pearlsea.jp
1,14.956878850102669,16.0,231,ec-store.net
1,22.053388090349078,23.04996577686516,31,tsuruha.co.jp
1,19.99726214921287,25.998631074606433,56,bant.org.uk
1,26.028747433264886,27.025325119780973,41,izumiya.co.jp
1,8.917180013689254,9.998631074606434,49,bc-ministry.org
1,7.003422313483915,8.0,47,indesignskills.com
1,14.72142368240931,16.999315537303218,56,kahlerdesign.com
1,15.772758384668036,20.996577686516083,52,converter.cz
1,10.390143737166325,11.000684462696784,56,lupocattivoblog.com
2,12.002737850787133,12.999315537303216,56,11teamsports.com
1,10.89390828199863,12.0,56,greensnchocolate.com
1,7.96167008898015,9.998631074606434,119,gatormommyreviews.com
1,4.681724845995893,7.000684462696783,47,informationcradle.com
1,16.005475701574266,16.999315537303218,119,infokrieg.tv
2,4.123203285420945,4.999315537303217,52,goodnewsarchitecture.com
1,21.75770020533881,25.00205338809035,46,globalgeografia.com
1,7.917864476386037,8.999315537303216,54,palatablepastime.com
1,19.44147843942505,23.003422313483917,51,rave.cz
1,23.96167008898015,24.996577686516083,46,labo.net
1,20.906228610540726,29.998631074606433,56,politique.net
1,9.878165639972622,12.0,51,nevonprojects.com
1,12.39151266255989,13.021218343600275,56,causette.fr
2,1.002053388090349,1.998631074606434,109,aaronandsophia.com
1,7.997262149212868,8.999315537303216,56,meowni.ca
1,23.99726214921287,24.999315537303218,55,dwh.co.uk
1,19.770020533880903,23.000684462696782,48,panvel.com
1,4.0,4.996577686516085,47,bluesantinos.com
1,15.58110882956879,18.001368925393567,48,saintebible.com
1,14.910335386721425,16.0,46,hiphopdancesa.com
1,0.1861738535249829,4.0,47,potentagents.com
1,8.958247775496236,9.998631074606434,103,comebackmomma.com
1,5.965776865160849,6.997946611909651,56,skorbolaindo.com
1,12.804928131416839,18.261464750171115,112,wanderlodgeownersgroup.com
1,20.996577686516083,21.998631074606433,43,freytagberndt.com
1,6.0041067761806985,7.000684462696783,56,koditips.com
1,6.959616700889802,8.0,56,realsimplegood.com
1,22.94318959616701,23.99726214921287,52,alienor.org
1,20.92539356605065,24.0,87,hkdesigncentre.org
1,6.992470910335387,8.0,51,modstore.pro
1,3.0417522245037647,4.0,48,justicetriumphs.com
1,8.9637234770705,11.000684462696784,41,ortadogugazetesi.com
1,6.0013689253935665,7.997262149212868,47,laserlabllc.com
1,22.965092402464066,23.994524298425734,56,radson.com
1,8.046543463381246,9.043121149897331,42,animefestival.jp
1,9.982203969883642,10.99794661190965,57,wattuneed.com
1,4.0191649555099245,5.9958932238193015,56,nerdmilionario.com
1,12.542094455852157,13.998631074606434,56,prostopravo.com.ua
1,0.0,4.999315537303217,47,edicionesrebeil.com
1,17.82340862422998,24.0,56,heatandplumb.com
1,7.006160164271047,8.0,56,nagarrising.com
2,0.15605749486652978,1.002053388090349,43,officecomoffiice.com
1,7.000684462696783,11.997262149212867,56,statebags.com
1,11.980835044490075,12.999315537303216,116,blogforbettersewing.com
1,0.0,0.999315537303217,56,symbolicspecies.com
1,11.958932238193018,12.999315537303216,57,tweetspeakpoetry.com
1,25.697467488021903,27.99726214921287,51,tiptree.com
1,14.223134839151266,16.0,48,bibliosansfrontieres.org
1,6.04517453798768,15.000684462696784,51,angusburger.cz
1,16.958247775496236,17.998631074606433,42,acucleaning.com
1,6.997946611909651,8.996577686516085,56,turkpress.co
1,16.865160848733744,17.9958932238193,46,agroru.com
1,1.9356605065023955,3.0006844626967832,51,cashadvanceamericaavx.org
1,3.9425051334702257,4.999315537303217,48,bulkaccountshop.com
1,6.663928815879535,8.0,52,jiapangke.com
1,5.861738535249829,7.000684462696783,56,texaswreckchasing.com
1,20.698151950718685,25.998631074606433,240,relaisdusilence.com
1,12.676249144421629,14.99794661190965,111,hfhotels.com
1,0.0,0.999315537303217,49,ianmcalvert.com
1,7.006160164271047,9.998631074606434,53,ineedtouch.com
1,12.15605749486653,21.00205338809035,51,hitchsource.com
1,13.878165639972622,17.00205338809035,46,pothi.com
1,12.76933607118412,18.001368925393567,52,wrexham.com
1,15.093771389459274,16.999315537303218,51,bukukita.com
1,0.49007529089664614,0.999315537303217,49,cartierwatches.us
1,17.22108145106092,19.000684462696782,56,coincorner.com
1,9.91375770020534,11.997262149212867,116,etsystudio.com
1,12.815879534565367,13.998631074606434,49,saisonsf.com
1,22.95687885010267,23.99726214921287,57,austinhabitat.org
1,9.122518822724162,9.998631074606434,48,remenergo.pro
1,8.39151266255989,8.999315537303216,107,sinoergy.com
1,17.02943189596167,18.99794661190965,51,le-maroc.info
1,14.004106776180699,23.000684462696782,51,campusbug.com
1,15.912388774811772,16.999315537303218,242,crohnsandcolitis.com
1,23.06365503080082,23.99726214921287,50,your.org
1,21.333333333333332,31.000684462696782,54,emoneyadvisor.com
1,4.960985626283367,5.9986310746064335,106,xianggang360.com
1,23.967145790554415,24.996577686516083,110,ysoft.com
1,22.989733059548254,24.0,56,bvwines.com
1,11.649555099247092,13.998631074606434,49,brixtonpound.org
1,15.991786447638603,16.999315537303218,47,futuregenalliance.org
1,3.0061601642710474,4.0,56,xunleidytt.com
1,0.019164955509924708,0.999315537303217,113,lovemekiss.com
1,7.84394250513347,12.0,39,zhongyi9999.com
1,24.804928131416837,25.998631074606433,46,surfgopher.com
1,21.960301163586585,23.000684462696782,56,momodesign.com
1,5.990417522245037,8.0,43,nestack.com
2,10.735112936344969,12.0,41,pptstore.net
1,10.001368925393566,10.99794661190965,47,threeifbyspace.net
1,21.921971252566735,24.0,231,athletesinaction.org
1,7.96167008898015,8.999315537303216,56,tabletopaudio.com
1,22.469541409993155,25.00205338809035,56,glynncounty.org
1,13.336071184120465,13.998631074606434,45,simplenewz.com
1,15.46611909650924,16.0,47,mega-tour.info
1,6.565366187542779,7.000684462696783,43,cn-hhjy.com
1,9.711156741957563,12.999315537303216,56,sambatech.com
1,18.99794661190965,20.999315537303218,48,theleaflabel.com
1,0.0,0.999315537303217,111,tuquyhai.com
1,18.0041067761807,19.000684462696782,238,txstatebobcats.com
1,0.0,0.999315537303217,48,hafifood.com
1,12.002737850787133,12.999315537303216,54,the420times.com
1,21.639972621492127,22.636550308008214,46,leisuregrouptravel.com
1,3.997262149212868,4.999315537303217,47,ngoainguauucmy.com
1,3.997262149212868,4.996577686516085,49,moreyarovoe.com
1,13.973990417522245,15.000684462696784,51,karaoke-lyrics.net
2,1.002053388090349,0.999315537303217,119,ss88bet.com
1,0.28199863107460643,0.999315537303217,56,peoplevsoil.org
1,2.9952087611225187,12.996577686516085,25,hardrockstadium.com
1,11.698836413415469,12.0,103,ushistoryscene.com
1,12.407939767282683,12.999315537303216,36,coinpark-portal.info
1,13.00205338809035,13.998631074606434,54,wvupressonline.com
1,0.013689253935660506,0.999315537303217,49,putlocker-hd.info
1,19.95071868583162,20.999315537303218,51,imamreza.net
1,4.963723477070499,5.9986310746064335,56,chinajerseysmall.com
1,0.0,0.999315537303217,56,cialistre.com
1,16.774811772758383,20.999315537303218,223,curso-ingles.com
1,10.004106776180699,11.000684462696784,50,hothiphopvideosonline.com
1,0.28473648186173856,0.999315537303217,47,playboysofnaples.com
1,17.897330595482547,27.000684462696782,46,2manuals.com
1,11.041752224503764,12.0,51,cnboo.com
1,9.79876796714579,11.000684462696784,42,commerce-lab.com
1,8.982888432580424,9.995893223819301,44,leitner-ropeways.com
1,19.958932238193018,20.999315537303218,50,lpunderground.com
1,2.9596167008898013,4.0,56,techcaffe.net
2,7.370294318959616,13.00205338809035,49,66kan.com
1,1.7084188911704312,6.997946611909651,56,minexcoin.com
1,8.002737850787133,8.999315537303216,241,mysearch-engine.com
1,13.850787132101301,16.999315537303218,241,hmpaysoncompany.us
1,3.0034223134839153,5.9986310746064335,119,photofoxapp.com
1,23.906913073237508,24.996577686516083,46,sailingweek.com
1,24.999315537303218,26.99520876112252,56,toledo.com
1,13.960301163586584,15.000684462696784,43,zinnart.com
1,23.50444900752909,26.99794661190965,47,ncvs.org
1,18.962354551676935,24.0,40,72home.com
1,10.039698836413416,14.001368925393566,43,refreshmattress.com
1,25.971252566735114,26.99794661190965,244,cadillacfairview.com
1,25.251197809719372,34.99520876112252,243,delawareinc.com
1,8.91170431211499,9.998631074606434,54,ihgrewardsclub.com
1,14.847364818617386,21.00205338809035,47,wallstreetwindow.com
1,9.982203969883642,11.000684462696784,51,dirtywars.org
1,25.09514031485284,25.9958932238193,52,tucc.org
1,23.98631074606434,30.001368925393567,40,auldey.com
1,12.0,12.996577686516085,50,theblot.com
1,3.7207392197125255,3.997262149212868,47,businesssweet.com
1,17.97946611909651,22.99794661190965,56,buytwowayradios.com
1,7.069130732375085,8.0,52,likecosy.com
1,1.9603011635865846,2.9979466119096507,56,um6p.online
1,18.989733059548254,20.0,48,think-israel.org
1,19.15126625598905,19.928815879534564,116,danvine.com
1,8.492813141683778,12.0,224,excelr.com
1,21.946611909650922,24.0,50,goamp.com
1,0.917180013689254,1.998631074606434,116,hotmailloginsupport.com
1,22.910335386721425,23.99726214921287,30,nationwidearena.com
1,12.643394934976044,12.999315537303216,49,noimpactproject.org
1,9.00205338809035,9.998631074606434,53,constantinereport.com
1,0.0,0.999315537303217,113,prajansim.com
1,16.903490759753595,17.998631074606433,232,protectthehuman.com
1,0.16700889801505817,0.999315537303217,49,howtolose10pounds.org
1,16.0,16.999315537303218,49,thnk.org
1,0.09034907597535935,0.999315537303217,111,brunzasphoto.com
1,1.002053388090349,0.999315537303217,220,cksholdings.com
1,19.20602327173169,21.998631074606433,49,ebook007.com
1,15.003422313483915,16.0,56,maseratistore.com
1,10.001368925393566,10.99794661190965,119,mywifesfightwithbreastcancer.com
1,6.91854893908282,8.0,40,whytui.com
1,4.999315537303217,5.9986310746064335,56,porndl.org
1,5.166324435318275,5.9986310746064335,42,resourcepanel.org
1,0.0,0.999315537303217,44,dalvadesign.com
1,4.999315537303217,5.9986310746064335,56,incacar.com
1,19.704312114989733,21.94113620807666,56,schizophrenia.ca
1,9.984941820670773,19.000684462696782,51,superiorsignsict.com
1,23.000684462696782,23.99726214921287,43,bergen-guide.com
1,11.154004106776181,16.999315537303218,223,jauce.com
1,6.940451745379876,8.0,51,szstqs.com
1,0.8459958932238193,1.998631074606434,116,karmicfix.com
1,19.969883641341546,25.00205338809035,57,northhighland.com
1,12.002737850787133,12.999315537303216,56,thehomesecuritysuperstore.com
1,1.4483230663928817,1.998631074606434,48,lesboutiqueskalyna.fr
1,24.99110198494182,33.9958932238193,54,feat.org
1,9.963039014373717,11.000684462696784,51,slovnyk.ua
1,0.0,1.002053388090349,43,actuelvet.com
1,23.000684462696782,23.99726214921287,116,aversion.com
1,9.089664613278575,9.998631074606434,241,freeadsciti.com
1,20.58590006844627,20.999315537303218,56,opsgear.com
1,0.216290212183436,0.999315537303217,52,spinningeggzone.com
1,20.80766598220397,24.996577686516083,56,africanbirdclub.org
1,13.256673511293634,20.0,56,imouto.org
1,10.981519507186858,12.0,45,publyworld.org
1,12.873374401095141,17.00205338809035,45,injectordynamics.com
1,18.001368925393567,18.99794661190965,56,lsretail.com
1,23.082819986310746,24.079397672826833,56,showerspass.com
1,13.998631074606434,19.000684462696782,50,dubstepforum.com
1,7.000684462696783,8.0,49,khcic.com
1,18.50239561943874,28.0,43,richinstyle.com
1,22.401095140314855,24.999315537303218,40,russian-crafts.com
2,11.003422313483915,12.0,119,appinventor.org
1,18.33264887063655,28.0,51,pokai.org
1,21.503080082135522,24.657084188911703,47,patkau.ca
1,10.001368925393566,12.0,56,teksyndicate.com
1,20.0,20.999315537303218,51,rinne.info
1,25.360711841204655,27.99726214921287,42,dj.net
1,2.8199863107460645,10.001368925393566,57,moneymanagerex.org
1,18.989733059548254,20.0,51,britishblades.com
1,0.243668720054757,0.999315537303217,48,islamindailylife.com
1,17.960301163586585,19.000684462696782,42,deweyhagborg.com
1,16.00273785078713,16.999315537303218,103,incodesolutions.com
1,5.9986310746064335,8.0,40,z1678.com
1,7.123887748117728,8.0,47,greifbar.info
1,22.976043805612594,24.0,49,bermuda-triangle.org
2,19.345653661875428,25.998631074606433,119,accolo.com
1,16.024640657084188,22.001368925393567,51,turbomilk.com
1,26.83915126625599,28.996577686516083,241,suc.org
1,20.97741273100616,21.998631074606433,56,guide2womenleaders.com
1,19.548254620123203,24.999315537303218,57,novocure.com
1,7.956194387405886,8.999315537303216,45,prof-kosmetika.com.ua
1,10.004106776180699,11.000684462696784,115,trucong.com
1,9.982203969883642,10.99794661190965,51,tridevatoecarstvo.com
1,22.677618069815196,23.99726214921287,50,jpri.org
1,15.978097193702943,16.999315537303218,49,quickdump.com
1,4.002737850787132,4.999315537303217,46,purathriveliposomalturmericextractreviews.com
1,16.01095140314853,16.895277207392198,116,proboards52.com
1,0.0027378507871321013,1.002053388090349,113,zschweb.com
1,5.125256673511293,5.9986310746064335,51,freerobuxgenerator.net
1,12.996577686516085,13.998631074606434,44,aforgenet.com
1,21.9958932238193,24.993839835728952,56,mesalabs.com
1,13.976728268309378,15.000684462696784,51,tvgolo.com
1,17.94113620807666,19.000684462696782,47,arwen-undomiel.com
1,9.984941820670773,11.000684462696784,103,hoajonline.com
1,16.72826830937714,20.999315537303218,119,mapwindow.org
1,22.327173169062284,23.99726214921287,57,pomonaelectronics.com
1,3.980835044490075,7.000684462696783,57,python-pillow.org
1,1.3963039014373717,1.998631074606434,52,dianguanggao.com
1,1.002053388090349,0.999315537303217,87,maidongx.com
1,0.9336071184120466,1.998631074606434,107,qiba123.com
1,16.996577686516083,17.998631074606433,52,usm-alger.com
1,10.483230663928817,12.0,45,5dpj.com
1,1.002053388090349,0.999315537303217,87,twsmse.com
1,0.9117043121149897,1.998631074606434,107,cfwchina.com
