Domain Name,life,active,averageTTL,cons
usermd.net,8.0,5.240246406570842,116,1
chinabidding.com,25.998631074606433,24.550308008213552,41,1
yeezy500.us,4.999315537303217,4.016427104722792,119,2
bugmenot.com,21.00205338809035,16.76933607118412,56,1
activecommunities.com,19.000684462696782,16.914442162902123,237,1
purina.com,26.99794661190965,25.916495550992472,56,1
chilis.com,24.996577686516083,22.986995208761122,116,1
news3lv.com,15.000684462696784,13.971252566735114,244,1
ingress.com,23.99726214921287,22.99794661190965,116,1
chinavasion.com,24.999315537303218,16.309377138945926,56,1
xp3.biz,13.995893223819301,12.92539356605065,48,1
growthhackers.com,14.247775496235455,8.670773442847365,56,1
mmo-champion.com,16.0,14.915811088295689,56,2
fina.org,26.99520876112252,25.218343600273784,119,1
riotinto.com,26.001368925393567,24.99110198494182,55,1
sacred-destinations.com,17.9958932238193,16.999315537303218,56,1
tidbits.com,33.002053388090346,25.911019849418206,56,1
careercast.com,27.000684462696782,24.66255989048597,232,1
lendedu.com,10.001368925393566,7.107460643394935,56,1
jiangmin.com,28.996577686516083,23.923340177960302,103,1
btc357.com,4.999315537303217,3.9397672826830936,56,1
skauting.cz,22.028747433264886,17.420944558521562,52,1
uso.org,28.996577686516083,23.83299110198494,56,1
themepalace.com,9.998631074606434,5.333333333333333,56,1
peachpit.com,27.99726214921287,26.986995208761122,240,1
seds.org,28.00273785078713,26.915811088295687,54,1
wrapbootstrap.com,11.000684462696784,6.286105407255304,56,1
cnelc.com,21.998631074606433,20.933607118412045,104,1
stroke.org,26.99794661190965,26.116358658453116,57,1
91jm.com,20.0,14.417522245037645,64,1
zhubajie.com,20.999315537303218,17.960301163586585,37,1
url.com,28.0,27.003422313483917,56,1
twitchy.com,27.000684462696782,17.593429158110883,56,1
whotv.com,25.251197809719372,23.33196440793977,54,1
auslogics.com,20.999315537303218,16.859685147159478,45,1
thedailywtf.com,18.55441478439425,17.557837097878167,56,1
qiniu.com,20.0,12.955509924709103,35,1
theparrotcentre.com,12.0,11.000684462696784,48,1
skitch.com,24.993839835728952,23.014373716632445,116,1
citygf.com,13.998631074606434,12.985626283367557,40,1
foodrepublic.com,20.999315537303218,19.45516769336071,57,2
klipsch.com,26.99794661190965,25.987679671457904,48,1
harman.com,28.00273785078713,26.99247091033539,241,1
smallseotools.com,12.996577686516085,9.295003422313483,56,1
popculture.com,26.99794661190965,20.043805612594113,57,1
lytro.com,24.999315537303218,16.317590691307323,46,1
improveverywhere.com,28.0,18.795345653661876,54,1
hasselblad.com,25.99315537303217,24.980150581793293,244,1
donorperfect.net,21.998631074606433,21.00205338809035,56,1
thepennyhoarder.com,11.997262149212867,9.982203969883642,56,1
ustraveldocs.com,12.999315537303216,11.520876112251882,232,1
unescap.org,33.9958932238193,23.99726214921287,56,1
premiere.fr,26.56810403832991,26.43668720054757,56,1
buyoriginalessay.com,5.9986310746064335,4.5338809034907595,56,1
revolvy.com,19.000684462696782,11.104722792607802,116,1
very.co.uk,24.0,21.982203969883642,51,1
listcbdoil.com,4.0,2.9787816563997263,56,1
artmajeur.com,27.99726214921287,20.501026694045173,50,1
univ-paris-diderot.fr,16.0,15.000684462696784,45,1
pubhtml5.com,12.996577686516085,7.835728952772074,56,1
greatplacetowork.com,25.9958932238193,24.985626283367555,51,1
themesdna.com,8.0,6.80082135523614,42,1
nwlc.org,25.9958932238193,22.986995208761122,56,1
ngoinhachung.net,16.0,15.000684462696784,50,1
searchenginepeople.com,24.0,14.105407255304586,50,1
tripadvisor.jp,17.00205338809035,16.005475701574266,57,1
adform.com,20.0,14.839151266255989,56,1
rightwingwatch.org,23.000684462696782,21.998631074606433,56,1
dkny.com,24.996577686516083,23.98631074606434,57,1
frankfurt-airport.com,23.99726214921287,23.000684462696782,48,1
roodo.com,20.0,17.013004791238878,119,2
feed2js.org,16.0,15.000684462696784,39,2
omaze.com,15.997262149212867,14.710472279260781,56,1
memoiselle.com,11.000684462696784,10.412046543463381,49,1
jwz.org,27.99726214921287,22.98425735797399,29,1
fjcdn.com,11.000684462696784,9.618069815195073,52,1
jimmunol.org,32.99657768651608,23.50718685831622,56,1
jivesoftware.com,21.998631074606433,20.958247775496236,57,1
sierratradingpost.com,25.9958932238193,23.633127994524298,239,1
yourfilelink.com,16.999315537303218,16.00273785078713,42,1
jax.org,39.997262149212865,30.187542778918548,240,1
softwareag.com,27.003422313483917,26.579055441478438,45,1
soompi.com,25.00205338809035,22.913073237508556,116,2
homeclick.com,28.993839835728952,25.34428473648186,109,1
lyrics007.com,20.0,15.181382614647502,50,1
sponichi.co.jp,24.060232717316907,23.06365503080082,43,1
gazeta.ua,18.99794661190965,17.322381930184804,56,1
postmates.com,14.001368925393566,5.503080082135524,56,1
thecommonwealth.org,26.99520876112252,23.838466803559207,56,1
net-security.org,26.001368925393567,21.60164271047228,47,1
chartjs.org,9.998631074606434,8.917180013689254,56,1
yiqifa.com,16.999315537303218,15.961670088980151,41,1
ko-fi.com,14.001368925393566,8.898015058179329,56,1
rwe.com,27.000684462696782,25.99041752224504,48,1
eatingaftergastricbypass.net,8.999315537303216,8.413415468856947,49,1
viagrauga.com,4.999315537303217,3.9561943874058865,56,1
clashmusic.com,15.000684462696784,13.757700205338809,56,1
steamdb.info,10.99794661190965,6.8199863107460645,56,1
bootstrapmade.com,9.998631074606434,8.271047227926077,56,2
jconline.com,27.99726214921287,26.313483915126625,53,1
weddingbee.com,16.999315537303218,16.00273785078713,56,1
justlanded.com,22.001368925393567,19.003422313483917,46,1
teepublic.com,9.998631074606434,9.218343600273785,232,2
nylon.com,35.997262149212865,26.06160164271047,232,1
dogtime.com,21.998631074606433,17.53593429158111,56,1
dbpedia.org,16.0,14.99794661190965,49,1
plazoo.com,19.000684462696782,18.0041067761807,115,1
diandian.com,24.0,18.87748117727584,40,1
fpif.org,24.999315537303218,19.238877481177276,54,1
bedandbreakfast.com,24.0,22.913073237508556,236,1
staralliance.com,27.085557837097877,26.00684462696783,46,1
pobox.com,27.99726214921287,27.189596167008897,245,1
sfwa.org,26.99794661190965,25.95756331279945,56,1
madewell.com,25.9958932238193,24.49828884325804,53,1
theathletic.com,24.0,21.377138945927445,56,1
koushatarabar.com,1.998631074606434,1.002053388090349,56,1
indelible.org,27.000684462696782,21.765913757700204,52,1
lex18.com,23.000684462696782,21.913757700205338,244,1
bcit.ca,22.496919917864478,21.49760438056126,237,1
snort.org,23.000684462696782,21.916495550992472,56,1
uberant.com,16.999315537303218,10.505133470225873,51,1
serve.com,26.99794661190965,26.286105407255306,53,1
iomega.com,8.0,6.012320328542095,49,1
peru.com,24.0,22.72416153319644,49,1
seedprod.com,26.99794661190965,17.984941820670773,56,2
500.co,12.996577686516085,12.013689253935661,119,2
16888.com,21.998631074606433,20.202600958247775,78,1
networkcomputing.com,28.00273785078713,26.99247091033539,56,1
miramax.com,26.99794661190965,25.987679671457904,119,1
inventorspot.com,16.999315537303218,7.983572895277208,53,1
fucklowes.com,4.999315537303217,2.8966461327857633,56,1
websense.com,25.9958932238193,24.139630390143736,236,1
studyabroad.com,26.99520876112252,25.982203969883642,56,1
finanzas.com,25.56331279945243,24.317590691307323,49,1
thenationonlineng.net,17.998631074606433,12.960985626283367,56,1
quartoknows.com,10.99794661190965,2.8528405201916494,110,1
challengeroulette.com,13.998631074606434,11.961670088980151,22,1
wanelo.com,13.998631074606434,13.34154688569473,56,1
brusheezy.com,16.0,10.948665297741274,56,1
usfirst.org,27.99726214921287,24.90075290896646,222,1
ducttapemarketing.com,21.998631074606433,20.00273785078713,56,1
geneticliteracyproject.org,12.0,9.722108145106091,56,1
webconfs.com,20.0,19.003422313483917,56,1
seahawks.com,25.99315537303217,24.451745379876797,57,1
baymard.com,15.000684462696784,14.264202600958248,56,1
cebpubservice.com,10.001368925393566,2.6639288158795345,40,1
92y.org,22.001368925393567,18.836413415468858,55,1
iwarp.com,24.0,22.989733059548254,239,1
diarioinformacion.com,24.996577686516083,22.798083504449007,235,1
nouw.com,19.000684462696782,15.041752224503764,56,1
lerablog.org,15.000684462696784,14.00684462696783,45,1
lixil.co.jp,13.075975359342916,12.07939767282683,31,1
rabble.ca,22.036960985626283,20.996577686516083,56,1
celebritycruises.com,23.02258726899384,23.01163586584531,56,1
leyalena.com,1.998631074606434,0.0,49,1
hostenko.com,12.0,11.003422313483915,48,1
changiairport.com,23.000684462696782,21.99041752224504,244,1
nsvrc.org,23.000684462696782,21.916495550992472,57,1
parquesnacionales.gov.co,25.00479123887748,20.024640657084188,56,1
arl.org,25.9958932238193,22.861054072553046,51,1
cb2.com,23.000684462696782,21.99041752224504,54,1
paloaltoonline.com,25.99315537303217,24.985626283367555,56,1
skeptic.com,27.99726214921287,26.99520876112252,56,1
academic-writing.org,8.0,6.997946611909651,54,1
kaiserhealthnews.org,14.99794661190965,9.834360027378509,54,1
lexis.com,28.996577686516083,26.913073237508556,240,1
shape5.com,16.0,13.333333333333334,56,1
cialislet.com,0.999315537303217,0.0,49,1
volokh.com,21.998631074606433,21.00205338809035,46,1
ddj.com,27.99726214921287,26.986995208761122,56,2
gccroboticschallenge.com,8.0,6.9431895961670085,51,2
monsterenergy.com,20.999315537303218,19.98904859685147,56,1
jotform.co,13.998631074606434,9.609856262833675,56,1
s5.com,33.9958932238193,24.722792607802873,56,1
besteditingonline.com,6.997946611909651,5.949349760438056,56,1
craigslist.ca,17.998631074606433,15.912388774811772,50,1
bizhat.com,20.999315537303218,19.917864476386036,56,1
rozetka.com.ua,25.998631074606433,17.267624914442163,56,1
mikado-themes.com,8.0,4.583162217659138,47,1
filmlinc.org,24.996577686516083,23.928815879534564,56,1
buddytv.com,20.0,16.005475701574266,56,1
ndesign-studio.com,17.998631074606433,16.958247775496236,43,1
threejs.org,12.0,7.063655030800821,57,1
xtranormal.com,16.0,13.768651608487337,51,1
americanhumane.org,27.99726214921287,20.0,56,1
digits.com,28.996577686516083,23.980835044490075,116,1
societyforscience.org,15.000684462696784,14.004106776180699,57,1
hudson.org,28.00273785078713,22.83915126625599,56,1
planetadelibros.com,13.998631074606434,12.950034223134839,44,1
scripps.com,27.994524298425734,26.910335386721425,57,1
dotsub.com,18.67488021902806,15.477070499657769,56,1
valuepenguin.com,16.0,8.459958932238193,56,1
lidovky.cz,23.920602327173167,19.1129363449692,241,1
cdjapan.co.jp,24.057494866529773,23.06091718001369,44,1
motigo.com,22.99794661190965,21.295003422313485,49,1
fico.com,28.999315537303218,27.54277891854894,50,1
forumcommunity.net,20.999315537303218,19.917864476386036,46,1
northamptonapl.org,20.0,19.003422313483917,57,1
crystalmark.info,26.001368925393567,16.438056125941138,40,1
elmercurio.com,28.73100616016427,23.529089664613277,238,1
revolve.com,32.99657768651608,26.439425051334702,47,1
towersupplies.com,19.000684462696782,14.99520876112252,47,1
55188.com,23.000684462696782,17.99315537303217,41,2
finder.com,27.99726214921287,27.304585900068446,244,1
outdooractive.com,19.000684462696782,18.0041067761807,46,1
pickyourown.org,25.00205338809035,16.528405201916495,56,1
obrasociallacaixa.org,17.998631074606433,16.829568788501028,56,1
blogdrive.com,20.0,19.41409993155373,47,1
thedieline.com,16.999315537303218,11.85763175906913,56,1
zhuangfang.com,18.001368925393567,12.93908281998631,39,1
webfoundation.org,18.99794661190965,17.456536618754278,57,1
compassion.com,29.9958932238193,21.169062286105408,56,1
archiveofourown.org,19.000684462696782,13.653661875427789,53,1
nationalparks.org,29.00205338809035,23.82751540041068,56,1
khan.co.kr,27.471594798083505,24.7419575633128,237,1
messynessychic.com,20.0,10.899383983572895,49,1
quechoisir.org,24.996577686516083,23.98631074606434,51,1
ruby-doc.org,23.000684462696782,17.248459958932237,51,1
freecodecamp.com,8.0,7.003422313483915,56,1
quanaochipchip.com,0.999315537303217,0.0,108,1
a9.com,25.00205338809035,19.665982203969882,226,1
canadadrugsonlinewxwe.com,0.999315537303217,1.002053388090349,56,1
ronangelo.com,10.99794661190965,9.957563312799453,56,1
cma-cgm.com,26.001368925393567,24.922655715263517,243,1
5184.com,25.00205338809035,21.374401095140314,78,1
gladwellbooks.com,8.999315537303216,7.989048596851472,54,1
tolweb.org,21.998631074606433,20.917180013689254,42,1
changingminds.org,20.0,19.003422313483917,47,1
stereophile.com,26.99520876112252,25.998631074606433,56,1
affordablepapers.biz,0.999315537303217,0.6735112936344969,56,2
jctrans.com,30.99794661190965,21.00205338809035,96,1
huffingtonpost.jp,12.06570841889117,11.069130732375086,232,1
collectorsweekly.com,15.997262149212867,14.001368925393566,116,1
clipsyndicate.com,16.999315537303218,16.00273785078713,119,1
egyptindependent.com,13.00205338809035,10.203969883641342,56,1
shenchuang.com,23.000684462696782,20.62422997946612,42,1
gizchina.com,16.996577686516083,11.994524298425736,57,1
yodao.com,23.000684462696782,18.028747433264886,42,1
aplus.com,28.00273785078713,26.60917180013689,244,1
any-video-converter.com,16.0,15.003422313483915,56,1
childrensplace.com,32.99657768651608,23.00889801505818,239,1
vgorode.ua,12.999315537303216,11.942505133470226,232,1
spj.org,26.99520876112252,25.54688569472964,115,1
micaze.com,4.0,2.9897330595482545,56,1
junkee.com,16.999315537303218,16.657084188911703,56,1
ncte.org,28.999315537303218,23.84394250513347,57,1
greenweddingshoes.com,13.998631074606434,13.00205338809035,56,1
journaldugeek.com,20.0,17.544147843942504,56,1
smsbenkad.com,10.99794661190965,10.004106776180699,43,1
hslda.org,25.9958932238193,24.67898699520876,115,1
wegotthiscovered.com,15.000684462696784,11.854893908282,56,1
tdbank.com,27.613963039014372,25.11978097193703,56,1
toolserver.org,15.000684462696784,13.91375770020534,52,2
bahn.com,25.9958932238193,24.90075290896646,234,1
flowplayer.org,17.00205338809035,12.80766598220397,231,1
cppreference.com,21.998631074606433,21.00205338809035,50,2
esf.org,29.998631074606433,26.083504449007528,46,1
museothyssen.org,23.99726214921287,23.1813826146475,53,1
scobleizer.com,19.99726214921287,17.998631074606433,54,1
111you.com,18.99794661190965,15.986310746064339,37,3
motel6.com,24.996577686516083,23.98631074606434,47,1
delmarvanow.com,20.999315537303218,19.84394250513347,53,1
prsa.org,28.00273785078713,26.83915126625599,86,1
blackpast.org,22.001368925393567,12.999315537303216,56,1
weathernews.jp,20.060232717316907,19.06365503080082,231,1
howsweeteats.com,12.999315537303216,12.002737850787133,56,1
conservapedia.com,23.99726214921287,15.416837782340862,47,1
sammycommunitytransport.org,1.998631074606434,0.6926762491444216,56,1
corbis.com,27.99726214921287,26.913073237508556,242,1
barstoolsports.com,20.0,16.186173853524984,119,1
sup.org,28.00273785078713,22.83915126625599,47,1
allheadlinenews.com,20.0,18.611909650924023,56,2
gamblersanonymous.org,29.9958932238193,24.83778234086242,39,1
becomingminimalist.com,13.998631074606434,12.958247775496236,56,1
youm7.com,20.0,11.003422313483915,56,1
get-essay.com,8.0,6.861054072553046,56,1
kulichki.net,26.001368925393567,20.974674880219027,51,1
utops.cc,9.998631074606434,9.00205338809035,50,1
viagrarow.com,4.999315537303217,4.0191649555099245,56,1
samsungmobilepress.com,15.000684462696784,10.989733059548255,232,1
newzcrawler.com,20.999315537303218,20.00273785078713,119,1
ittf.com,26.99247091033539,23.28542094455852,56,2
vasiljevski.com,16.999315537303218,11.572895277207392,46,1
edmonton.ca,26.001368925393567,16.692676249144423,116,1
junit.org,23.000684462696782,22.250513347022586,56,1
animatedknots.com,17.998631074606433,16.125941136208077,57,1
alexking.org,23.000684462696782,19.561943874058862,54,1
sonesta.com,27.99726214921287,26.986995208761122,119,1
ip-adress.com,18.99794661190965,17.998631074606433,50,1
turnto10.com,23.000684462696782,21.982203969883642,232,1
leanin.org,12.999315537303216,11.928815879534566,211,1
storyofstuff.org,15.000684462696784,14.004106776180699,56,1
gotprohealth.com,12.999315537303216,11.58384668035592,119,1
etsy.me,13.998631074606434,11.912388774811772,116,1
icbdoilonline.com,4.0,3.0034223134839153,50,1
globalgoals.org,8.999315537303216,8.002737850787133,56,1
blossomug.com,4.0,3.0034223134839153,241,1
gla69.com,4.0,3.40041067761807,56,1
tni.org,23.99726214921287,23.000684462696782,45,1
eatthis.com,24.993839835728952,24.186173853524984,56,1
oreillyauto.com,28.00273785078713,25.724845995893222,54,1
leegaylord.com,0.999315537303217,0.03559206023271732,119,2
mamma.com,35.715263518138265,25.741273100616016,49,1
all4joomla.com,5.9986310746064335,5.04312114989733,56,2
hebtv.com,23.99726214921287,23.67693360711841,44,1
arting365.com,18.99794661190965,17.724845995893222,43,1
scrumalliance.org,21.00205338809035,18.3709787816564,56,1
fab.com,25.9958932238193,23.61122518822724,56,1
service-now.com,21.998631074606433,19.260780287474333,241,1
wsls.com,26.001368925393567,24.906228610540726,48,1
blog-city.com,23.991786447638603,19.603011635865844,43,1
developpez.com,24.0,21.256673511293634,50,1
dorkly.com,12.999315537303216,11.915126625598905,242,1
lq.com,27.000684462696782,25.99041752224504,241,1
mangocity.com,20.0,16.413415468856947,19,1
viagrapascherfr.com,5.9986310746064335,4.9664613278576315,50,1
stormessay.org,6.997946611909651,5.927446954141,56,1
opensky.com,34.997946611909654,26.001368925393567,56,1
themegraphy.com,9.998631074606434,8.914442162902121,56,1
applicantpro.com,16.0,15.000684462696784,50,2
infidels.org,29.9958932238193,24.90075290896646,50,1
mozillamessaging.com,16.0,13.91375770020534,56,1
ionos.fr,6.034223134839151,5.037645448323066,53,1
maxpixel.net,4.999315537303217,3.9561943874058865,56,1
qichacha.com,14.001368925393566,5.749486652977413,40,1
mckesson.com,27.99726214921287,26.986995208761122,53,1
smashbros.com,24.999315537303218,22.989733059548254,54,1
leatherman.com,26.99794661190965,25.037645448323065,109,1
decoist.com,13.995893223819301,11.02258726899384,25,1
ynshangji.com,13.998631074606434,12.498288843258042,49,1
billygraham.org,26.99520876112252,25.916495550992472,241,1
igc.org,38.997946611909654,29.09240246406571,48,1
snl.com,27.99726214921287,22.90485968514716,54,1
campbells.com,26.99794661190965,26.308008213552363,56,1
qsrmagazine.com,24.0,22.90759753593429,57,1
ftsafe.com,23.000684462696782,22.21492128678987,44,1
yizhibo.com,13.998631074606434,12.906228610540726,77,1
cang.com,23.000684462696782,21.7056810403833,37,1
rugbyworldcup.com,25.9958932238193,22.521560574948666,119,1
quackwatch.org,20.0,18.99794661190965,51,1
qbaobei.com,19.000684462696782,17.935660506502394,42,1
kitsapsun.com,19.000684462696782,17.804243668720055,53,1
pythonhosted.org,9.998631074606434,8.91170431211499,57,1
flowplayer.com,16.0,14.907597535934292,232,1
recruitingblogs.com,17.9958932238193,17.00205338809035,49,1
insight.com,28.0,25.916495550992472,45,1
emtpartsstore.com,4.0,2.1464750171115674,56,1
channeladvisor.com,20.999315537303218,19.904175222450377,22,1
telesurenglish.net,12.999315537303216,6.447638603696099,51,1
spinner.com,24.643394934976044,23.589322381930184,51,1
shop1.cz,16.0,12.695414099931554,52,1
doterra.com,16.0,10.844626967830253,53,1
waymo.com,22.99794661190965,21.911019849418206,116,1
ihned.cz,23.64955509924709,20.588637919233403,240,1
quicken.com,26.99520876112252,25.911019849418206,57,1
krita.org,13.998631074606434,12.917180013689254,56,1
neutrogena.com,26.99520876112252,25.908281998631075,56,1
dukehealth.org,26.001368925393567,20.83504449007529,233,1
macotakara.jp,21.05681040383299,20.060232717316907,42,1
sgvtribune.com,23.99726214921287,22.986995208761122,54,1
ran.org,33.998631074606436,26.275154004106778,57,1
adidasnmduk.com,0.999315537303217,0.03285420944558522,119,1
michaelpollan.com,17.998631074606433,13.514031485284052,54,1
oneandonlyresorts.com,20.999315537303218,19.98904859685147,56,1
onfeetnation.com,9.995893223819301,9.007529089664613,56,1
patriotledger.com,27.99726214921287,25.470225872689937,57,1
tobaccofreekids.org,25.9958932238193,22.89664613278576,52,1
toptenz.net,13.998631074606434,10.576317590691307,56,1
joyasstore.com,0.999315537303217,0.28199863107460643,106,1
oushinet.com,24.999315537303218,15.523613963039015,43,1
getrichslowly.org,16.999315537303218,15.912388774811772,56,1
gadgethacks.com,22.99794661190965,13.059548254620124,237,1
americanapparel.com,25.998631074606433,23.90965092402464,116,1
scoopwhoop.com,9.998631074606434,8.668035592060233,56,1
radio-fresh.net,4.0,1.5222450376454484,56,1
oeko-tex.com,25.00205338809035,24.005475701574266,49,1
withoutdoctorsprescription.us,4.999315537303217,4.1067761806981515,52,1
kerio.com,22.99794661190965,22.001368925393567,57,1
historians.org,24.996577686516083,21.908281998631075,86,1
bigsight.jp,20.01095140314853,19.014373716632445,57,1
toryburchs.us,0.999315537303217,0.013689253935660506,56,1
jabber.org,24.0,22.9596167008898,49,1
mrgreen.com,17.998631074606433,16.980150581793293,56,1
classmates.com,28.996577686516083,26.527036276522928,56,1
zozo.jp,19.052703627652292,18.05612594113621,56,1
tradebit.com,18.99794661190965,18.001368925393567,56,1
boconcept.com,24.993839835728952,23.980835044490075,56,1
euronext.com,24.996577686516083,23.98631074606434,239,1
mantisbt.org,19.000684462696782,17.00479123887748,49,1
onegoodthingbyjillee.com,10.99794661190965,10.001368925393566,56,1
danpink.com,24.993839835728952,21.607118412046542,56,1
sailing.org,29.998631074606433,24.840520191649556,56,1
ecnmag.com,26.99794661190965,24.577686516084874,56,1
allenpress.com,29.998631074606433,27.077344284736483,43,2
43folders.com,18.99520876112252,15.444216290212184,51,1
eccentrictirade.com,12.0,10.858316221765914,56,2
joomlapolis.com,25.998631074606433,16.347707049965777,49,2
kenwood.com,23.99726214921287,22.94866529774127,44,1
mahbano.net,4.0,2.8747433264887063,46,1
netmums.com,30.99794661190965,21.152635181382614,56,1
mormon.org,26.99794661190965,25.911019849418206,236,1
theeverygirl.com,14.99794661190965,8.92539356605065,56,1
photodune.net,12.0,8.276522929500342,56,1
choosechicago.com,22.50239561943874,21.505817932922657,31,1
fav.me,13.998631074606434,12.791238877481177,216,1
cookieandkate.com,16.0,10.39835728952772,56,2
dailygazette.com,28.00273785078713,22.94318959616701,56,1
wwf.org,40.002737850787135,30.0041067761807,56,2
rabbitmq.com,16.0,14.989733059548255,56,1
aplaceformom.com,22.99520876112252,18.770704996577688,219,1
cndw.com,20.999315537303218,19.17864476386037,41,1
jewfaq.org,27.99726214921287,21.582477754962355,43,1
securityaffairs.co,10.99794661190965,10.231348391512663,47,1
yuwenmi.com,10.99794661190965,7.800136892539356,43,1
koco.com,24.996577686516083,23.98631074606434,57,1
linkarena.com,18.026009582477755,18.001368925393567,46,1
vrg.org,25.9958932238193,25.27310061601643,56,1
boombo.info,0.999315537303217,0.013689253935660506,49,2
onekingslane.com,13.900068446269678,12.80766598220397,30,1
fmplayz.com,1.998631074606434,1.0896646132785763,49,1
hongkongdisneyland.com,23.99726214921287,22.986995208761122,30,1
thejakartaglobe.com,15.003422313483915,13.593429158110883,48,1
dauphine.fr,28.0,27.000684462696782,47,1
vektor-inc.co.jp,12.06570841889117,11.069130732375086,39,1
