averageTTL,active,Domain Name,cons,life
103,16.996577686516083,themagicbulletfund.org,1,17.998631074606433
57,13.00205338809035,30asongwritersfestival.com,1,13.998631074606434
51,9.078713210130047,afabulousfete.com,1,12.073921971252567
47,22.001368925393567,casamilanohome.com,1,22.99794661190965
46,11.926078028747433,disneyexaminer.com,1,12.999315537303216
241,6.0013689253935665,erdlin.com,1,6.997946611909651
50,7.219712525667351,foxsoundi.com,1,8.999315537303216
57,21.78781656399726,lqaf.com,1,22.784394250513348
223,7.003422313483915,mrpurplenyc.com,1,8.0
57,12.999315537303216,thervgeeks.com,1,13.995893223819301
241,3.8357289527720737,orangecountyweddingceremony.info,1,6.997946611909651
46,12.002737850787133,healthyindulgences.net,1,12.999315537303216
57,16.45448323066393,bhusd.org,1,20.999315537303218
239,16.993839835728952,earthcache.org,1,18.99794661190965
50,0.05201916495550993,kredittipps.pw,1,0.999315537303217
56,6.028747433264887,infinitylimocar.com,1,8.0
47,20.960985626283367,magneticclay.com,1,22.99794661190965
119,4.0,nuenetwork.com,1,4.999315537303217
56,13.00205338809035,truthaboutcellulite.com,1,13.998631074606434
56,19.589322381930184,vanning.com,1,23.000684462696782
47,0.2737850787132101,xn--12c2bo4auba6dajsb0uwf.com,1,0.999315537303217
41,19.0362765229295,fortinet.co.jp,1,20.032854209445585
51,11.961670088980151,orchidproject.org,1,12.999315537303216
56,0.05475701574264202,potenzmittelkaufen.pw,1,0.999315537303217
51,5.946611909650924,europacenter.org.ua,1,7.000684462696783
50,8.930869267624914,whatsonglasgow.co.uk,1,9.998631074606434
48,14.877481177275838,abc-knitting-patterns.com,1,16.0
41,6.009582477754963,almthaly-dammam.com,1,7.000684462696783
231,16.024640657084188,cdpoker.com,1,17.815195071868583
42,17.998631074606433,fivefishstudios.com,1,19.99726214921287
48,19.926078028747433,ivetfashion.com,1,20.999315537303218
43,13.00479123887748,lesliebudewitz.com,1,17.00205338809035
43,9.957563312799453,wmgpublishingstore.com,1,11.000684462696784
47,0.038329911019849415,unihabitat.jp,1,1.0787132101300478
45,8.982888432580424,onlinejurist.net,1,11.000684462696784
56,8.917180013689254,pocketmine.net,1,9.998631074606434
50,16.27104722792608,newtoninstitute.org,1,16.999315537303218
116,4.0,ecjoomla.com,1,5.9958932238193015
47,22.2943189596167,lexpres.com,1,25.00205338809035
103,15.854893908282,alliance-francaise.ca,2,21.00205338809035
56,3.4715947980835042,alyxstudio.com,1,10.001368925393566
56,20.438056125941138,cnluye.com,1,21.998631074606433
49,7.9808350444900755,fashion-agony.com,1,8.999315537303216
116,9.360711841204655,nadlerhotels.com,1,9.998631074606434
53,9.396303901437372,rethinkdigg.com,1,10.99794661190965
46,18.90759753593429,shadow-electronics.com,1,20.0
56,5.790554414784395,siliconmilkroundabout.com,1,15.000684462696784
56,7.926078028747433,sprakdesign.com,1,8.999315537303216
48,0.0,utwinc.com,1,0.999315537303217
49,5.834360027378508,mdhumanities.org,1,6.997946611909651
56,9.91649555099247,rearviewmirror.tv,1,10.99794661190965
56,10.91854893908282,revolvercoffee.ca,1,12.0
51,8.002737850787133,bestofsigns.com,1,9.998631074606434
47,4.9253935660506505,essayria.com,2,5.9986310746064335
56,14.001368925393566,familychoiceawards.com,1,14.99794661190965
56,22.90759753593429,hifinews.com,1,24.0
50,20.917180013689254,restud.com,1,25.998631074606433
52,13.00479123887748,saintbarth-tourisme.com,1,13.998631074606434
51,24.914442162902123,self-counsel.com,1,25.9958932238193
48,17.596167008898014,planetanim.fr,1,18.633812457221083
40,23.019849418206707,goot.co.jp,2,24.016427104722794
116,13.00205338809035,4evriders.org,1,14.99794661190965
119,0.999315537303217,iowajobs.org,1,1.998631074606434
54,16.56399726214921,linhadefensiva.org,1,17.998631074606433
56,18.833675564681723,maine207.org,1,24.0
36,17.921971252566735,upf.tv,1,19.000684462696782
49,4.002737850787132,altcoinium.com,1,5.9986310746064335
46,16.993839835728952,bojnourdcement.com,1,17.998631074606433
51,21.998631074606433,devitaskincare.com,1,23.000684462696782
109,16.980150581793293,greentomatocars.com,1,17.998631074606433
56,16.654346338124572,homespyvideo.com,1,16.999315537303218
46,4.955509924709103,koptanelkhalej.com,1,5.9986310746064335
49,23.98631074606434,monograms.com,1,24.996577686516083
106,0.0,mveou.com,1,0.999315537303217
111,0.0,nb-haishun.com,1,0.999315537303217
53,8.202600958247775,omega3innovations.com,1,11.000684462696784
111,24.0,tootsies.com,2,24.996577686516083
44,19.34839151266256,deutsch.info,1,20.0
56,19.091033538672143,missengland.info,1,20.0
119,19.01163586584531,bostonphil.org,1,21.998631074606433
64,14.989733059548255,embassyofcambodia.org,1,16.0
236,21.998631074606433,baycitiesitaliandeli.com,1,23.000684462696782
49,3.871321013004791,buyviagrapillz.com,1,4.999315537303217
119,12.487337440109513,co2neutralwebsite.com,1,17.998631074606433
56,11.195071868583161,districtdetroit.com,1,18.99794661190965
47,0.5612594113620808,doxycyclinextl.com,1,0.999315537303217
53,15.003422313483915,housingcamera.com,1,16.0
49,12.969199178644764,library20.com,1,13.998631074606434
56,10.967830253251197,lotuswei.com,1,19.000684462696782
46,11.838466803559205,loveandbravery.com,1,13.998631074606434
47,13.952087611225188,noticiastech.com,1,16.0
46,7.066392881587953,riyadh-leaks.com,1,8.0
47,24.91170431211499,thursdayplantation.com,1,25.9958932238193
56,14.54072553045859,webactivism.com,1,18.223134839151268
56,0.5284052019164955,autoversicherungkosten.info,1,0.999315537303217
105,11.879534565366187,cat2004.net,1,12.999315537303216
220,0.0,easydownload.net,1,0.999315537303217
54,22.193018480492814,trsecurity.net,1,23.000684462696782
57,12.941820670773442,bmorehumane.org,1,15.000684462696784
56,11.72621492128679,btaoregon.org,1,12.0
50,11.97535934291581,dailygossip.org,1,12.999315537303216
116,5.032169746748802,ksaq.org,1,5.9986310746064335
47,6.083504449007529,terra-gps.com.ua,1,7.000684462696783
42,22.0041067761807,absoluteitsolutions.com,1,23.000684462696782
104,10.004106776180699,chinaylqxexpo.com,1,11.000684462696784
54,9.990417522245037,djfoodie.com,1,11.000684462696784
51,0.0,dqg-china.com,1,0.9965776865160849
236,22.0041067761807,enuffznuff.com,1,23.000684462696782
47,7.523613963039014,globalbrandsmagazine.com,1,9.998631074606434
49,4.692676249144422,gowerpub.com,1,5.9986310746064335
47,10.992470910335387,holowczak.com,1,12.084873374401095
51,11.121149897330595,mvpdiscsports.com,1,16.999315537303218
40,4.2354551676933605,ostydb.com,1,5.9986310746064335
57,17.00205338809035,santansun.com,1,17.998631074606433
57,11.003422313483915,skydmagazine.com,1,12.0
39,18.00958247775496,thezeroboss.com,1,18.99794661190965
56,6.9897330595482545,yinhezaoqi.com,1,8.0
47,10.483230663928817,ensadlab.fr,1,11.129363449691992
48,4.969199178644764,aisi.info,1,8.0
48,11.994524298425736,azadliq.info,1,12.999315537303216
119,17.138945927446954,btvn.net,1,17.9958932238193
50,19.044490075290895,koscian.net,1,20.999315537303218
56,17.984941820670773,allaboutpopularissues.org,2,19.000684462696782
51,11.096509240246407,frenchculturalcenter.org,1,15.000684462696784
56,12.982888432580424,jazzstl.org,1,17.998631074606433
49,15.767282683093772,call-centres.com,1,20.999315537303218
56,16.00273785078713,directmaterial.com,1,16.999315537303218
56,7.167693360711842,iamanimmigrant.com,1,9.998631074606434
46,20.930869267624914,juandiegoflorez.com,1,21.998631074606433
52,26.00684462696783,langka.com,1,27.003422313483917
50,2.735112936344969,meettheboov.com,2,4.0
56,11.003422313483915,onefortythree.com,1,12.0
56,22.001368925393567,palladiobeauty.com,1,22.99794661190965
41,4.892539356605065,pishgam-ind.com,1,5.9986310746064335
56,21.503080082135522,postlech.com,1,23.274469541409992
54,5.9137577002053385,rivetedlit.com,1,8.0
39,15.367556468172484,sundanz.com,1,16.36413415468857
57,14.466803559206022,audubonaction.org,1,16.0
49,24.92539356605065,betasigmapsi.org,1,34.001368925393564
52,7.000684462696783,cfmnigeria.org,1,8.0
51,20.999315537303218,grenzeloos.org,1,21.998631074606433
50,14.948665297741274,mediastandardstrust.org,1,16.0
56,14.910335386721425,sustainablefoodlab.org,1,16.999315537303218
241,20.01368925393566,igaroo.biz,1,20.996577686516083
52,13.853524982888432,moi-gorod.biz,1,14.99520876112252
52,22.0041067761807,borealisrecords.com,1,23.000684462696782
56,26.012320328542096,breakers.com,1,30.99520876112252
111,21.00205338809035,continentalnord.com,1,21.998631074606433
56,14.603696098562628,dcigift.com,1,20.0
51,9.127994524298426,franchisingusamagazine.com,1,10.99520876112252
103,9.051334702258726,handyw.com,1,10.99794661190965
49,20.0,healyourchurchwebsite.com,1,20.999315537303218
103,25.478439425051334,hydetools.com,1,27.003422313483917
57,23.969883641341546,maccallumhouse.com,1,24.996577686516083
116,14.03422313483915,maxmorecreek.com,1,14.99794661190965
56,21.544147843942504,netzsch-grinding.com,1,21.9958932238193
57,14.841889117043122,officespacesoftware.com,2,20.0
225,6.959616700889802,procustomwriting.com,1,8.0
111,0.0,pveong.com,1,0.999315537303217
48,9.00205338809035,scaretissue.com,1,9.998631074606434
42,21.22381930184805,davka.org,1,30.001368925393567
56,5.379876796714579,ninjateam.org,1,8.0
56,13.00205338809035,trashwiki.org,1,13.998631074606434
53,23.98631074606434,charterflights.co.uk,1,25.998631074606433
47,24.347707049965777,lawnmowerworld.co.uk,1,25.998631074606433
56,11.917864476386036,mmcgcarehomes.co.uk,2,15.000684462696784
241,27.98631074606434,berksys.com,1,28.996577686516083
56,2.948665297741273,blackjackcas.com,1,4.0
109,18.981519507186857,georgeweil.com,1,20.0
111,0.26283367556468173,hackerspews.com,1,0.999315537303217
20,12.0,kleki.com,1,12.0
56,5.388090349075975,math-problem-solver.com,1,5.9986310746064335
56,5.221081451060917,paddypowerbetfair.com,1,7.000684462696783
52,5.002053388090349,powerefficiencyguide.com,1,5.9986310746064335
47,9.371663244353183,associationflainoise.fr,2,9.998631074606434
46,0.27652292950034224,dpxfc.info,1,0.999315537303217
39,0.0,buycustomessayonline.net,1,0.999315537303217
46,21.00205338809035,hotlyrics.net,1,21.998631074606433
51,6.973305954825462,pandafreegames.net,1,8.0
52,23.835728952772072,arlingtonchamber.org,1,28.996577686516083
222,19.917864476386036,girlscoutsnyc.org,1,20.999315537303218
48,23.89869952087611,interfaithcenter.org,1,28.996577686516083
52,21.00752908966461,jamestowntribe.org,1,30.001368925393567
56,14.004106776180699,producttalk.org,1,15.000684462696784
56,26.00684462696783,ahmanndesign.com,1,27.003422313483917
56,14.636550308008214,be-a-tree.com,1,16.0
52,21.998631074606433,beavertailsinc.com,1,26.99794661190965
45,12.010951403148528,betrush.com,1,15.000684462696784
115,19.619438740588638,cityofeastpeoria.com,1,22.99794661190965
110,1.0130047912388775,dennydj.com,1,1.998631074606434
56,14.35728952772074,elaosboa.com,1,15.000684462696784
51,23.860369609856264,fabry.com,1,24.996577686516083
46,9.607118412046544,iranmct.com,1,10.99794661190965
41,15.956194387405887,nakweb.com,1,20.999315537303218
46,14.99794661190965,subrosabrand.com,1,16.0
242,23.000684462696782,topbucks.com,1,23.99726214921287
52,14.001368925393566,cutstuff.net,1,16.0
56,17.921971252566735,freedomfund.org,1,19.000684462696782
49,3.0171115674195756,respectcoalition.org,1,4.0
50,11.997262149212867,rylkov-fond.org,1,12.999315537303216
56,8.955509924709103,elcatrin.ca,1,9.998631074606434
50,24.0,bbcbrew.com,2,24.996577686516083
50,14.921286789869953,beisansystems.com,1,16.0
119,17.00205338809035,biggiantcircles.com,1,17.998631074606433
111,0.0,cerobics.com,1,0.999315537303217
57,22.99794661190965,competitivemarkets.com,1,23.99726214921287
57,23.028062970568104,dexis.com,1,25.00205338809035
50,7.003422313483915,estimatefare.com,1,8.0
56,6.839151266255989,gemioli.com,1,15.997262149212867
43,22.0041067761807,pfisterer.com,1,22.573579739904176
49,14.915811088295689,roychristopher.com,1,16.0
50,14.004106776180699,saas-guru.com,2,15.000684462696784
116,10.981519507186858,tenkarstavern.com,1,12.0
47,19.003422313483917,theopenscroll.com,1,20.0
110,0.0027378507871321013,cldpk.net,1,1.002053388090349
237,0.0,linead.net,1,0.999315537303217
119,20.00273785078713,wista.net,1,20.999315537303218
57,13.240246406570842,beirutartcenter.org,1,13.998631074606434
51,7.014373716632443,handsupunited.org,1,8.0
46,13.982203969883642,memoriapoliticademexico.org,1,15.000684462696784
49,12.153319644079398,speedforce.org,1,15.000684462696784
49,0.0,megamads.tv,1,0.999315537303217
243,15.917864476386036,streamlinenettrial.co.uk,1,17.998631074606433
56,21.437371663244353,ibac.ca,1,24.44626967830253
103,11.986310746064339,construction-robotics.com,1,14.99520876112252
47,0.0,fields-of-israel.com,1,0.999315537303217
96,6.850102669404517,jidouauto.com,1,8.0
242,15.003422313483915,jni-journal.com,1,16.0
44,10.173853524982889,jynanyang.com,1,11.000684462696784
114,3.0034223134839153,zalawadroyals.com,1,4.0
56,17.908281998631075,cclponline.org,2,22.99794661190965
49,21.83709787816564,firstharvest.org,1,27.000684462696782
224,18.0041067761807,jlmuseum.org,1,18.99794661190965
57,22.921286789869953,mountaintrails.org,1,24.0
56,22.09719370294319,accessvegas.com,2,23.12662559890486
103,27.288158795345655,avalan.com,1,30.0041067761807
237,20.941820670773442,beinghunted.com,1,20.999315537303218
46,25.100616016427104,berjaya.com,1,25.752224503764545
116,0.0,buy-methotrexate.com,1,0.999315537303217
51,14.94592744695414,cuandoerachamo.com,1,16.0
48,0.0,farmaciasvizzera.com,1,0.999315537303217
57,6.015058179329227,filmstro.com,1,11.000684462696784
49,12.005475701574264,gapyearescape.com,1,12.999315537303216
41,12.002737850787133,globalsportsjobs.com,1,12.999315537303216
47,26.094455852156056,jazzonline.com,1,28.093086926762492
119,23.964407939767284,lgcorp.com,1,24.996577686516083
56,14.360027378507871,magicalomaha.com,1,17.998631074606433
56,13.00205338809035,merlin-digital.com,1,13.998631074606434
241,25.065023956194388,policescanner.com,1,25.9958932238193
116,15.94798083504449,vibeflog.com,1,16.999315537303218
40,13.675564681724847,wauee.com,1,15.000684462696784
49,18.872005475701574,workcycles.com,1,20.0
56,20.00273785078713,zoechicco.com,1,22.001368925393567
50,8.0,arrimages.fr,2,8.999315537303216
110,2.8993839835728954,avtogorod.net,1,4.0
51,14.015058179329227,lunohodov.net,1,15.000684462696784
56,23.33744010951403,marqueze.net,1,24.416153319644078
53,17.00205338809035,chocolatefactorytheater.org,1,17.998631074606433
42,0.16700889801505817,computingcorner.org,1,0.999315537303217
49,12.747433264887064,girlscoutsla.org,1,16.0
41,15.80561259411362,inters.org,1,16.999315537303218
53,18.0041067761807,nasphv.org,1,19.000684462696782
52,23.83299110198494,northstarcompass.org,1,25.998631074606433
43,23.00889801505818,thegreatideas.org,1,32.002737850787135
49,11.964407939767282,willraap.org,1,12.999315537303216
241,16.640657084188913,dullesairport.biz,1,21.09240246406571
43,13.960301163586584,binaryblitz.com,1,15.000684462696784
119,1.377138945927447,ddddn.com,4,2.9979466119096507
43,0.9609856262833676,fitnesschatter.com,1,1.998631074606434
43,25.12251882272416,floridahistory.com,1,26.001368925393567
49,14.03422313483915,headoflegal.com,1,16.0
56,8.577686516084873,hiretheworld.com,1,12.0
236,0.0,khaistudio.com,1,0.999315537303217
43,6.976043805612594,kuu5.com,2,8.0
56,21.297741273100616,lightspeedaviation.com,1,23.279945242984258
57,4.610540725530458,lockedowndesign.com,1,9.998631074606434
51,4.991101984941821,magmacanarias.com,1,5.9986310746064335
56,10.015058179329227,morningwoodrocks.com,1,11.000684462696784
40,10.94318959616701,postanads.com,1,12.0
47,3.780971937029432,premierlocals.com,1,4.996577686516085
50,22.95687885010267,seveballesteros.com,1,23.99726214921287
48,12.574948665297741,swckxx.com,1,12.999315537303216
51,10.004106776180699,heritageliberia.net,1,11.000684462696784
46,18.409308692676248,lutherie.net,1,23.994524298425734
56,20.0,thepalladium.net,1,20.996577686516083
119,18.351813826146476,flogris.org,1,28.00273785078713
46,16.00273785078713,makeroadssafe.org,1,16.999315537303218
103,7.917864476386037,postskriptum.org,1,8.999315537303216
115,25.00205338809035,southstpaul.org,1,35.00342231348392
56,17.815195071868583,waldorfanswers.org,1,23.000684462696782
116,21.409993155373034,laurasecord.ca,1,22.412046543463383
51,15.003422313483915,brooklynartproject.com,1,16.0
49,3.9507186858316223,catch-me24.com,1,4.999315537303217
119,19.958932238193018,cinemawest.com,1,20.999315537303218
49,13.995893223819301,domenal.com,1,15.000684462696784
116,9.949349760438055,fajranrachman.com,1,10.99794661190965
56,12.0,ixinji.com,1,12.999315537303216
56,24.99110198494182,krazyglue.com,1,25.9958932238193
57,14.061601642710473,lhasaoms.com,1,19.000684462696782
56,9.00205338809035,markupcloud.com,1,9.998631074606434
48,12.815879534565367,michaelwlucas.com,1,13.995893223819301
119,2.458590006844627,modafinileos.com,1,4.0
56,0.0027378507871321013,officialblackhawksauthority.com,2,0.9965776865160849
54,0.0,profit-projector.com,1,0.999315537303217
56,22.091718001368925,saintpatricksdayparade.com,1,22.99794661190965
102,18.91854893908282,sdf999.com,1,19.99726214921287
57,13.535934291581109,summitmountainguides.com,1,14.99794661190965
47,19.006160164271048,susangreenecopywriter.com,1,20.0
56,16.00273785078713,diariolaregion.net,1,16.996577686516083
56,17.93839835728953,gc-solutions.net,1,23.000684462696782
38,0.01642710472279261,good-zona.online,2,0.999315537303217
50,15.000684462696784,1000friendsofflorida.org,3,20.0
49,20.917180013689254,areyougeneric.org,1,21.998631074606433
26,21.83709787816564,geekcorps.org,2,27.000684462696782
56,12.914442162902121,usaclimbing.org,1,20.0
56,11.917864476386036,wisconsinlife.org,1,12.999315537303216
45,2.9952087611225187,optcvetok.com.ua,1,12.0
52,25.779603011635867,annemurray.com,2,26.99794661190965
46,0.008213552361396304,bearsonlinetore.com,1,0.999315537303217
42,22.986995208761122,blueovalnews.com,1,23.994524298425734
56,14.986995208761122,fisherwallace.com,1,16.0
48,8.314852840520192,greaterthangames.com,1,10.99794661190965
47,12.982888432580424,inowweb.com,1,13.998631074606434
51,24.980150581793293,newpraguetimes.com,1,25.99315537303217
115,17.99041752224504,nexusdb.com,1,20.0
51,24.0,pierotucci.com,1,24.996577686516083
50,12.988364134154688,prodobavki.com,1,17.998631074606433
112,26.90759753593429,sfhs.com,1,28.00273785078713
116,22.83915126625599,stargate-chronicles.com,1,23.000684462696782
39,23.121149897330596,tattooarchive.com,1,24.11772758384668
104,10.948665297741274,tzrmw.com,1,12.0
115,0.11772758384668036,watchwholemovie.com,1,0.999315537303217
107,16.917180013689254,windoor168.com,1,17.9958932238193
51,12.0,lsdfunwar.fr,1,12.999315537303216
56,6.349075975359343,sammyboyforum.info,1,7.000684462696783
56,7.926078028747433,shern.net,1,8.999315537303216
57,15.003422313483915,noblenetwork.org,1,16.0
50,16.980150581793293,thekaneko.org,1,17.998631074606433
49,17.968514715947983,kapro.ua,1,19.000684462696782
241,16.01368925393566,mysudden.biz,1,16.996577686516083
104,17.021218343600275,20ltd.com,1,17.998631074606433
56,9.19917864476386,businessbloomer.com,1,14.001368925393566
57,9.990417522245037,collegeandmagnolia.com,1,10.001368925393566
56,12.002737850787133,energydatametrics.com,1,12.999315537303216
231,15.520876112251882,hlth.com,1,24.999315537303218
38,5.7850787132101305,najidongman.com,1,6.997946611909651
42,22.431211498973305,tamilcanadian.com,1,24.993839835728952
47,0.28473648186173856,teknologims.com,1,0.999315537303217
49,22.981519507186857,elsevier.fr,1,23.98631074606434
56,17.984941820670773,australian-animals.net,1,19.000684462696782
51,22.431211498973305,americanvictory.org,1,24.0
53,24.87337440109514,childpastlives.org,1,25.9958932238193
56,8.903490759753593,codeclubworld.org,1,12.0
54,21.300479123887747,nchumanities.org,1,23.99726214921287
43,11.003422313483915,writewaycommunications.ca,1,12.0
56,22.001368925393567,cartelligent.com,1,22.99794661190965
102,10.888432580424366,chouyangxiang.com,1,12.0
49,23.515400410677618,erowa.com,1,31.99726214921287
53,19.876796714579054,howardhallis.com,1,20.999315537303218
116,1.002053388090349,moneywithoutworking.com,1,1.998631074606434
119,21.00205338809035,raceindustry.com,1,21.998631074606433
46,12.933607118412047,sweepingzen.com,1,13.998631074606434
56,0.0,thetexanslockerroom.com,1,0.999315537303217
119,0.5037645448323066,tokobagusmobiltoyota.com,1,1.998631074606434
56,23.731690622861056,euroispa.org,1,24.996577686516083
49,19.479808350444902,lbo-talk.org,1,20.0
47,16.00273785078713,nubuntu.org,1,16.999315537303218
47,11.969883641341546,sociologicalimagination.org,1,12.999315537303216
87,8.002737850787133,cqyszc.com,1,8.0
42,19.90965092402464,deepwebtech.com,2,20.999315537303218
49,5.300479123887748,downloadhdmovieapp.com,1,6.997946611909651
57,18.0041067761807,floridagrapefruitleague.com,1,19.000684462696782
56,14.91854893908282,getinsured.com,1,17.998631074606433
51,5.900068446269678,gramunion.com,1,7.000684462696783
53,5.004791238877481,jatobuilders.com,1,10.001368925393566
47,6.751540041067762,laserkopen.com,1,9.00205338809035
52,14.97056810403833,museumofamericanspeed.com,1,16.0
111,0.10677618069815195,nygiantsproshop.com,1,0.999315537303217
241,9.00205338809035,omcns.com,1,8.999315537303216
46,24.980150581793293,unifeeder.com,1,25.99315537303217
224,18.792607802874745,windowshop.com,1,20.0
103,13.760438056125942,frumsatire.net,1,15.000684462696784
56,5.960301163586585,isilibands.net,1,7.000684462696783
51,3.912388774811773,hijiginfans.org,1,5.9986310746064335
53,21.6290212183436,onlinepolicy.org,1,22.99794661190965
50,0.013689253935660506,aufmuthmotors.co,1,0.999315537303217
51,3.4387405886379194,214828.com,1,4.999315537303217
115,0.9034907597535934,brokerageleaders.com,1,1.998631074606434
41,8.577686516084873,cari-homestay.com,1,9.998631074606434
56,12.002737850787133,dadarocks.com,1,12.999315537303216
57,23.953456536618756,jmtour.com,1,26.99247091033539
43,11.000684462696784,lehighvalleyinsulators.com,1,11.997262149212867
50,11.006160164271048,ugrasport.com,1,12.0
57,15.731690622861054,walkertracker.com,1,16.999315537303218
42,11.34839151266256,zuimoban.com,1,14.001368925393566
241,6.913073237508556,deluxelabs.info,1,8.999315537303216
46,10.47501711156742,devgirl.org,1,12.999315537303216
107,20.00273785078713,navyandmarine.org,1,20.999315537303218
46,23.000684462696782,reefball.org,2,33.002053388090346
54,22.67488021902806,springfieldhospital.org,1,23.99726214921287
46,4.999315537303217,bolanaguib.com,1,5.9986310746064335
41,3.0034223134839153,boluanahaber.com,1,4.0
57,14.830937713894592,carlsonattorneys.com,1,24.0
103,9.00205338809035,factsaboutherbalife.com,1,9.998631074606434
232,15.003422313483915,frenchpod101.com,1,16.0
119,19.003422313483917,guardiannewsngr.com,1,20.0
232,20.89801505817933,huguesjohnson.com,1,22.99794661190965
105,9.390828199863108,hzdayuan.com,1,12.0
52,17.916495550992472,lakbaypilipinas.com,1,19.000684462696782
50,16.83504449007529,marksblogg.com,1,21.998631074606433
56,16.8186173853525,myconcierge.com,1,20.0
64,20.09034907597536,networkactiv.com,1,20.999315537303218
56,18.56536618754278,noodor.com,2,21.00205338809035
48,15.030800821355236,tusul.com,1,16.0
39,15.871321013004792,yojochina.com,1,16.999315537303218
44,28.999315537303218,individual.net,1,29.9958932238193
43,12.303901437371664,liftss.net,1,12.996577686516085
44,19.991786447638603,cheric.org,1,20.999315537303218
48,19.077344284736483,coloradocfs.org,1,20.0
112,20.83504449007529,hunschool.org,1,25.998631074606433
49,11.997262149212867,lvl1.org,1,12.999315537303216
39,4.747433264887063,gxcd.pw,1,5.9986310746064335
53,0.0027378507871321013,0738xian.com,1,0.999315537303217
54,11.293634496919918,abnamrocomfin.com,1,12.0
57,12.919917864476385,codesqueeze.com,1,16.0
54,23.006160164271048,great-adventures.com,1,25.99315537303217
56,4.991101984941821,medicaltheses.com,1,5.9986310746064335
53,20.0,muslimhope.com,1,20.996577686516083
239,27.006160164271048,swcollege.com,1,28.0
51,4.002737850787132,uploadtown.com,1,4.999315537303217
56,0.0,vindictivebrotherhood.com,1,0.999315537303217
52,11.915126625598905,xtutti.com,1,12.999315537303216
108,19.003422313483917,congress60.org,1,20.0
