active,cons,life,averageTTL,Domain Name
22.17659137577002,1,63.997262149212865,43,jqw.com
0.0,1,0.999315537303217,116,4xsex.com
8.980150581793293,1,12.0,56,carbonbrief.org
18.940451745379878,1,20.0,56,sportsblog.com
14.223134839151266,1,20.0,47,androidcommunity.com
22.921286789869953,1,24.0,242,freeyellow.com
23.838466803559207,1,29.00205338809035,57,esrb.org
13.527720739219713,2,14.99794661190965,244,addictivetips.com
3.4989733059548254,1,4.0,56,csiporn.com
22.72416153319644,1,31.772758384668034,50,home.net
20.83778234086242,1,26.001368925393567,25,michaeljfox.org
6.009582477754963,1,8.0,47,mysterythemes.com
24.060232717316907,1,24.996577686516083,56,atsjournals.org
19.969883641341546,1,25.998631074606433,56,instapage.com
24.49281314168378,1,25.57700205338809,232,wtkr.com
21.913757700205338,1,23.000684462696782,116,picnik.com
19.98904859685147,1,20.999315537303218,54,kron4.com
17.911019849418206,1,17.998631074606433,43,paragon-software.com
13.574264202600958,1,14.99794661190965,35,youkia.com
23.586584531143053,1,32.99657768651608,52,mbusa.com
21.78781656399726,1,23.000684462696782,51,runescape.com
25.869952087611225,1,27.000684462696782,53,lubbockonline.com
29.097878165639973,1,29.9958932238193,50,amadeus.com
20.0,1,20.999315537303218,46,probeersel.com
27.000684462696782,1,27.99726214921287,57,care.org
4.002737850787132,1,4.999315537303217,40,moraguesonline.com
23.003422313483917,1,26.001368925393567,50,mediaoptions.com
8.892539356605065,1,10.99794661190965,50,kxcdn.com
1.864476386036961,1,3.0006844626967832,52,chinacheapnfljerseys.com
27.838466803559207,1,30.99520876112252,56,criterion.com
14.926762491444217,1,16.0,77,artxun.com
19.753593429158112,1,21.998631074606433,55,he.wikipedia.org
3.0061601642710474,1,4.0,56,freeautoapprovelist.com
10.850102669404517,1,11.000684462696784,50,slnk.info
26.87748117727584,1,27.99726214921287,54,wpri.com
0.4517453798767967,1,0.999315537303217,41,usaerectionrx.com
7.003422313483915,1,8.344969199178644,46,ifworlddesignguide.com
12.02737850787132,1,20.999315537303218,231,expressvpn.com
24.985626283367555,2,25.9958932238193,50,appledaily.com
21.749486652977414,1,23.000684462696782,19,17k.com
4.936344969199179,2,5.9986310746064335,56,essay-writing.net
21.801505817932924,1,24.0,244,caradisiac.com
3.4387405886379194,1,4.0,56,epornere.com
22.209445585215605,2,23.000684462696782,50,1001fonts.com
16.91170431211499,1,18.99794661190965,57,sugarcrm.com
24.83504449007529,1,26.99794661190965,22,wpr.org
14.004106776180699,1,16.0,56,visionofhumanity.org
26.00684462696783,1,27.003422313483917,54,phoenixcontact.com
6.376454483230664,1,8.0,103,gimletmedia.com
12.958247775496236,1,15.000684462696784,56,typecho.org
23.301848049281315,1,24.0,50,c-c.com
19.81656399726215,1,28.993839835728952,55,sonicwall.com
22.986995208761122,1,23.99726214921287,119,cruisecritic.com
26.915811088295687,1,28.00273785078713,51,overture.com
22.55715263518138,1,24.0,57,southcoasttoday.com
25.987679671457904,2,26.99794661190965,57,kcci.com
17.919233401779604,2,24.0,56,moodle.com
23.926078028747433,1,24.996577686516083,56,htmlgoodies.com
13.94113620807666,1,14.940451745379876,42,unistra.fr
25.10609171800137,1,26.001368925393567,53,fox5atlanta.com
19.98904859685147,1,20.999315537303218,56,health24.com
20.930869267624914,1,24.0,42,yuloo.com
15.000684462696784,1,16.996577686516083,56,technabob.com
12.840520191649555,1,21.00205338809035,52,fansided.com
8.906228610540726,1,9.998631074606434,231,peraichi.com
17.87542778918549,1,23.000684462696782,47,thetyee.ca
12.914442162902121,1,13.998631074606434,56,openclassrooms.com
26.910335386721425,1,27.994524298425734,54,burton.com
25.916495550992472,1,27.003422313483917,23,tibco.com
24.511978097193705,1,32.993839835728956,231,frieze.com
3.049965776865161,1,4.0,51,customizedjerseysmake.com
12.659822039698836,1,13.998631074606434,49,softaculous.com
17.21286789869952,1,26.99520876112252,56,gardeningknowhow.com
7.003422313483915,1,8.0,56,unilad.co.uk
26.001368925393567,1,26.99794661190965,52,fendi.com
22.844626967830255,1,24.0,56,nraila.org
17.048596851471594,1,18.04517453798768,52,princehotels.co.jp
1.2922655715263518,1,2.9979466119096507,49,canadianonlinepharmacynnm.com
2.91854893908282,1,4.0,56,femiporn.com
17.919233401779604,1,19.000684462696782,53,jihadwatch.org
11.203285420944558,1,15.000684462696784,42,ifengimg.com
21.34154688569473,1,24.993839835728952,44,wargaming.net
0.0027378507871321013,1,0.999315537303217,46,goadporn.com
24.980150581793293,1,25.99315537303217,46,codemasters.com
17.149897330595483,1,18.99794661190965,50,lesnumeriques.com
13.659137577002053,1,13.998631074606434,56,0daymusic.org
13.987679671457906,1,14.99794661190965,54,fox5sandiego.com
24.985626283367555,1,25.998631074606433,234,gateway.com
21.037645448323065,1,28.0,56,thisnext.com
24.930869267624914,1,25.9958932238193,56,jeuneafrique.com
18.127310061601644,1,62.001368925393564,45,jobcn.com
25.921971252566735,1,27.003422313483917,51,multichannel.com
22.06160164271047,1,28.999315537303218,55,msichicago.org
8.002737850787133,1,8.999315537303216,56,cryptocompare.com
20.999315537303218,1,21.998631074606433,57,telecompaper.com
18.90759753593429,1,22.001368925393567,42,sneac.com
25.89185489390828,1,26.99794661190965,55,newlook.com
17.987679671457904,1,18.99794661190965,56,businessgreen.com
16.438056125941138,1,26.001368925393567,105,dzsc.com
24.024640657084188,1,25.021218343600275,234,warnerbros.co.jp
9.894592744695414,1,10.99794661190965,56,freesmartsoft.com
23.003422313483917,1,24.999315537303218,39,rockymountainnews.com
26.915811088295687,1,28.999315537303218,54,swift.com
16.79397672826831,1,20.999315537303218,52,realclimate.org
3.0034223134839153,1,4.0,48,blogigo.com
18.0041067761807,1,19.000684462696782,244,anydesk.com
23.90965092402464,1,24.996577686516083,52,flurry.com
21.347022587268995,1,30.99794661190965,50,cdiscount.com
24.479123887748116,1,26.99794661190965,54,elcorreo.com
22.702258726899384,1,32.69815195071869,43,wxrb.com
22.02053388090349,1,22.99520876112252,119,edelweis.com
26.68583162217659,1,26.99794661190965,52,fox29.com
15.003422313483915,1,16.0,56,myvidster.com
15.003422313483915,1,16.0,57,gearpatrol.com
31.73990417522245,1,32.824093086926766,52,aim.com
25.727583846680357,1,29.9958932238193,86,aiaa.org
23.912388774811774,1,24.999315537303218,236,homeaway.co.uk
17.932922655715263,1,27.000684462696782,55,monoprice.com
23.783709787816566,1,24.996577686516083,57,poughkeepsiejournal.com
15.997262149212867,1,16.999315537303218,51,cqc.org.uk
21.911019849418206,1,23.994524298425734,239,vegas.com
22.633812457221083,2,24.720054757015742,232,zoomerang.com
13.924709103353868,1,18.99794661190965,56,thestudentroom.co.uk
17.00205338809035,1,17.998631074606433,53,pond5.com
22.55715263518138,1,23.000684462696782,234,thieme-connect.com
23.915126625598905,1,24.996577686516083,56,hardrockcafe.com
14.822724161533197,1,15.819301848049282,57,lumosity.com
10.76249144421629,1,16.0,25,uofmhealth.org
24.369609856262834,2,29.9958932238193,231,ntt.com
25.984941820670773,1,27.003422313483917,236,c-and-a.com
10.004106776180699,1,11.000684462696784,57,art19.com
12.629705681040383,1,13.998631074606434,56,ohsheglows.com
26.0041067761807,1,26.001368925393567,56,video-one.com
9.270362765229295,1,13.995893223819301,56,greenmedinfo.com
1.2922655715263518,1,2.9979466119096507,47,canadianpharmaciesnnm.com
14.885694729637235,1,20.0,48,openai.com
13.856262833675565,1,14.99794661190965,45,noelshack.com
15.794661190965092,1,20.0,56,mindful.org
28.908966461327857,1,30.99520876112252,55,bmc.com
10.937713894592745,1,12.999315537303216,56,activistpost.com
22.986995208761122,1,23.99726214921287,57,gapyear.com
20.914442162902123,1,23.000684462696782,55,eteamz.com
14.001368925393566,1,14.99794661190965,56,yourlisten.com
16.00273785078713,1,16.999315537303218,53,gutefrage.net
15.854893908282,1,24.999315537303218,231,sydneyoperahouse.com
17.9958932238193,1,18.99794661190965,48,memory-alpha.org
9.82340862422998,1,11.000684462696784,40,qianxin.com
18.95687885010267,1,20.0,57,readwritethink.org
9.88911704312115,1,17.00205338809035,56,elearningindustry.com
19.923340177960302,1,24.999315537303218,57,broadinstitute.org
22.127310061601644,1,22.99794661190965,52,nutritionfacts.org
11.014373716632443,1,20.999315537303218,47,devhub.com
15.003422313483915,1,16.0,56,stuff.tv
32.49555099247091,1,33.9958932238193,56,polaroid.com
24.427104722792606,2,30.99520876112252,56,applebees.com
13.998631074606434,1,14.99520876112252,45,classtell.com
20.67624914442163,1,28.0,56,nationalbreastcancer.org
19.633127994524298,1,25.00205338809035,56,theice.com
17.88637919233402,1,19.000684462696782,42,edgewall.org
0.0027378507871321013,1,0.999315537303217,116,langporn.com
23.93429158110883,1,24.996577686516083,51,thecounter.com
4.832306639288158,1,6.997946611909651,55,purekana.com
16.93634496919918,1,17.998631074606433,48,smbc-comics.com
22.989733059548254,1,24.999315537303218,52,ing.com
16.5968514715948,1,20.0,56,ontheissues.org
25.998631074606433,1,26.99520876112252,56,ibj.com
18.68583162217659,1,24.0,56,mumsnet.com
13.919233401779604,1,15.000684462696784,51,akinator.com
23.98631074606434,1,24.996577686516083,54,siliconvalley.com
21.919233401779604,1,23.000684462696782,56,eurasianet.org
16.955509924709105,1,17.998631074606433,56,gdziezjesc.info
12.711841204654347,1,15.997262149212867,52,wgz.cz
27.912388774811774,1,28.908966461327857,51,mt.com
18.740588637919235,1,21.998631074606433,40,vicp.net
21.782340862423,1,24.0,57,columbiatribune.com
23.876796714579054,1,24.996577686516083,55,diageo.com
26.99247091033539,1,28.00273785078713,119,atlascopco.com
17.817932922655714,1,19.99726214921287,54,trivago.com
19.148528405201915,2,21.998631074606433,43,jjwxc.net
19.003422313483917,1,20.0,45,sharpreader.net
16.5968514715948,2,18.99794661190965,38,yeepay.com
17.801505817932924,1,24.993839835728952,56,gamerevolution.com
8.952772073921972,1,12.0,222,jpacschoolclubs.co.uk
11.994524298425736,1,13.998631074606434,50,siberiantimes.com
6.9897330595482545,1,12.0,111,mouthhealthy.org
11.367556468172484,1,12.0,51,documentfoundation.org
25.686516084873375,1,34.997946611909654,53,veritas.com
26.986995208761122,1,27.99726214921287,56,hearst.com
22.04517453798768,1,23.16495550992471,52,humanite.fr
10.60643394934976,1,19.000684462696782,57,semver.org
12.005475701574264,1,12.999315537303216,52,hostingkartinok.com
21.924709103353866,1,26.001368925393567,40,blueidea.com
12.999315537303216,1,13.998631074606434,56,sketchapp.com
20.985626283367555,1,25.00205338809035,39,guoxue.com
5.9958932238193015,2,6.997946611909651,119,yeezy-shoes.org
20.00273785078713,1,24.999315537303218,116,head-fi.org
6.907597535934292,1,8.0,42,dwcdn.net
8.933607118412047,1,9.998631074606434,46,largescalestudios.com
25.924709103353866,1,26.99794661190965,56,guess.com
22.29158110882957,1,27.000684462696782,57,forcepoint.com
23.000684462696782,1,24.0,115,globalreporting.org
13.00205338809035,1,13.998631074606434,56,organicthemes.com
23.342915811088297,1,24.347707049965777,239,marieclaire.fr
26.93223819301848,1,28.0,244,postbulletin.com
24.79671457905544,1,27.633127994524298,57,goerie.com
13.210130047912388,1,13.664613278576317,57,businessinsider.fr
11.912388774811772,1,12.999315537303216,116,whatbrowser.org
15.203285420944558,1,16.999315537303218,41,jxedt.com
0.9609856262833676,1,1.998631074606434,56,viagrakkk.com
19.72621492128679,1,24.996577686516083,42,yuanlin.com
9.00205338809035,1,9.998631074606434,244,theoceancleanup.com
21.95482546201232,1,22.99794661190965,232,walkerplus.com
25.99315537303217,1,27.003422313483917,54,fox40.com
11.937029431895962,1,20.0,236,bwin.com
14.433949349760438,1,16.999315537303218,57,fora.tv
25.596167008898014,1,30.99794661190965,57,1800flowers.com
22.989733059548254,1,24.0,114,marchofdimes.com
13.00205338809035,1,13.998631074606434,52,tinybuddha.com
22.915811088295687,1,23.99726214921287,46,privacyinternational.org
25.23750855578371,1,26.001368925393567,237,alienware.com
12.002737850787133,1,12.999315537303216,56,wpexplorer.com
24.32580424366872,1,25.9958932238193,57,austin360.com
15.003422313483915,1,16.0,56,logopond.com
18.088980150581794,1,19.000684462696782,116,aom.org
22.819986310746064,2,23.000684462696782,56,mmorpg.com
16.969199178644764,1,17.998631074606433,52,camstudio.org
26.38466803559206,1,26.99794661190965,48,primark.com
27.003422313483917,1,37.00479123887748,56,washington.org
22.001368925393567,1,22.99794661190965,56,trekearth.com
20.632443531827516,1,25.9958932238193,49,rinkworks.com
3.2114989733059547,1,3.997262149212868,46,cheapwholesalejerseysshipping.com
8.016427104722792,1,13.998631074606434,56,thinkific.com
18.0041067761807,1,19.000684462696782,57,ritholtz.com
6.223134839151267,2,7.000684462696783,56,essayusa.com
17.00205338809035,2,17.998631074606433,56,dnnsoftware.com
14.913073237508556,1,16.999315537303218,231,hotmart.com
17.50034223134839,1,17.998631074606433,232,ea3w.com
14.157426420260096,1,24.0,56,diffen.com
22.313483915126625,1,24.996577686516083,54,artnews.com
23.132101300479125,1,24.996577686516083,56,perfil.com
15.624914442162902,1,20.999315537303218,40,bokee.net
11.912388774811772,1,12.999315537303216,57,vimeocdn.com
13.587953456536619,1,17.998631074606433,57,academicearth.org
23.342915811088297,1,23.99726214921287,46,giant-bicycles.com
6.921286789869952,1,8.0,42,gumthai.com
24.53388090349076,2,32.0,44,99.com
20.996577686516083,1,21.998631074606433,52,skepticalinquirer.org
6.926762491444216,1,8.0,56,everydaysoft.com
14.001368925393566,1,15.000684462696784,56,nextbigfuture.com
20.98836413415469,1,21.998631074606433,244,bnef.com
2.9295003422313486,1,4.0,47,buytermpaper.org
19.98904859685147,1,20.999315537303218,240,intertek.com
6.0041067761806985,2,7.000684462696783,39,essayhelpservice.net
24.0,1,24.996577686516083,104,iospress.com
5.002053388090349,1,5.9986310746064335,56,onlinebuyessay.com
25.911019849418206,1,26.99520876112252,231,kshb.com
5.664613278576318,1,8.0,56,fossbytes.com
11.912388774811772,1,12.996577686516085,119,designspiration.net
18.940451745379878,1,20.0,56,able2know.org
17.982203969883642,1,20.0,52,plosmedicine.org
21.420944558521562,1,22.99794661190965,53,greatfallstribune.com
19.37303216974675,1,28.999315537303218,50,oneindia.com
16.919917864476385,1,17.998631074606433,56,nakedcapitalism.com
22.743326488706366,1,26.001368925393567,49,americanscientist.org
24.90075290896646,1,25.9958932238193,244,oscar.com
10.335386721423683,1,14.001368925393566,56,flowpaper.com
1.158110882956879,1,3.0006844626967832,56,xvirgaronline.com
15.969883641341546,1,16.999315537303218,43,10yan.com
26.99794661190965,1,27.994524298425734,56,gamezone.com
26.986995208761122,1,27.99726214921287,55,msci.com
19.958932238193018,1,20.999315537303218,56,fraserinstitute.org
22.986995208761122,1,23.99726214921287,108,legoland.com
25.987679671457904,1,26.99794661190965,54,koin.com
27.838466803559207,1,29.00205338809035,232,afb.org
27.433264887063654,1,28.993839835728952,56,cboe.com
26.915811088295687,1,28.00273785078713,53,timberland.com
16.00273785078713,1,16.958247775496236,56,startnext.com
13.94113620807666,1,15.000684462696784,45,gitorious.org
22.56810403832991,1,28.999315537303218,56,dhamma.org
16.251882272416154,1,21.998631074606433,45,glitter-graphics.com
18.119096509240247,1,19.000684462696782,56,sharpschool.com
16.829568788501028,1,25.998631074606433,40,job5156.com
12.799452429842573,1,15.000684462696784,54,stnn.cc
13.998631074606434,1,14.99794661190965,56,liliputing.com
12.525667351129364,1,13.998631074606434,56,nextavenue.org
11.97262149212868,1,20.999315537303218,56,gimmesomeoven.com
3.4989733059548254,1,4.0,56,inwife.net
17.43463381245722,1,21.998631074606433,56,venganza.org
12.843258042436688,1,20.999315537303218,56,uniregistry.com
22.90485968514716,1,25.998631074606433,57,thedma.org
8.002737850787133,1,11.000684462696784,56,webriti.com
14.001368925393566,1,15.997262149212867,51,picoodle.com
16.00273785078713,1,18.001368925393567,114,zcubes.com
23.90965092402464,2,24.993839835728952,57,ugg.com
13.44832306639288,1,20.0,51,genericdomainmarket.com
15.063655030800822,1,16.0,50,roytanck.com
23.942505133470227,1,27.000684462696782,56,travelweekly.com
24.914442162902123,1,26.001368925393567,56,emedicine.com
15.764544832306639,1,18.001368925393567,51,firstshowing.net
16.175222450376456,1,29.229295003422312,233,postech.ac.kr
2.976043805612594,1,5.9986310746064335,56,pxhere.com
15.000684462696784,1,17.998631074606433,56,celebritynetworth.com
28.005475701574266,1,38.001368925393564,245,ifad.org
5.804243668720055,1,8.999315537303216,40,tianyancha.com
20.79671457905544,1,27.419575633127995,57,cargurus.com
24.97741273100616,1,26.99520876112252,57,acaai.org
24.985626283367555,1,24.999315537303218,56,patient.co.uk
22.63107460643395,1,32.0,56,stellamccartney.com
23.789185489390828,1,28.996577686516083,56,brewdog.com
6.967830253251198,1,16.0,20,justfreethemes.com
18.584531143052704,1,22.001368925393567,52,survio.com
21.99041752224504,1,23.000684462696782,220,brandchannel.com
24.908966461327857,1,28.00273785078713,56,macnn.com
12.002737850787133,1,12.999315537303216,56,expressjs.com
10.913073237508556,1,12.0,116,getpebble.com
13.00205338809035,1,13.998631074606434,56,webdesignledger.com
15.003422313483915,1,16.0,51,bytesforall.com
21.913757700205338,1,23.000684462696782,50,portlandmercury.com
3.353867214236824,2,5.9986310746064335,47,offwhitexjordan1.com
17.021218343600275,1,19.000684462696782,116,payoneer.com
3.912388774811773,1,4.999315537303217,53,premiumjane.com
19.416837782340863,1,24.0,56,jkrowling.com
8.240930869267626,1,9.998631074606434,232,mybluprint.com
16.958247775496236,1,17.998631074606433,45,microformats.org
20.618754277891856,1,24.0,44,myvnc.com
21.00205338809035,1,21.998631074606433,56,gamigo.com
23.912388774811774,1,24.996577686516083,45,debian.net
14.669404517453799,1,24.6652977412731,231,lendingclub.com
12.999315537303216,3,15.997262149212867,56,seeedstudio.com
31.041752224503764,1,32.002737850787135,51,dpd.com
23.915126625598905,1,24.996577686516083,56,pinkdino.com
8.85968514715948,1,9.998631074606434,56,nextcity.org
25.83983572895277,1,29.00479123887748,57,famsf.org
18.97056810403833,2,27.99726214921287,56,allaboutcircuits.com
