cons,averageTTL,active,life,Domain Name,target
1,45,13.02121834,13.99863107,websdr.org,0
1,52,1.01026694,1.998631075,rayban-glasses.us,0
1,56,22.91854894,24,diarioti.com,0
1,47,0.013689254,0.999315537,cialis24h.us,0
1,42,19.03353867,20.03011636,ehimetoseki.jp,0
2,57,26.99794661,36.99657769,nppc.org,0
1,56,9.998631075,11.00068446,cokoye.com,0
1,51,25.9301848,26.92676249,cinescape.com,0
1,111,13.97399042,15.00068446,40billion.com,0
1,56,26.14373717,29.99589322,schools.com,0
1,49,14.92402464,16,7ya.com.ua,0
1,56,6.880219028,7.997262149,ywmoli.com,0
1,119,9.002053388,9.998631075,colin-singer.com,0
1,41,15.86858316,16.99931554,cgi-design.net,0
1,43,11.07186858,13.99863107,mshw.net,0
2,241,14.85010267,15.99726215,accuratebusiness.biz,0
1,241,14.86652977,16,vianordovest.org,0
1,241,21.00205339,21.99863107,dad-stuff.com,0
1,241,15.8329911,18.00136893,bluetech.co.uk,0
1,241,19.06091718,24.04928131,familydollarstores.biz,0
1,55,9.995893224,10.99794661,josepi.com,0
1,241,22.00410678,25.00205339,i-hate-michaels-crafts.com,0
1,40,17.88911704,21.00205339,yoyou.com,0
1,234,7.961670089,17.00205339,musashikoyama-palm.com,0
1,51,12.53935661,12.99931554,walletone.com,0
1,244,25.44284736,29.82614648,grunge.com,0
1,52,13.67556468,18.99794661,mywifequitherjob.com,0
1,47,17.80971937,21.99863107,prostreetonline.com,0
1,40,17.2019165,18.99794661,sj998.com,0
1,56,17.24024641,18.99794661,lelombrik.net,0
1,47,13.93839836,15.00068446,bubok.com,0
1,116,1.724845996,3.000684463,arcteryxboots.com,0
1,43,3.011635866,4,topinfluencers.net,0
1,119,1.04312115,1.998631075,cubanmedicalservices.org,0
1,47,16,16.99657769,untoldhistory.com,0
1,47,8.388774812,9.998631075,phg224.co.uk,0
1,50,2.006844627,7.000684463,yaelduval.com,0
1,56,10.00410678,11.00068446,ditchthelabel.org,0
1,51,20.89801506,25.99863107,ticketpro.ca,0
1,119,23.06091718,32.99931554,ftrain.com,0
1,49,24,24.99657769,aperol.com,0
1,44,15.2936345,16.99931554,maize.com.ua,0
1,227,22.00410678,23.00068446,lottedfs.com,0
1,116,5.002053388,5.998631075,onestopfreequotes.com,0
1,57,18.83641342,20,tacanow.org,0
1,47,12.0164271,12.99931554,dunnascomunica.com,0
1,46,26.00410678,27.00068446,deutz.com,0
1,103,11.00068446,11.99726215,katcarrera.com,0
1,46,9.971252567,12,romtourist.com,0
1,57,23.91786448,29.00205339,ploughshares.org,0
1,41,18.03148528,23.00068446,21rv.com,0
1,119,20.73374401,25.00205339,motorcyclemuseum.org,0
1,232,17.07323751,25.99863107,hbx.com,0
1,46,17.63175907,21.00205339,satraglobal.cz,0
1,56,0.054757016,0.999315537,koliba-rustika.cz,0
2,104,22.03148528,23.00068446,upperindiaspcastings.com,0
1,49,22.92676249,27.99726215,menshealthnetwork.org,0
1,57,19.83572895,24.99931554,upjohn.org,0
1,102,13.98220397,22.99794661,tranbbs.com,0
1,56,23.00068446,23.99726215,anesthesia-analgesia.org,0
1,56,20.00273785,20.99931554,tgen.org,0
1,54,22.82819986,30.99794661,theodoreroosevelt.org,0
1,57,13.35797399,20.13963039,jobma.com,0
1,56,14.91307324,16.99931554,staplesadvantage.com,0
1,41,0.873374401,10.00136893,ferrann.com,0
1,116,13.52772074,13.99863107,kinvey.com,0
1,42,7.958932238,10.00136893,zhangge.net,0
1,119,10.64202601,17.99863107,threadwatch.org,0
1,52,15.18412047,16,freewaregenius.com,0
1,56,22.00410678,23.00068446,conspiracyplanet.com,0
1,46,13.0403833,18.00136893,colnect.com,0
1,45,14.36824093,15.00068446,openpandora.org,0
1,56,25.95756331,26.99794661,scbt.com,0
1,45,21.00205339,22.16837782,phprojekt.com,0
1,49,21.75496235,23.00068446,pc-tools.net,0
1,42,7.939767283,12.99931554,newpct1.com,0
1,240,13.48117728,16,thcdn.com,0
1,53,15.96988364,16.99931554,amateurs-gone-wild.com,0
1,241,11.83572895,17.00205339,metmail.org,0
1,241,20.00273785,20.99931554,wlwt.info,0
1,45,18.88843258,20,foto.ua,0
1,42,24.00273785,24.99383984,aquamarine-nepal.com,0
1,52,0.27652293,0.999315537,incoeurope.co.uk,0
1,241,23.00068446,23.99726215,bluegirl.com,0
1,116,14.00410678,15.00068446,ibeatyou.com,0
1,48,23.94524298,24.99657769,hort.net,0
1,46,19.92334018,22.00136893,fcdnipro.com,0
1,113,25.62354552,26.99247091,megavision.net,0
1,40,7.3045859,12,xiaoe-tech.com,0
1,56,13.9192334,15.00068446,katheats.com,0
2,57,13.36071184,16,foot01.com,0
1,56,12.26283368,13.99863107,outofprintclothing.com,0
1,51,1.081451061,3.000684463,northerncaveman.ca,0
1,106,3.208761123,4,quankj.com,0
1,46,1.015742642,1.998631075,gr-oasis.com,0
1,37,10.91581109,12,yuwa.me,0
1,48,14.9596167,16,divicarton.com,0
1,51,4.005475702,5.998631075,conciergepthamptons.com,0
1,43,5.921971253,7.000684463,aceplusbeta.com,0
1,49,10.00136893,11.00068446,laboratoryschoolnepal.com,0
1,39,0.013689254,0.999315537,play-happy.online,0
1,56,3.498973306,4.999315537,vnkeyfc.com,0
1,46,24,24.99657769,alexanderpalace.org,0
1,56,9.14715948,18.99794661,nomadcapitalist.com,0
1,231,17.60164271,18.99794661,optasports.com,0
1,57,16.91991786,21.99863107,vtex.com,0
1,49,19.84668036,28.99931554,c-command.com,0
1,116,24.98015058,27.00068446,griotsgarage.com,0
1,40,16.1779603,17.00479124,edufolder.jp,0
1,49,5.993155373,7.997262149,promoocodes.com,0
1,42,7.375770021,16,szwkdldz.com,0
1,40,20.81587953,21.99863107,d-actus.com,0
2,232,11.59206023,20.99931554,offgamers.com,0
1,39,5.086926762,8,mokahr.com,0
1,34,18.90485969,28.13963039,dxnews.com,0
1,53,22.00410678,23.00068446,dlshq.org,0
1,50,7.003422313,8,prime-ethiopia.org,0
1,56,16.99931554,17.99589322,boxing247.com,0
1,48,5.333333333,7.000684463,movga.com,0
1,54,22.42299795,24.30390144,findadeath.com,0
1,56,24,24.99657769,promotionworld.com,0
1,243,23.00342231,24,americanwoodworker.com,0
1,52,9.94661191,12.99931554,adorraeli.com,0
1,56,17.62628337,17.99863107,yummysoftware.com,0
1,44,33.83709788,39.00068446,ampr.org,0
1,225,19.31827515,24,evi.com,0
1,57,19.08829569,22.00136893,crossmatch.com,0
1,116,29.8973306,30.99794661,qad.com,0
1,231,19.90691307,20.99931554,funambol.com,0
1,56,18.98699521,20,world-english.org,0
1,46,12.47091034,12.99931554,karelia.pro,0
1,241,0.999315537,0.999315537,weldandcrazy.com,0
1,241,21.95482546,24,demokrasi.com,0
1,119,19.50171116,21.99863107,forsalebyownerrealty.com,0
1,78,8.438056126,9.998631075,tecenet.com,0
1,50,0.038329911,0.996577687,lairdswoodcarving.com,0
1,119,23.00068446,23.99726215,richardserra.com,0
1,49,0.008213552,1.002053388,bhequimar.com,0
1,49,0,0.999315537,ulae.info,0
1,50,18.98151951,20,4pickup.com,0
1,231,23.88227242,25.99589322,smartlook.com,0
1,51,24.91718001,25.99863107,basc.org.uk,0
1,49,22.66666667,23.67145791,telethon.fr,0
1,56,17.97946612,18.99794661,bemz.com,0
2,50,17.00205339,17.99863107,bb-fr.com,0
1,49,2.143737166,4.999315537,klidpro.com,0
1,56,0.982888433,1.998631075,schwuleporno.com,0
1,56,5.01026694,5.998631075,techybeats.com,0
1,41,0.002737851,0.999315537,klarcharoen.com,0
1,119,24.99931554,25.99589322,nfcacares.org,0
1,103,10.11909651,15.1156742,sourcesofinsight.com,0
1,48,18.07802875,24,hellotalk.com,0
1,51,5.924709103,6.997946612,presquileattelage.com,0
1,57,10.96235455,12,liveyourlegend.net,0
1,57,23.99726215,24.99383984,bluebirdcafe.com,0
1,56,3.014373717,12.99931554,famoid.com,0
1,56,2.970568104,4,movilarte.com,0
1,45,10.92402464,12,budpostavka.com.ua,0
1,50,0.350444901,0.999315537,saclancelpascher.fr,0
2,56,18.2642026,19.00068446,coolearth.org,0
1,232,23.95619439,24.99657769,money-rates.com,0
1,56,9.505817933,9.998631075,escortsindwarka.com,0
1,50,13.98767967,16,politicaltheology.com,0
1,46,15.00068446,16,stripegenerator.com,0
1,46,20.13963039,21.99863107,apartheidmuseum.org,0
1,56,11.76728268,12.99931554,lowest-rate-loans.com,0
1,57,16.91718001,17.99863107,testng.org,0
1,53,23.90965092,25.99315537,parislasvegas.com,0
1,52,13.00205339,13.99863107,zap-hosting.com,0
2,51,7.953456537,8.999315537,ucco.com.ua,0
1,50,7.961670089,8.999315537,elitefantasybasketball.com,0
1,50,16.00273785,16.99931554,nytech.org,0
1,46,20.96646133,29.99863107,tuhs.org,0
1,57,3.003422313,5.998631075,kotterinc.com,0
1,40,6.004106776,6.997946612,aiyucheng.com,0
1,54,23.90965092,25.99315537,carnivalcorp.com,0
1,49,21.94661191,23.00068446,ectr.com,0
1,45,24,33.99589322,theosociety.org,0
1,57,22.99794661,24.99383984,smithandwollensky.com,0
1,56,9.368925394,10.99794661,hotforsecurity.com,0
1,231,20.10403833,22.19028063,showcase.ca,0
2,44,8.999315537,9.998631075,hhflcp.com,0
1,244,23.99726215,24.99383984,dmusic.com,0
1,49,14.00410678,15.00068446,iphpbb3.com,0
1,108,13.88090349,14.99520876,grunger.net,0
1,241,2.004106776,3.000684463,atlanticfilmartists.com,0
1,241,18.84736482,19.99726215,deltacore.us,0
1,241,24.88980151,25.99589322,liveband.com,0
1,49,24.31759069,24.99657769,frca.org,0
1,241,14.88843258,17.99589322,settlerscabinbusinesscenter.biz,0
1,47,8.670773443,15.00068446,jollychic.com,0
1,56,1.002053388,1.998631075,hiddenobjectgamesonline.org,0
1,39,5.752224504,6.997946612,ldmnq.com,0
1,56,14.00410678,18.99794661,playark.com,0
2,42,4.706365503,5.998631075,attalaeecars.com,0
1,51,4.082135524,5.07871321,petitmallblog.jp,0
1,109,17.01300479,26.99794661,eileandonancastle.com,0
1,50,21.95208761,22.99794661,actuabd.com,0
2,49,25.94934976,31.99726215,hhrf.org,0
1,55,24.90896646,26.00136893,lespac.com,0
1,56,21.00205339,21.99863107,salesrack.com,0
1,51,23.91512663,24.99657769,bhfh.org,0
1,39,7.427789185,8.999315537,jiemodui.com,0
1,50,10.00684463,11.00068446,ahouseinthehills.com,0
1,47,2.425735797,4,boutiquerotana.com,0
1,43,11.21971253,18.00136893,xcabc.com,0
1,49,18.00410678,19.00068446,k-squareddesigns.com,0
1,45,9.497604381,15.00068446,pulmo-dent.com.ua,0
1,56,14.00410678,15.00068446,bretcontreras.com,0
1,56,21.99589322,26.99520876,redeemer.com,0
1,48,3.003422313,4,sreekumarr.com,0
1,48,11.34017796,13.99863107,murrelllaw.com,0
1,42,15.74811773,24.99931554,laiwu.net,0
1,47,21.9192334,29.99589322,campbell-hogue.com,0
3,107,0.021902806,0.999315537,6661363.com,0
1,44,22.93223819,23.99726215,freshmail.com,0
1,46,5.998631075,6.997946612,dcleaks.com,0
2,56,0.186173854,0.999315537,ymmarine.online,0
1,56,23.04996578,23.99726215,ishafoundation.org,0
1,119,3.003422313,4,adsagesafvrtnreg5tg3d.com,0
1,116,19.39767283,22.63655031,pjtv.com,0
1,231,10.00410678,11.00068446,acnibo.com,0
1,56,11.42231348,13.41820671,bigjournalism.com,0
1,119,12.98562628,13.99863107,bonitasoft.com,0
1,56,7.917864476,8.999315537,chameleonjohn.com,0
1,116,9.034907598,8.999315537,admiris.net,0
1,45,19.55099247,20.99931554,opentracker.net,0
1,56,24.85420945,25.99315537,ceo.com,0
1,51,12.91170431,13.99863107,security.ua,0
1,57,10.00136893,10.99794661,afkinsider.com,0
1,116,15.00068446,16,atlanticwebfitters.net,0
1,31,24.44626968,25.44284736,setgame.com,0
1,52,17.00479124,21.00205339,panda3d.org,0
1,42,23.00068446,23.99726215,scriptsearch.com,0
1,56,22.7652293,23.99726215,orcam.com,0
1,56,6.001368925,6.997946612,paperovernight.com,0
1,43,13.77412731,15.00068446,nuricare.com,0
1,41,8.815879535,10.99794661,zdexe.com,0
1,49,17.83162218,17.99863107,wordcount.org,0
1,44,12.01916496,13.01574264,o-oku.jp,0
1,232,10.0807666,11.07734428,chokaigi.jp,0
1,56,8.97467488,12,momfoodie.com,0
1,241,20.96372348,24,peopleonthemove.org,0
1,56,0.736481862,0.999315537,better-way.info,0
1,241,21.94661191,23.00068446,butlergum.com,0
1,241,18.6036961,20,aroundtheglobetravel.com,0
1,241,22.00410678,23.00068446,acnmail.com,0
1,241,18.91581109,20.99931554,skyitalia.com,0
1,241,13.83709788,15.00068446,adventurephilanthropy.org,0
1,241,10.31348392,15.00068446,computationalfluiddynamics.org,0
1,241,14.87200548,20,qdxpathalliance.org,0
1,41,14.84736482,16,makebro.com,0
1,114,0.898015058,1.995893224,mcmartial.com,0
1,231,7.767282683,14.00136893,carfromjapan.com,0
1,56,5.963039014,7.000684463,mercatox.com,0
1,44,23.00068446,23.99726215,fembio.org,0
2,56,14.6146475,15.61122519,mooglyblog.com,0
1,46,3.991786448,4.999315537,thedarksun.org,0
1,52,20.73921971,30.00136893,autocasion.com,0
1,45,22.91581109,25.99863107,leganord.org,0
1,50,15.39767283,16.29842574,asn.fr,0
1,47,18.12457221,19.00068446,yarnharlot.ca,0
1,103,7.958932238,8.996577687,tourguidesperu.com,0
1,55,1.59890486,2.997946612,brunomaglishoes.us,0
1,55,1.59890486,2.997946612,tevasandals.us,0
1,42,0,0.999315537,ballyhandbagsoutlet.com,0
1,56,3.014373717,4,aldekonseats.com,0
1,37,5.930184805,6.997946612,webseisaku.info,0
1,45,0,0.999315537,sahajjibon.com,0
1,49,13.00205339,13.99863107,wallappeals.com,0
1,46,0,8,droneandroid.cz,0
1,110,11.12936345,12,jobskonnect.com,0
2,56,8.678986995,16.99931554,iifym.com,0
1,52,4.402464066,5.998631075,groupepelletierentretien.ca,0
1,51,10.91854894,12,campaigntoendloneliness.org,0
1,56,0.459958932,0.999315537,sp-kiev.com.ua,0
1,216,18.66119097,19.00068446,zckp.com,0
1,51,10.00410678,11.00068446,skinperfectbrothers.com,0
1,45,4.922655715,5.998631075,cascavells.com,0
1,46,0.002737851,0.999315537,winktv18.com,0
1,119,2.57357974,4.999315537,rfq.co.kr,0
1,49,22.83641342,25.99863107,thekitchen.org,0
1,50,0,0.999315537,sweetsdesu.net,0
1,107,22.99520876,32.99657769,gfa.org,0
1,49,2.899383984,4,mangoosteen.com,0
1,39,9.163586585,16.99657769,cnsoftnews.com,0
1,57,18.49418207,23.00068446,csgv.org,0
1,50,15.56741958,16.99931554,mozillalinks.org,0
1,51,22.68309377,27.00342231,motown.com,0
1,56,24.39972621,28,diamondback.com,0
1,54,4.925393566,5.998631075,eventbu.com,0
1,56,6.551676934,8,scholarshipessay.org,0
1,42,24.48186174,29.51403149,hyken.com,0
1,103,24.00273785,26.99794661,genero.com,0
1,220,23.99726215,24.99383984,thegauntlet.com,0
1,57,22.00410678,23.00068446,seattlecca.org,0
1,56,2.926762491,8,citizenfourfilm.com,0
1,41,22.91854894,24,lirex.com,0
1,56,24,24.99657769,tencate.com,0
1,49,3.991786448,4.999315537,buycheapjerseyssale.com,0
1,52,0.273785079,1.998631075,nbhxpm.com,0
1,40,8.692676249,9.998631075,bjbilizi.com,0
1,119,11.97262149,13.99863107,prettydarncute.com,0
1,42,14.46680356,20.99931554,czpll.com,0
1,56,21.82614648,22.99794661,eksess.net,0
1,241,27.20602327,28.19986311,conquer.com,0
1,56,2.997946612,4,chemringmarine.com,0
1,64,12.02464066,13.99863107,qing5.com,0
1,56,6.98973306,9.002053388,biggerbolderbaking.com,0
1,56,4.971937029,5.998631075,travelsiders.com,0
1,46,24,24.99657769,jako-o.com,0
2,50,17.90554415,19.00068446,accessacs.com,0
1,48,14.34086242,16,cafe-sciences.org,0
1,56,1.065023956,1.998631075,sabresteamprostores.com,0
1,56,7.956194387,8.996577687,2xaynha.com,0
1,223,14.00136893,14.99794661,ohdeedoh.com,0
1,49,23.73442847,28.99657769,moneyexpert.com,0
1,49,0.10403833,0.999315537,salewashoes.com,0
1,37,6.069815195,7.066392882,jet-oita.jp,0
1,48,0,0.996577687,groupsexfirsttime.com,0
1,43,0,6.995208761,zdrav.kg,0
1,116,1.002053388,1.998631075,halfhourbody.com,0
1,50,4.002737851,5.998631075,yesfeed.ca,0
1,47,0,0.999315537,gbwgw.com,0
1,43,0,0.999315537,hqtdw.com,0
1,57,22.98973306,25.00205339,admission.com,0
1,47,19.34839151,20,fplanque.com,0
1,56,9.440109514,9.998631075,siegemedia.com,0
1,49,14.00684463,16,maxibud.com.ua,0
1,51,7.181382615,8,saremcogroup.com,0
1,32,17.00479124,18.99794661,bluemoonbrewingcompany.com,0
1,47,0,0.999315537,tkmxw.com,0
1,47,8.123203285,8.999315537,khroskyabs.info,0
1,44,16.00273785,16.99931554,visual-literacy.org,0
1,49,18.00410678,20.99931554,demeterfragrance.com,0
1,116,0,2.001368925,vastracity.com,0
1,51,13.96303901,15.00068446,alicepayne.com,0
1,56,14.06160164,16,designer-creations.com,0
1,43,0,0.999315537,preachingtools.net,0
1,45,23.9945243,24.99657769,vias.org,0
1,49,7.000684463,8,mijnthuiszorg.com,0
2,56,3.822039699,5.998631075,388-bet.com,0
1,103,0.030116359,0.999315537,qhj6666.com,0
1,231,24.93908282,25.99589322,kcby.com,0
1,56,14.9596167,16,newfoodmagazine.com,0
1,108,6.841889117,8,zhongliuyuan.com,0
1,50,11.72895277,12.99931554,coccisoftware.com,0
1,45,6.034223135,7.000684463,hoctienganh2424.com,0
1,57,22.00684463,31.00068446,dancesafe.org,0
1,52,21.49486653,22.00684463,tao.ca,0
1,56,17.0568104,18.99794661,legaltalknetwork.com,0
1,57,21.07323751,26.99520876,i2i.org,0
2,43,22.98973306,27.99726215,ippnw.org,0
1,43,17.9247091,19.00068446,dokeos.com,0
1,52,25.5578371,29.99863107,cityfarmer.org,0
1,56,13.00752909,15.00068446,idolbin.com,0
1,47,25.98220397,26.99794661,enerpac.com,0
1,42,17.92197125,18.99794661,frpbbs.com,0
1,56,25.01574264,28,typecast.com,0
1,51,21.45653662,27.99726215,wickline.org,0
1,36,6.094455852,7.003422313,qvodmtv.com,0
1,47,4.265571526,4.999315537,gzbowin.com,0
1,111,18.40383299,20,aisrael.org,0
2,56,17.51403149,18.51334702,noogle.fr,0
1,241,15.95893224,18.99794661,dictionaryofamericanslang.org,0
1,241,23.00068446,23.99726215,thecurrent.com,0
1,241,10.37097878,15.00068446,ashtonsmallcigars.org,0
1,241,18.93497604,22.99794661,lavozdelinterior.org,0
1,51,23.00342231,23.99726215,qshow.net,0
1,116,21.50308008,21.99863107,10peking.com,0
1,102,8.911704312,9.998631075,hbczdq.com,0
2,56,10.77344285,20,affordanything.com,0
1,48,8.960985626,9.998631075,rmrcpas.com,0
1,56,16.98836413,18.99794661,emezeta.com,0
1,56,7.838466804,8.999315537,pasarpolis.com,0
1,51,10.74332649,12,fundacionbotin.org,0
1,56,22.99794661,25.99589322,mcnallyrobinson.com,0
1,46,0.977412731,1.998631075,armaniexchange-outlet.com,0
2,49,21.94387406,23.00068446,taalunieversum.org,0
1,51,13.28405202,15.00068446,academyofmusiclondon.com,0
1,43,4.925393566,6.997946612,phelenxanimalhealth.com,0
1,42,4.999315537,5.998631075,sblegalpartners.com,0
1,46,0,1.998631075,jetsshopfootballonlines.com,0
1,119,4.265571526,5.998631075,agilitygenesis.com,0
1,119,17.00205339,17.99863107,studio7designs.com,0
1,232,5.653661875,15.00068446,whitehelmets.org,0
1,56,18.56810404,21.99863107,stormpath.com,0
1,56,3.030800821,4,yeutaynguyen.com,0
1,50,19.94250513,20.99931554,joueb.com,0
1,50,22.0807666,22.86652977,memorial-caen.fr,0
1,52,19.92060233,20.99931554,srichinmoyraces.org,0
1,47,19.8329911,22.99794661,doba.com,0
1,23,1.87816564,4,mexitaspringburn.com,0
1,56,7.942505133,12,dogechain.info,0
1,116,6.910335387,12,latisprivat.com,0
1,50,4.996577687,5.998631075,grademiner-s.net,0
1,51,10.954141,12,bristollanka.com,0
1,51,22.64750171,25.00205339,fenwayhealth.org,0
1,57,7.003422313,8,reallifemag.com,0
1,37,2.001368925,12,dungmoihoachat.com,0
1,55,20.00273785,20.99931554,sfdph.org,0
1,39,15.33470226,17.30869268,limodc.net,0
1,30,17.908282,19.00068446,centerforpubliceducation.org,0
1,48,20.84599589,20.99931554,enocean.com,0
2,56,14.98425736,16,rooshv.com,0
1,56,24.99931554,25.99589322,monroeinstitute.org,0
1,43,15.69336071,23.00068446,korean-culture.org,0
1,56,25.98220397,27.00068446,plt.org,0
1,56,14.00136893,15.99726215,taxifarefinder.com,0
1,49,13.97672827,14.99794661,thisissand.com,0
1,57,20,20.99931554,encana.com,0
1,46,24.45448323,27.00342231,usgo.org,0
1,43,11.71252567,17.99589322,shenghui56.com,0
1,46,20.93360712,29.99863107,panarchy.org,0
1,48,24.80492813,26.00136893,dolmetsch.com,0
1,56,6.228610541,10.99794661,serviceprofessionalsnetwork.com,0
1,47,14.00410678,15.00068446,luajit.org,0
1,239,19.18959617,26.77891855,toshiba.ca,0
1,38,14.091718,15.00068446,ovirt.org,0
1,56,2.984257358,4,hydroflask-tumblers.com,0
2,56,9.618069815,12.99931554,tooxclusive.com,0
1,54,8.323066393,8.999315537,alodokter.com,0
1,56,8.988364134,14.00136893,paystack.com,0
1,240,22.00410678,23.00068446,estense.com,0
1,46,26.00136893,26.99794661,tobit.com,0
1,57,7.003422313,8,claysgolfandguitars.com,0
1,46,7.000684463,7.997262149,johnsoncityhomeinspector.com,0
1,241,23.81382615,25.99315537,cineramadome.com,0
1,50,22.97604381,23.99726215,fluoride.org,0
1,56,17.09240246,19.00068446,decoraid.com,0
1,119,4.657084189,5.998631075,hulatv.com,0
1,241,21.93566051,23.00068446,cityofeastpoint.org,0
1,241,20.14784394,25.99863107,tagdomo.com,0
1,241,21.99863107,26.99520876,netsticky.com,0
1,49,0.013689254,0.999315537,aidan.biz,0
1,56,11.90691307,12.99931554,yurplan.com,0
1,56,20.99931554,21.99589322,rx8club.com,0
1,231,0.060232717,0.999315537,traslado-aeropuerto-paris.com,0
1,56,11.91786448,12.99931554,tweetvite.com,0
1,46,5.987679671,7.000684463,m-glove.com,0
1,45,12.03011636,13.02669405,mesotheliomagroup.com,0
